target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
49,congestion_price_da,19,forecast_load_mw_latest_available,general,0.07809366285800934,0.21792486310005188
49,congestion_price_da,1,gen_fuel_gas_mw,general,0.07029154896736145,0.2831788659095764
49,congestion_price_da,38,system_energy_price_da,general,0.06878183782100677,0.25982779264450073
49,congestion_price_da,5,gen_fuel_oil_mw,general,0.06800134479999542,0.2563285827636719
50,congestion_price_rt,38,system_energy_price_da,general,0.0693356841802597,0.24492958188056946
50,congestion_price_rt,5,gen_fuel_oil_mw,general,0.06788614392280579,0.2666999399662018
50,congestion_price_rt,40,marginal_loss_price_rt,general,0.05770932137966156,0.4665849208831787
50,congestion_price_rt,39,total_lmp_rt,general,0.05724623054265976,0.5720299482345581
50,congestion_price_rt,21,rmccp,general,0.05552992969751358,0.3821123242378235
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,0.05443751811981201,0.3726179003715515
50,congestion_price_rt,15,gen_fuel_oil_pct,general,0.052504003047943115,0.2767947316169739
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,0.03743607550859451,0.32016998529434204
50,congestion_price_rt,13,gen_fuel_multiple_fuels_pct,general,0.028718911111354828,0.2908441424369812
53,da_as_total_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.2677042484283447,0.6663491725921631
53,da_as_total_mw_primary_reserve,31,da_as_as_req_mw_primary_reserve,general,0.2115430235862732,0.6954816579818726
53,da_as_total_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.20989492535591125,0.7029815912246704
53,da_as_total_mw_primary_reserve,4,gen_fuel_nuclear_mw,general,0.19714608788490295,0.3549960255622864
53,da_as_total_mw_primary_reserve,37,da_as_nsr_mw_primary_reserve,general,0.10107634961605072,0.6996570229530334
53,da_as_total_mw_primary_reserve,25,total_pjm_self_sched_reg,general,0.0829201489686966,0.12439745664596558
53,da_as_total_mw_primary_reserve,29,da_as_mcp_primary_reserve,general,0.07679358124732971,0.2672378420829773
53,da_as_total_mw_primary_reserve,28,total_pjm_rmpcp_cr,general,0.05581437796354294,0.1711067110300064
54,da_as_total_mw_synchronized_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.27232295274734497,0.6998262405395508
54,da_as_total_mw_synchronized_reserve,31,da_as_as_req_mw_primary_reserve,general,0.21630160510540009,0.7198659181594849
54,da_as_total_mw_synchronized_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.2147456407546997,0.7261458039283752
54,da_as_total_mw_synchronized_reserve,37,da_as_nsr_mw_primary_reserve,general,0.10298916697502136,0.8349195122718811
54,da_as_total_mw_synchronized_reserve,16,gen_fuel_other_renewables_pct,general,0.08450554311275482,0.2374265193939209
54,da_as_total_mw_synchronized_reserve,29,da_as_mcp_primary_reserve,general,0.07758180797100067,0.2795323133468628
54,da_as_total_mw_synchronized_reserve,1,gen_fuel_gas_mw,general,0.06810763478279114,0.24844062328338623
55,da_as_total_mw_thirty_minutes_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.2837768495082855,0.27397772669792175
55,da_as_total_mw_thirty_minutes_reserve,31,da_as_as_req_mw_primary_reserve,general,0.22965779900550842,0.27585262060165405
55,da_as_total_mw_thirty_minutes_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.22867684066295624,0.28066590428352356
55,da_as_total_mw_thirty_minutes_reserve,4,gen_fuel_nuclear_mw,general,0.21495042741298676,0.4892559051513672
55,da_as_total_mw_thirty_minutes_reserve,37,da_as_nsr_mw_primary_reserve,general,0.11533947288990021,0.34280937910079956
55,da_as_total_mw_thirty_minutes_reserve,30,da_as_mcp_synchronized_reserve,general,0.08893805742263794,0.4628704786300659
55,da_as_total_mw_thirty_minutes_reserve,29,da_as_mcp_primary_reserve,general,0.08863991498947144,0.38409149646759033
55,da_as_total_mw_thirty_minutes_reserve,5,gen_fuel_oil_mw,general,0.0726422518491745,0.2950163781642914
55,da_as_total_mw_thirty_minutes_reserve,38,system_energy_price_da,general,0.07175338268280029,0.44905415177345276
55,da_as_total_mw_thirty_minutes_reserve,22,rmpcp,general,0.06678988039493561,0.17504379153251648
55,da_as_total_mw_thirty_minutes_reserve,28,total_pjm_rmpcp_cr,general,0.06415028870105743,0.21038925647735596
55,da_as_total_mw_thirty_minutes_reserve,39,total_lmp_rt,general,0.0610138438642025,0.3000665307044983
55,da_as_total_mw_thirty_minutes_reserve,15,gen_fuel_oil_pct,general,0.05588001757860184,0.374417245388031
55,da_as_total_mw_thirty_minutes_reserve,3,gen_fuel_multiple_fuels_mw,general,0.03983088582754135,0.3010026216506958
55,da_as_total_mw_thirty_minutes_reserve,13,gen_fuel_multiple_fuels_pct,general,0.030136723071336746,0.29188066720962524
45,gross_actual_interchange_mw,4,gen_fuel_nuclear_mw,general,0.26286107301712036,0.268038272857666
45,gross_actual_interchange_mw,0,gen_fuel_coal_mw,general,0.137923926115036,0.2624349892139435
45,gross_actual_interchange_mw,10,gen_fuel_coal_pct,general,0.13440757989883423,0.25103092193603516
45,gross_actual_interchange_mw,42,gross_sched_interchange_mw,general,0.12846672534942627,0.3557831048965454
45,gross_actual_interchange_mw,43,gross_inadv_interchange_mw,general,0.12466903775930405,0.6028304100036621
45,gross_actual_interchange_mw,7,gen_fuel_solar_mw,general,0.11931326240301132,0.274842232465744
45,gross_actual_interchange_mw,17,gen_fuel_solar_pct,general,0.11360947042703629,0.29402050375938416
45,gross_actual_interchange_mw,24,total_pjm_reg_purchases,general,0.10420351475477219,0.25743287801742554
45,gross_actual_interchange_mw,26,total_pjm_assigned_reg,general,0.0937672033905983,0.2267984002828598
45,gross_actual_interchange_mw,34,da_as_ss_mw_primary_reserve,general,0.07139289379119873,0.156091570854187
51,marginal_loss_price_da,0,gen_fuel_coal_mw,general,0.09644156694412231,0.3920825123786926
51,marginal_loss_price_da,16,gen_fuel_other_renewables_pct,general,0.0961955189704895,0.20853501558303833
51,marginal_loss_price_da,10,gen_fuel_coal_pct,general,0.09385073930025101,0.28301364183425903
51,marginal_loss_price_da,30,da_as_mcp_synchronized_reserve,general,0.0903719887137413,0.2932332158088684
51,marginal_loss_price_da,29,da_as_mcp_primary_reserve,general,0.08979348093271255,0.21258559823036194
51,marginal_loss_price_da,20,forecast_load_mw_day_ahead,general,0.08589860796928406,0.4231816232204437
