confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9794759340584278,0.008874782361090183,True
da_as_total_mw_primary_reserve,0.9731179159134626,0.0371692031621933,True
da_as_total_mw_synchronized_reserve,0.9591202661395073,0.034430086612701416,True
total_gen,0.9344886392354965,0.02996707148849964,True
total_lmp_da,0.9309257715940475,0.029999619349837303,True
congestion_price_rt,0.49155688285827637,0.8309519290924072,True
marginal_loss_price_da,0.4304780960083008,0.31192415952682495,True
total_losses,0.36740291118621826,0.5553632974624634,True
da_as_total_mw_thirty_minutes_reserve,0.35501980781555176,0.4628584384918213,True
congestion_price_da,0.1587693691253662,1.4258015155792236,True
gross_actual_interchange_mw,-0.17628848552703857,0.6867872476577759,True
net_actual_interchange_mw,-0.7204084396362305,1.3377704620361328,True
