target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,56,1.9079442024230957,0.4739819894034273
gross_actual_interchange_mw,56,1.5893161296844482,0.3948266516295851
total_gen,56,2.6303606033325195,0.6534486438505792
metered_load_mw,56,2.5575826168060303,0.635368736275299
total_losses,56,2.4778895378112793,0.6155709434071194
congestion_price_da,56,1.5117336511611938,0.3755531857354571
congestion_price_rt,56,1.9615764617919922,0.48730561016738133
marginal_loss_price_da,56,2.6672778129577637,0.6626198200512112
total_lmp_da,56,2.6371359825134277,0.6551318208004349
da_as_total_mw_primary_reserve,56,1.7486902475357056,0.43441924628860007
da_as_total_mw_synchronized_reserve,56,1.5995187759399414,0.39736124911058923
da_as_total_mw_thirty_minutes_reserve,56,2.770162343978882,0.6881789609476252
