field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.7422430515289307,0.4940530955152462,True
gross_actual_interchange_mw,0.2460934792895835,0.7330584526062012,0.4869649733166177,True
total_gen,0.9906449538219424,0.9840543866157532,-0.006590567206189224,True
metered_load_mw,0.9762308832723112,0.9871342182159424,0.01090333494363116,True
total_losses,0.6540839836602339,0.7884381413459778,0.13435415768574388,True
congestion_price_da,0.0475838272605031,0.37590843439102173,0.32832460713051864,True
congestion_price_rt,0.4561738508473963,0.5187877416610718,0.06261389081367547,True
marginal_loss_price_da,0.4407231017762543,0.7061748504638672,0.2654517486876129,True
total_lmp_da,0.9299314144617218,0.9749568700790405,0.045025455617318744,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9441770315170288,-0.031050787440732752,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9075033664703369,-0.03433974457530986,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.8015773892402649,0.3446733512357608,True
