field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-2.619652271270752,-2.8678422272844366,False
gross_actual_interchange_mw,0.2460934792895835,-0.3451213836669922,-0.5912148629565757,False
total_gen,0.9906449538219424,0.9058651924133301,-0.08477976140861232,True
metered_load_mw,0.9762308832723112,0.9664689265191555,-0.00976195675315572,True
total_losses,0.6540839836602339,0.4083489775657654,-0.24573500609446852,True
congestion_price_da,0.0475838272605031,0.1899760365486145,0.14239220928811142,True
congestion_price_rt,0.4561738508473963,0.47663915157318115,0.02046530072578484,True
marginal_loss_price_da,0.4407231017762543,0.43993276357650757,-0.0007903381997467207,True
total_lmp_da,0.9299314144617218,0.8891154900193214,-0.04081592444240034,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9747158847749233,-0.0005119341828382362,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9083322286605835,-0.03351088238506328,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.36555802822113037,-0.0913460097833737,True
