field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.6456228494644165,0.397432893450732,True
gross_actual_interchange_mw,0.2460934792895835,0.7103664875030518,0.4642730082134683,True
total_gen,0.9906449538219424,0.9822465777397156,-0.008398376082226822,True
metered_load_mw,0.9762308832723112,0.9864377975463867,0.010206914274075496,True
total_losses,0.6540839836602339,0.7882311344146729,0.13414715075443895,True
congestion_price_da,0.0475838272605031,0.3139934539794922,0.2664096267189891,True
congestion_price_rt,0.4561738508473963,0.548061728477478,0.09188787763008172,True
marginal_loss_price_da,0.4407231017762543,0.7138603329658508,0.27313723118959654,True
total_lmp_da,0.9299314144617218,0.9757066369056702,0.04577522244394838,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9442599415779114,-0.030967877379850184,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9082551598548889,-0.03358795119075786,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7909173965454102,0.3340133585409061,True
