系统实际负荷,系统负荷预测,风电总出力预测,光伏总出力预测,节点电价_bus1,节点电价_bus7,节点电价_bus14,节点电价_bus24,节点电价_bus26,断面阻塞_L24-26,系统备用,Y_机组出力_bus26,Y_机组出力_bus21
138.5507894394594,138.55590260102372,22.971743377267504,0.0,3.305633690942492,3.305633691197227,3.3056336912033037,3.3056336912056423,3.305633690392601,0.0,218.88475249504663,3.324980667238786,18.605709224594552
157.69314171901254,153.47993496772415,35.21336535862386,0.0,3.379996544090434,3.379996543959631,3.3799965469199025,3.3799965565638246,3.379996534430966,0.0,213.84941009774758,7.290698726352443e-08,19.738126475539747
167.22643587371684,167.52816388280607,35.0218901903554,0.0,3.6243954710126616,3.6156212569084305,3.703172037865698,3.9925381711846146,3.3514805122078446,1.0,199.4041146352467,3.6282837737326012,21.991251925087425
161.57512418773322,158.56752491791988,41.21011431315,0.0,3.178244929955018,3.1117299725494756,3.7754288840657937,5.969035676698166,1.109350067890657,1.0,213.0809722393231,8.40563442046229e-10,23.75212617486419
173.43892908057592,173.98741711425677,35.86138059211128,0.0,3.552867317261688,3.5303724016808844,3.754830953642084,4.496694162754424,2.8531808524398548,1.0,200.30656720515384,0.6109446286769263,23.391808562982334
166.0682582194629,169.5322919326064,25.63668629792265,0.0,3.489779795037427,3.473834216986341,3.6329422326618452,4.158813856010095,2.9938052639881927,1.0,197.65751640952507,6.907451217901375,20.35972994394375
177.76810267715496,167.6287999005232,19.78627571773233,0.0,3.7813211196683914,3.7813211201403614,3.781321120430731,3.781321121925944,3.7813211173804175,0.0,179.29418527589414,13.538646226657944,22.965791679182573
191.7056428430182,190.3535939507373,35.94417125938015,4.9503952122265185,3.4669475417819773,3.4431262405370093,3.6808197224918517,4.466426008208806,2.7260049013597025,1.0,188.16547079809192,6.0329674881477465e-09,20.725292431051713
201.11037708623005,202.05610519042025,26.289634055102905,8.33845828298832,3.7988614496039674,3.7988614517462094,3.7988614501653397,3.7988614505311973,3.7988614486747787,0.0,170.39994344951728,9.64117084894792,22.104232532204435
198.75074066809796,195.5387723068331,37.44674304702899,11.122655961896905,3.617448952246209,3.5990097726342616,3.782999420811663,4.391107909786118,3.0439129230501476,1.0,184.88941329927474,3.336660165215414,21.50956043726751
202.3556888174848,193.0667385130914,38.471189516691425,16.584124704839883,3.7238533635282107,3.7216655065434736,3.7434963688393115,3.8156500626555565,3.6558017819532362,1.0,190.26283987449858,0.6048206581148362,21.321586751861616
207.37593146843375,202.34393019046652,32.161893672352456,17.45712154982142,3.623002554593077,3.6154437085436233,3.6908673271697534,3.940151695090011,3.3878906115419603,1.0,175.6158918522583,12.702719703387114,21.900876697515088
218.1058126121119,217.89301742557166,38.044619208117204,22.999974567307994,3.9025229193425033,3.8906908767872137,3.913257206345155,4.03766437579349,3.3701659194999722,1.0,176.25952839198854,6.7651843974288886,18.128385183062147
228.60863845015828,227.8425575319584,25.88134217769725,18.049544967009503,3.9832306619208477,3.9694854747821995,4.091990997211023,4.50452840041957,3.530493228490573,1.0,150.02672477838013,15.230281478797156,23.743429053498495
