target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,9,0.19990235567092896,0.19999316334724426,0.20011021196842194,0.2000066637992859,0.19998759031295776
gross_actual_interchange_mw,11,0.2000167816877365,0.20000705122947693,0.19997753202915192,0.20000538229942322,0.1999932825565338
total_gen,28,0.19360311329364777,0.19267496466636658,0.19565263390541077,0.2271341234445572,0.19093511998653412
metered_load_mw,27,0.1904769241809845,0.18813621997833252,0.19781482219696045,0.23447486758232117,0.18909713625907898
total_losses,19,0.171835795044899,0.16916722059249878,0.16950030624866486,0.32241013646125793,0.16708657145500183
congestion_price_da,8,0.16628669202327728,0.1508408486843109,0.16966789960861206,0.26174116134643555,0.2514634430408478
congestion_price_rt,11,0.20012034475803375,0.194086492061615,0.18977484107017517,0.2157430797815323,0.2002752274274826
marginal_loss_price_da,21,0.20525814592838287,0.19063755869865417,0.19524222612380981,0.2130976915359497,0.1957644522190094
total_lmp_da,32,0.19933857023715973,0.18728075921535492,0.20398807525634766,0.2218400090932846,0.1875525861978531
da_as_total_mw_primary_reserve,11,0.23664318025112152,0.183356374502182,0.2289423793554306,0.1713683307170868,0.17968977987766266
da_as_total_mw_synchronized_reserve,8,0.1844947636127472,0.18330201506614685,0.1926785558462143,0.25662851333618164,0.18289613723754883
da_as_total_mw_thirty_minutes_reserve,18,0.199740469455719,0.1907094419002533,0.19385646283626556,0.22802850604057312,0.18766513466835022
