confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.974032873287797,0.03590411692857742,True
metered_load_mw,0.9522176831960678,0.020661484450101852,True
da_as_total_mw_synchronized_reserve,0.9461807385087013,0.045328132808208466,True
total_lmp_da,0.91997941583395,0.03475372493267059,True
total_gen,0.9027072265744209,0.04450494796037674,True
marginal_loss_price_da,0.485066294670105,0.282026469707489,True
congestion_price_rt,0.4671436548233032,0.8708506226539612,True
total_losses,0.39219582080841064,0.5335974097251892,True
da_as_total_mw_thirty_minutes_reserve,0.2885668873786926,0.5105472207069397,True
congestion_price_da,0.20369493961334229,1.3496571779251099,True
gross_actual_interchange_mw,0.11851167678833008,0.5146653652191162,True
net_actual_interchange_mw,-0.838520884513855,1.4296133518218994,True
