rank,field,sensitivity,masked_loss,loss_increase
1,da_as_nsr_mw_primary_reserve,0.3731986894652194,0.45031067728996277,0.12238240242004395
2,system_energy_price_da,0.2620269811814425,0.41385433077812195,0.08592605590820312
3,total_lmp_rt,0.08390525259948087,0.35544317960739136,0.027514904737472534
4,marginal_loss_price_rt,0.07135127746786984,0.3513263761997223,0.023398101329803467
5,forecast_load_mw_day_ahead,0.06293455132741585,0.34856629371643066,0.02063801884651184
6,gen_fuel_nuclear_mw,0.060617368357388374,0.3478064239025116,0.019878149032592773
7,gen_fuel_oil_mw,0.04789771786968211,0.34363529086112976,0.015707015991210938
8,forecast_load_mw_latest_available,0.03898560151196257,0.3407127559185028,0.012784481048583984
9,gen_fuel_wind_mw,0.030371573562357323,0.3378879725933075,0.009959697723388672
10,gen_fuel_other_renewables_pct,0.024622920435750723,0.33600282669067383,0.008074551820755005
11,gen_fuel_coal_mw,0.023538078567561602,0.3356470763683319,0.007718801498413086
12,gen_fuel_hydro_mw,0.020391337369098973,0.33461517095565796,0.006686896085739136
13,gross_inadv_interchange_mw,0.018080788683764278,0.3338574767112732,0.00592920184135437
14,gen_fuel_coal_pct,0.016919879743138674,0.3334767818450928,0.00554850697517395
15,gen_fuel_oil_pct,0.016778196868672154,0.33343032002449036,0.005502045154571533
16,da_as_mcp_primary_reserve,0.010447089898283692,0.33135417103767395,0.003425896167755127
17,gen_fuel_nuclear_pct,0.010382655544212645,0.3313330411911011,0.003404766321182251
18,da_as_mcp_synchronized_reserve,0.010154545207515426,0.33125823736190796,0.0033299624919891357
19,da_as_as_req_mw_thirty_minutes_reserve,0.006811411006023839,0.3301619291305542,0.002233654260635376
20,total_pjm_reg_purchases,0.005848985322508483,0.3298463225364685,0.0019180476665496826
21,da_as_as_req_mw_primary_reserve,0.005679856503148514,0.329790860414505,0.0018625855445861816
22,da_as_as_req_mw_synchronized_reserve,0.005651865274581684,0.3297816812992096,0.0018534064292907715
23,total_pjm_loc_credit,0.003995929639139444,0.3292386531829834,0.0013103783130645752
24,gen_fuel_hydro_pct,0.003918590238131742,0.32921329140663147,0.0012850165367126465
25,gen_fuel_storage_mw,0.003180276144375485,0.32897117733955383,0.0010429024696350098
26,total_pjm_assigned_reg,0.0025175747199945617,0.32875385880470276,0.0008255839347839355
27,gen_fuel_gas_pct,0.0015448795272972188,0.32843488454818726,0.0005066096782684326
28,da_as_ss_mw_primary_reserve,0.0005867252325566706,0.3281206786632538,0.00019240379333496094
29,da_as_ss_mw_thirty_minutes_reserve,0.0005246537744036028,0.328100323677063,0.00017204880714416504
30,gen_fuel_solar_mw,0.0004501316723750294,0.3280758857727051,0.00014761090278625488
31,rmpcp,0.00023129115812526747,0.3280041217803955,7.584691047668457e-05
32,total_pjm_rmpcp_cr,4.4258858155994205e-05,0.32794278860092163,1.4513731002807617e-05
33,gen_fuel_wind_pct,-0.0002686430897517841,0.3278401792049408,-8.809566497802734e-05
34,net_inadv_interchange_mw,-0.0006397995100989717,0.32771846652030945,-0.000209808349609375
35,gen_fuel_solar_pct,-0.0006579756325449652,0.3277125060558319,-0.00021576881408691406
36,da_as_ss_mw_synchronized_reserve,-0.0009056253008716268,0.32763129472732544,-0.0002969801425933838
37,gross_sched_interchange_mw,-0.001627944406875409,0.32739442586898804,-0.0005338490009307861
38,gen_fuel_other_renewables_mw,-0.0018899532119344056,0.3273085057735443,-0.0006197690963745117
39,total_pjm_self_sched_reg,-0.0026332657393633102,0.32706475257873535,-0.0008635222911834717
40,gen_fuel_gas_mw,-0.007883983991561917,0.32534289360046387,-0.002585381269454956
41,rmccp,-0.01017617479322616,0.3245912194252014,-0.0033370554447174072
42,gen_fuel_multiple_fuels_mw,-0.010800524599246037,0.32438647747039795,-0.003541797399520874
43,total_pjm_rmccp_cr,-0.013384714808005163,0.32353904843330383,-0.00438922643661499
44,gen_fuel_multiple_fuels_pct,-0.018542734835729203,0.3218475878238678,-0.006080687046051025
