game,conf,field,a,M1,M2,M3,Mtop,kappa_exact,kappa_90,kappa_eps
gameA,total_gen,marginal_loss_price_rt,0.32077470421791077,0.33975517749786377,0.33975517749786377,0.33975517749786377,0.33975517749786377,1,1,1
gameA,total_gen,gen_fuel_coal_mw,0.7633551955223083,0.7633551955223083,0.7633551955223083,0.7633551955223083,0.7633551955223083,0,0,0
gameA,total_gen,gen_fuel_gas_pct,0.22934073209762573,0.24560344219207764,0.24627548456192017,0.24627548456192017,0.24627548456192017,2,1,1
gameA,total_gen,gross_sched_interchange_mw,0.09342798590660095,0.1080470085144043,0.1080470085144043,0.1080470085144043,0.1080470085144043,1,1,1
gameA,total_gen,gross_inadv_interchange_mw,0.2411484718322754,0.25481709837913513,0.25481709837913513,0.25481709837913513,0.25481709837913513,1,1,1
gameA,total_gen,da_as_as_req_mw_primary_reserve,0.17307865619659424,0.20709452033042908,0.2155781090259552,0.2155781090259552,0.2155781090259552,2,2,1
gameA,metered_load_mw,gen_fuel_wind_mw,0.05807045102119446,0.7539342641830444,0.7539342641830444,0.7539342641830444,0.7539342641830444,1,1,1
gameA,metered_load_mw,gen_fuel_wind_pct,0.1483941674232483,0.8442579507827759,0.8442579507827759,0.8442579507827759,0.8442579507827759,1,1,1
gameA,metered_load_mw,forecast_load_mw_latest_available,0.990852952003479,0.990852952003479,0.990852952003479,0.990852952003479,0.990852952003479,0,0,0
gameA,metered_load_mw,forecast_load_mw_day_ahead,0.9820152521133423,0.9820152521133423,0.9820152521133423,0.9820152521133423,0.9820152521133423,0,0,0
gameA,metered_load_mw,da_as_ss_mw_primary_reserve,0.05413573980331421,0.06980320811271667,0.08988523483276367,0.09509235620498657,0.09509235620498657,3,3,2
gameA,metered_load_mw,da_as_ss_mw_synchronized_reserve,0.05389094352722168,0.0694611668586731,0.08831143379211426,0.09374907612800598,0.09374907612800598,3,3,2
gameA,metered_load_mw,system_energy_price_da,0.4524429440498352,0.4890184700489044,0.4890184700489044,0.4890184700489044,0.4890184700489044,1,1,1
gameA,metered_load_mw,total_lmp_rt,0.33079323172569275,0.3711848556995392,0.3711848556995392,0.3711848556995392,0.3711848556995392,1,1,1
gameA,metered_load_mw,marginal_loss_price_rt,0.3903873860836029,0.40549686551094055,0.40549686551094055,0.40549686551094055,0.40549686551094055,1,1,1
gameA,metered_load_mw,gen_fuel_coal_mw,0.750097930431366,0.750097930431366,0.750097930431366,0.750097930431366,0.750097930431366,0,0,0
gameA,metered_load_mw,gen_fuel_gas_pct,0.2171921730041504,0.23214194178581238,0.23288381099700928,0.23288381099700928,0.23288381099700928,2,1,1
gameA,metered_load_mw,gross_sched_interchange_mw,0.05958431959152222,0.07712924480438232,0.07712924480438232,0.07712924480438232,0.07712924480438232,1,1,1
gameA,metered_load_mw,gross_inadv_interchange_mw,0.22046077251434326,0.2350466251373291,0.2350466251373291,0.2350466251373291,0.2350466251373291,1,1,1
gameA,metered_load_mw,da_as_as_req_mw_primary_reserve,0.1335083544254303,0.17389997839927673,0.17585322260856628,0.17585322260856628,0.17585322260856628,2,1,1
gameA,total_losses,gen_fuel_wind_mw,0.06575635075569153,0.5517701506614685,0.5517701506614685,0.5517701506614685,0.5517701506614685,1,1,1
gameA,total_losses,gen_fuel_wind_pct,0.04136919975280762,0.5273829698562622,0.5273829698562622,0.5273829698562622,0.5273829698562622,1,1,1
gameA,total_losses,forecast_load_mw_latest_available,0.41976022720336914,0.5826016664505005,0.5826016664505005,0.5826016664505005,0.5826016664505005,1,1,1
gameA,total_losses,forecast_load_mw_day_ahead,0.41111069917678833,0.5733052492141724,0.5733052492141724,0.5733052492141724,0.5733052492141724,1,1,1
gameA,total_losses,da_as_ss_mw_primary_reserve,0.05054774880409241,0.0723399817943573,0.0723399817943573,0.08421361446380615,0.08421361446380615,3,3,3
gameA,total_losses,da_as_ss_mw_synchronized_reserve,0.05087265372276306,0.07146188616752625,0.07184472680091858,0.08318468928337097,0.08318468928337097,3,3,3
gameA,total_losses,system_energy_price_da,0.19948330521583557,0.2332860827445984,0.2332860827445984,0.2332860827445984,0.2332860827445984,1,1,1
gameA,total_losses,total_lmp_rt,0.1528618037700653,0.23469841480255127,0.23935478925704956,0.23935478925704956,0.23935478925704956,2,1,1
gameA,total_losses,marginal_loss_price_rt,0.28514862060546875,0.3669852316379547,0.3721946179866791,0.3721946179866791,0.3721946179866791,2,1,1
gameA,total_losses,gen_fuel_coal_mw,0.503768801689148,0.6148114204406738,0.6148114204406738,0.6148114204406738,0.6148114204406738,1,1,1
gameA,total_losses,gen_fuel_gas_pct,0.06282266974449158,0.13670706748962402,0.1661527156829834,0.18054839968681335,0.18648755550384521,4,3,3
gameA,total_losses,gross_sched_interchange_mw,0.05452409386634827,0.12200775742530823,0.12200775742530823,0.12200775742530823,0.12200775742530823,1,1,1
gameA,total_losses,gross_inadv_interchange_mw,0.2151494324207306,0.2564254701137543,0.2564254701137543,0.2564254701137543,0.2564254701137543,1,1,1
gameA,total_losses,da_as_as_req_mw_primary_reserve,0.21024802327156067,0.21024802327156067,0.23433426022529602,0.23433426022529602,0.23433426022529602,2,2,2
gameA,congestion_price_da,gen_fuel_wind_mw,0.0004717111587524414,0.1212407648563385,0.1261717677116394,0.13440179824829102,0.13440179824829102,3,1,2
gameA,congestion_price_da,gen_fuel_wind_pct,0.007853478193283081,0.12862253189086914,0.1429157257080078,0.1429157257080078,0.1429157257080078,2,2,2
gameA,congestion_price_da,forecast_load_mw_latest_available,0.14557471871376038,0.16207554936408997,0.1776607632637024,0.17799103260040283,0.20133152604103088,5,5,5
gameA,congestion_price_da,forecast_load_mw_day_ahead,0.14064401388168335,0.15796872973442078,0.16821348667144775,0.1786133348941803,0.20998471975326538,6,5,5
gameA,congestion_price_da,da_as_ss_mw_primary_reserve,0.009342104196548462,0.019459694623947144,0.0456620454788208,0.04980599880218506,0.07863745093345642,7,5,5
gameA,congestion_price_da,da_as_ss_mw_synchronized_reserve,0.008894413709640503,0.019515693187713623,0.05317530035972595,0.05317530035972595,0.0649084746837616,5,4,4
gameA,congestion_price_da,system_energy_price_da,0.09710782766342163,0.164352148771286,0.21685919165611267,0.2407665252685547,0.3220786154270172,6,5,6
gameA,congestion_price_da,total_lmp_rt,0.06635019183158875,0.1010342538356781,0.1216508150100708,0.1431596279144287,0.15631616115570068,5,4,4
gameA,congestion_price_da,marginal_loss_price_rt,0.08250239491462708,0.10280638933181763,0.11977797746658325,0.14328551292419434,0.16710054874420166,6,4,4
gameA,congestion_price_da,gen_fuel_coal_mw,0.0956566333770752,0.16290095448493958,0.1834810972213745,0.18909290432929993,0.20690390467643738,5,4,4
gameA,congestion_price_da,gen_fuel_gas_pct,0.033274710178375244,0.04584360122680664,0.06827664375305176,0.09029999375343323,0.12248897552490234,7,7,5
gameA,congestion_price_da,gross_sched_interchange_mw,0.02004215121269226,0.05212119221687317,0.1065794825553894,0.11296692490577698,0.1351948082447052,4,4,4
gameA,congestion_price_da,gross_inadv_interchange_mw,0.0679909884929657,0.12451386451721191,0.13808536529541016,0.1686585247516632,0.19221898913383484,4,4,4
gameA,congestion_price_da,da_as_as_req_mw_primary_reserve,0.06513616442680359,0.09982022643089294,0.15053734183311462,0.16916292905807495,0.16916292905807495,3,3,3
gameA,congestion_price_rt,gen_fuel_wind_mw,0.0,0.09301239252090454,0.11125922203063965,0.11125922203063965,0.11219099164009094,4,2,2
gameA,congestion_price_rt,gen_fuel_wind_pct,0.0,0.09301239252090454,0.11731159687042236,0.11731159687042236,0.11731159687042236,2,2,2
gameA,congestion_price_rt,forecast_load_mw_latest_available,0.10969939827919006,0.13926571607589722,0.1474912464618683,0.1474912464618683,0.1474912464618683,2,2,1
gameA,congestion_price_rt,forecast_load_mw_day_ahead,0.10338029265403748,0.13410893082618713,0.13774916529655457,0.13808202743530273,0.13808202743530273,3,2,1
gameA,congestion_price_rt,da_as_ss_mw_primary_reserve,0.005439281463623047,0.012176156044006348,0.030071377754211426,0.032857149839401245,0.048159658908843994,7,7,4
gameA,congestion_price_rt,da_as_ss_mw_synchronized_reserve,0.006099432706832886,0.01201409101486206,0.033284395933151245,0.033656299114227295,0.05068206787109375,6,5,5
gameA,congestion_price_rt,system_energy_price_da,0.17183876037597656,0.17873337864875793,0.18671834468841553,0.19583144783973694,0.19583144783973694,3,3,2
gameA,congestion_price_rt,total_lmp_rt,0.44454506039619446,0.49361613392829895,0.5154486894607544,0.5253912210464478,0.5253912210464478,3,3,2
gameA,congestion_price_rt,marginal_loss_price_rt,0.3934544026851654,0.442997545003891,0.4851970076560974,0.49115416407585144,0.49115416407585144,3,2,2
gameA,congestion_price_rt,gen_fuel_coal_mw,0.03558295965194702,0.07851269841194153,0.094492107629776,0.10920721292495728,0.12246870994567871,6,6,6
gameA,congestion_price_rt,gen_fuel_gas_pct,0.013465970754623413,0.063009113073349,0.08141618967056274,0.08285963535308838,0.09505337476730347,5,4,4
gameA,congestion_price_rt,gross_sched_interchange_mw,0.005210906267166138,0.04615354537963867,0.07550185918807983,0.08198174834251404,0.11594891548156738,6,6,6
gameA,congestion_price_rt,gross_inadv_interchange_mw,0.009998470544815063,0.047752946615219116,0.0607093870639801,0.07221457362174988,0.12154078483581543,6,6,6
gameA,congestion_price_rt,da_as_as_req_mw_primary_reserve,0.012254685163497925,0.055956512689590454,0.06896978616714478,0.07037067413330078,0.1264614462852478,6,6,6
gameA,marginal_loss_price_da,gen_fuel_wind_mw,0.010573595762252808,0.346578985452652,0.346578985452652,0.346578985452652,0.346578985452652,1,1,1
gameA,marginal_loss_price_da,gen_fuel_wind_pct,0.019660592079162598,0.35566598176956177,0.3581696152687073,0.3581696152687073,0.3581696152687073,2,1,1
gameA,marginal_loss_price_da,forecast_load_mw_latest_available,0.40983012318611145,0.46418023109436035,0.46418023109436035,0.46418023109436035,0.46418023109436035,1,1,1
gameA,marginal_loss_price_da,forecast_load_mw_day_ahead,0.40992817282676697,0.4751511514186859,0.4751511514186859,0.4751511514186859,0.4751511514186859,1,1,1
gameA,marginal_loss_price_da,da_as_ss_mw_primary_reserve,0.019374996423721313,0.03265950083732605,0.05259495973587036,0.06076490879058838,0.0618310272693634,4,3,2
gameA,marginal_loss_price_da,da_as_ss_mw_synchronized_reserve,0.019307881593704224,0.03242483735084534,0.04846864938735962,0.057361483573913574,0.05875268578529358,4,3,3
gameA,marginal_loss_price_da,system_energy_price_da,0.6447330713272095,0.670200765132904,0.670200765132904,0.670200765132904,0.670200765132904,1,1,1
gameA,marginal_loss_price_da,total_lmp_rt,0.3974471390247345,0.4223480820655823,0.429879754781723,0.429879754781723,0.429879754781723,2,2,1
gameA,marginal_loss_price_da,marginal_loss_price_rt,0.4340101182460785,0.46448808908462524,0.46448808908462524,0.46448808908462524,0.46448808908462524,1,1,1
gameA,marginal_loss_price_da,gen_fuel_coal_mw,0.3485632836818695,0.3987341523170471,0.40902194380760193,0.40902194380760193,0.40902194380760193,2,2,2
gameA,marginal_loss_price_da,gen_fuel_gas_pct,0.03786468505859375,0.07377463579177856,0.10453620553016663,0.11564368009567261,0.11564368009567261,3,3,3
gameA,marginal_loss_price_da,gross_sched_interchange_mw,0.022766083478927612,0.07293695211410522,0.11141571402549744,0.11156660318374634,0.11156660318374634,3,2,2
gameA,marginal_loss_price_da,gross_inadv_interchange_mw,0.07515352964401245,0.11267587542533875,0.13778555393218994,0.13778555393218994,0.13778555393218994,2,2,2
gameA,marginal_loss_price_da,da_as_as_req_mw_primary_reserve,0.03061482310295105,0.05297893285751343,0.11799025535583496,0.11799025535583496,0.13897734880447388,6,6,6
gameA,total_lmp_da,gen_fuel_wind_mw,0.014257967472076416,0.3607494831085205,0.37091830372810364,0.37091830372810364,0.37091830372810364,2,1,2
gameA,total_lmp_da,gen_fuel_wind_pct,0.03472599387168884,0.38121750950813293,0.3873899579048157,0.3873899579048157,0.3873899579048157,2,1,1
gameA,total_lmp_da,forecast_load_mw_latest_available,0.5627515316009521,0.5979206562042236,0.6046748161315918,0.6046748161315918,0.6046748161315918,2,2,1
gameA,total_lmp_da,forecast_load_mw_day_ahead,0.5837428569793701,0.6188713312149048,0.6256165504455566,0.6256165504455566,0.6256165504455566,2,2,1
gameA,total_lmp_da,da_as_ss_mw_primary_reserve,0.03533405065536499,0.06472325325012207,0.07798066735267639,0.09074714779853821,0.09074714779853821,3,3,3
gameA,total_lmp_da,da_as_ss_mw_synchronized_reserve,0.03510066866874695,0.06599637866020203,0.08040502667427063,0.08919933438301086,0.08919933438301086,3,3,2
gameA,total_lmp_da,system_energy_price_da,0.9830372333526611,0.9830372333526611,0.9830372333526611,0.9830372333526611,0.9830372333526611,0,0,0
gameA,total_lmp_da,total_lmp_rt,0.511568546295166,0.545878529548645,0.545878529548645,0.545878529548645,0.545878529548645,1,1,1
gameA,total_lmp_da,marginal_loss_price_rt,0.5263476371765137,0.5421831607818604,0.5421831607818604,0.5421831607818604,0.5421831607818604,1,1,1
gameA,total_lmp_da,gen_fuel_coal_mw,0.367904394865036,0.4309828281402588,0.4759814441204071,0.4759814441204071,0.4759814441204071,2,2,2
gameA,total_lmp_da,gen_fuel_gas_pct,0.08354264497756958,0.13342490792274475,0.15236464142799377,0.15953683853149414,0.15953683853149414,3,2,2
gameA,total_lmp_da,gross_sched_interchange_mw,0.04773759841918945,0.09528851509094238,0.11108040809631348,0.11108040809631348,0.11108040809631348,2,2,2
gameA,total_lmp_da,gross_inadv_interchange_mw,0.14621520042419434,0.18286412954330444,0.18286412954330444,0.18286412954330444,0.18286412954330444,1,1,1
gameA,total_lmp_da,da_as_as_req_mw_primary_reserve,0.016109377145767212,0.07918781042098999,0.11106377840042114,0.11106377840042114,0.11106377840042114,2,2,2
gameA,da_as_total_mw_primary_reserve,gen_fuel_wind_mw,0.013380110263824463,0.0947113037109375,0.17544472217559814,0.17544472217559814,0.17544472217559814,2,2,2
gameA,da_as_total_mw_primary_reserve,gen_fuel_wind_pct,0.016739606857299805,0.09807080030441284,0.18795695900917053,0.18795695900917053,0.18795695900917053,2,2,2
gameA,da_as_total_mw_primary_reserve,forecast_load_mw_latest_available,0.06709474325180054,0.20099133253097534,0.21740520000457764,0.22034329175949097,0.22034329175949097,3,2,2
gameA,da_as_total_mw_primary_reserve,forecast_load_mw_day_ahead,0.06999257206916809,0.1972307562828064,0.21896526217460632,0.21972796320915222,0.21972796320915222,3,2,2
gameA,da_as_total_mw_primary_reserve,da_as_ss_mw_primary_reserve,0.0,0.02164626121520996,0.04812082648277283,0.054852962493896484,0.05792680382728577,5,3,2
gameA,da_as_total_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,0.00016766786575317383,0.022178858518600464,0.0452827513217926,0.05945134162902832,0.05945134162902832,3,3,3
gameA,da_as_total_mw_primary_reserve,system_energy_price_da,0.032262444496154785,0.1661590337753296,0.1943371593952179,0.19864171743392944,0.21533674001693726,4,3,4
gameA,da_as_total_mw_primary_reserve,total_lmp_rt,0.009210050106048584,0.07238474488258362,0.09985151886940002,0.10674324631690979,0.11643189191818237,4,3,3
gameA,da_as_total_mw_primary_reserve,marginal_loss_price_rt,0.0,0.06317469477653503,0.07959088683128357,0.09414565563201904,0.09867113828659058,4,3,3
gameA,da_as_total_mw_primary_reserve,gen_fuel_coal_mw,0.0991823673248291,0.15821543335914612,0.1678389012813568,0.17698389291763306,0.1801496148109436,4,3,3
gameA,da_as_total_mw_primary_reserve,gen_fuel_gas_pct,0.043796658515930176,0.1080915629863739,0.12735241651535034,0.13636210560798645,0.1410927176475525,4,3,3
gameA,da_as_total_mw_primary_reserve,gross_sched_interchange_mw,0.037691712379455566,0.050102561712265015,0.061104029417037964,0.06553921103477478,0.06744042038917542,4,3,2
gameA,da_as_total_mw_primary_reserve,gross_inadv_interchange_mw,0.010655194520950317,0.025260239839553833,0.04161146283149719,0.05833995342254639,0.06414827704429626,4,4,3
gameA,da_as_total_mw_primary_reserve,da_as_as_req_mw_primary_reserve,0.45735418796539307,0.4660507142543793,0.47166675329208374,0.47166675329208374,0.47166675329208374,2,2,1
gameA,da_as_total_mw_synchronized_reserve,gen_fuel_wind_mw,0.04575216770172119,0.05654135346412659,0.076425701379776,0.076425701379776,0.076425701379776,2,2,2
gameA,da_as_total_mw_synchronized_reserve,gen_fuel_wind_pct,0.06477886438369751,0.07931628823280334,0.09236916899681091,0.09236916899681091,0.09236916899681091,2,2,2
gameA,da_as_total_mw_synchronized_reserve,forecast_load_mw_latest_available,0.07524028420448303,0.09055393934249878,0.09770917892456055,0.10009992122650146,0.10080346465110779,4,3,2
gameA,da_as_total_mw_synchronized_reserve,forecast_load_mw_day_ahead,0.0752905011177063,0.09226334095001221,0.09444332122802734,0.09749016165733337,0.10212552547454834,4,4,1
gameA,da_as_total_mw_synchronized_reserve,da_as_ss_mw_primary_reserve,0.018835097551345825,0.030260741710662842,0.04857426881790161,0.06006816029548645,0.06927111744880676,4,4,3
gameA,da_as_total_mw_synchronized_reserve,da_as_ss_mw_synchronized_reserve,0.016947299242019653,0.03148472309112549,0.047782182693481445,0.0608576238155365,0.07047057151794434,4,4,3
gameA,da_as_total_mw_synchronized_reserve,system_energy_price_da,0.07536718249320984,0.08499214053153992,0.11635425686836243,0.1290709674358368,0.1290709674358368,3,3,3
gameA,da_as_total_mw_synchronized_reserve,total_lmp_rt,0.02313956618309021,0.04011240601539612,0.06372794508934021,0.06948059797286987,0.06948059797286987,3,3,2
gameA,da_as_total_mw_synchronized_reserve,marginal_loss_price_rt,0.01328420639038086,0.028313815593719482,0.04195910692214966,0.04676559567451477,0.05158752202987671,4,4,2
gameA,da_as_total_mw_synchronized_reserve,gen_fuel_coal_mw,0.09875285625457764,0.11162170767784119,0.13303494453430176,0.15670371055603027,0.15776804089546204,4,3,3
gameA,da_as_total_mw_synchronized_reserve,gen_fuel_gas_pct,0.0746103823184967,0.085765540599823,0.1071610152721405,0.12329354882240295,0.12329354882240295,3,3,3
gameA,da_as_total_mw_synchronized_reserve,gross_sched_interchange_mw,0.02371925115585327,0.038401633501052856,0.05484819412231445,0.062470316886901855,0.07289612293243408,4,4,4
gameA,da_as_total_mw_synchronized_reserve,gross_inadv_interchange_mw,0.014607042074203491,0.021500587463378906,0.030994534492492676,0.040417760610580444,0.04932066798210144,5,5,3
gameA,da_as_total_mw_synchronized_reserve,da_as_as_req_mw_primary_reserve,0.5378279685974121,0.5378279685974121,0.5378279685974121,0.5378279685974121,0.5378279685974121,0,0,0
gameA,da_as_total_mw_thirty_minutes_reserve,gen_fuel_wind_mw,0.00267145037651062,0.22554290294647217,0.23394840955734253,0.23394840955734253,0.23394840955734253,2,1,1
gameA,da_as_total_mw_thirty_minutes_reserve,gen_fuel_wind_pct,0.013546377420425415,0.23641782999038696,0.24956053495407104,0.24956053495407104,0.24956053495407104,2,1,2
gameA,da_as_total_mw_thirty_minutes_reserve,forecast_load_mw_latest_available,0.25595954060554504,0.3229702115058899,0.3229702115058899,0.3229702115058899,0.3229702115058899,1,1,1
gameA,da_as_total_mw_thirty_minutes_reserve,forecast_load_mw_day_ahead,0.2592141926288605,0.32770320773124695,0.32770320773124695,0.32770320773124695,0.32770320773124695,1,1,1
gameA,da_as_total_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,0.016030997037887573,0.06929165124893188,0.07029542326927185,0.07836055755615234,0.07836055755615234,3,3,1
gameA,da_as_total_mw_thirty_minutes_reserve,da_as_ss_mw_synchronized_reserve,0.02122703194618225,0.06656762957572937,0.0709834098815918,0.07857272028923035,0.07857272028923035,3,3,2
gameA,da_as_total_mw_thirty_minutes_reserve,system_energy_price_da,0.3333744704723358,0.4495948255062103,0.4495948255062103,0.4495948255062103,0.4495948255062103,1,1,1
gameA,da_as_total_mw_thirty_minutes_reserve,total_lmp_rt,0.20390653610229492,0.2689136862754822,0.2689136862754822,0.2689136862754822,0.2689136862754822,1,1,1
gameA,da_as_total_mw_thirty_minutes_reserve,marginal_loss_price_rt,0.13113486766815186,0.19138136506080627,0.2056257724761963,0.2056257724761963,0.2056257724761963,2,2,2
gameA,da_as_total_mw_thirty_minutes_reserve,gen_fuel_coal_mw,0.09729799628257751,0.24136999249458313,0.24306720495224,0.24306720495224,0.24306720495224,2,1,1
gameA,da_as_total_mw_thirty_minutes_reserve,gen_fuel_gas_pct,0.027382463216781616,0.17145445942878723,0.18820661306381226,0.18820661306381226,0.18820661306381226,2,2,2
gameA,da_as_total_mw_thirty_minutes_reserve,gross_sched_interchange_mw,0.03651466965675354,0.07109379768371582,0.07690048217773438,0.08080831170082092,0.08080831170082092,3,2,1
gameA,da_as_total_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,0.006432622671127319,0.07748270034790039,0.09096091985702515,0.09614312648773193,0.09614312648773193,3,2,2
gameA,da_as_total_mw_thirty_minutes_reserve,da_as_as_req_mw_primary_reserve,0.1337156891822815,0.20220470428466797,0.21944478154182434,0.22125256061553955,0.22125256061553955,3,2,2
gameB,net_actual_interchange_mw,gen_fuel_gas_mw,0.12822797894477844,0.2323773205280304,0.2815031111240387,0.2815031111240387,0.2815031111240387,2,2,2
gameB,net_actual_interchange_mw,gen_fuel_nuclear_mw,0.2806648313999176,0.3227437734603882,0.3367837369441986,0.3367837369441986,0.3367837369441986,2,2,2
gameB,net_actual_interchange_mw,gen_fuel_coal_pct,0.18768277764320374,0.24446693062782288,0.26001566648483276,0.26001566648483276,0.26001566648483276,2,2,2
gameB,net_actual_interchange_mw,gen_fuel_nuclear_pct,0.07916221022605896,0.15984874963760376,0.1910824477672577,0.19549542665481567,0.19549542665481567,3,2,2
gameB,net_actual_interchange_mw,gen_fuel_oil_pct,0.010521769523620605,0.11467111110687256,0.11523529887199402,0.11523529887199402,0.11523529887199402,2,1,1
gameB,net_actual_interchange_mw,gen_fuel_other_renewables_pct,0.04054155945777893,0.0978914201259613,0.10874363780021667,0.11621451377868652,0.11621451377868652,3,2,2
