src,conf,copies,shapley,shapley_copies_sum,single,M1,M2,loo
forecast_load_mw_latest_available,metered_load_mw,0,0.22265373726146767,0.22265373726146767,0.990852952003479,0.990852952003479,0.990852952003479,0.0031015277
forecast_load_mw_latest_available,total_gen,0,0.21891211234905714,0.21891211234905714,0.9742168188095093,0.9742168188095093,0.9742168188095093,0.0024082065
forecast_load_mw_latest_available,metered_load_mw,1,0.17822700449898124,0.3564540089979625,0.990852952003479,0.990852952003479,0.990852952003479,0.0
forecast_load_mw_latest_available,total_gen,1,0.1756794433382892,0.3513588866765784,0.9742168188095093,0.9742168188095093,0.9742168188095093,0.0
forecast_load_mw_latest_available,metered_load_mw,2,0.14964108009241678,0.44892324027725033,0.990852952003479,0.990852952003479,0.990852952003479,0.0
forecast_load_mw_latest_available,total_gen,2,0.14759966542846886,0.4427989962854066,0.9742168188095093,0.9742168188095093,0.9742168188095093,0.0
forecast_load_mw_latest_available,metered_load_mw,3,0.1293031572466777,0.5172126289867108,0.990852952003479,0.990852952003479,0.990852952003479,0.0
forecast_load_mw_latest_available,total_gen,3,0.127554747584548,0.510218990338192,0.9742168188095093,0.9742168188095093,0.9742168188095093,0.0
forecast_load_mw_latest_available,metered_load_mw,4,0.1139815884473282,0.569907942236641,0.990852952003479,0.990852952003479,0.990852952003479,0.0
forecast_load_mw_latest_available,total_gen,4,0.1124324498833413,0.5621622494167066,0.9742168188095093,0.9742168188095093,0.9742168188095093,0.0
gen_fuel_wind_pct,metered_load_mw,0,0.05038457154212066,0.05038457154212066,0.1483941674232483,0.8442579507827759,0.8442579507827759,-0.00022089481
gen_fuel_wind_pct,total_gen,0,0.05421510351031341,0.05421510351031341,0.1611255407333374,0.864075779914856,0.864075779914856,0.00013905764
gen_fuel_wind_pct,metered_load_mw,1,0.039149853724600545,0.07829970744920109,0.1483941674232483,0.8442579507827759,0.8442579507827759,0.0
gen_fuel_wind_pct,total_gen,1,0.04190140145327671,0.08380280290655343,0.1611255407333374,0.864075779914856,0.864075779914856,0.0
gen_fuel_wind_pct,metered_load_mw,2,0.03190569739835495,0.09571709219506486,0.1483941674232483,0.8442579507827759,0.8442579507827759,0.0
gen_fuel_wind_pct,total_gen,2,0.034069228210096975,0.10220768463029092,0.1611255407333374,0.864075779914856,0.864075779914856,0.0
gen_fuel_wind_pct,metered_load_mw,3,0.026852594569099025,0.1074103782763961,0.1483941674232483,0.8442579507827759,0.8442579507827759,0.0
gen_fuel_wind_pct,total_gen,3,0.028640649093472716,0.11456259637389087,0.1611255407333374,0.864075779914856,0.864075779914856,0.0
gen_fuel_wind_pct,metered_load_mw,4,0.02313420631650985,0.11567103158254925,0.1483941674232483,0.8442579507827759,0.8442579507827759,0.0
gen_fuel_wind_pct,total_gen,4,0.024661392276832426,0.12330696138416213,0.1611255407333374,0.864075779914856,0.864075779914856,0.0
