game,tau,score,rule,漏判_|A|≤2,误拒_|A|≤2,漏判_3–4,误拒_3–4,漏判_5–8,误拒_5–8,漏判_9–14,误拒_9–14,漏判_全部,误拒_全部,漏判_9–12,误拒_9–12
gameA,0.5,单字段 a=M^(0),预算和 Σs≤τ,0.06956521739130435,0.045105566218809984,0.07278742762613731,0.12853385930309008,0.03708474373183956,0.23018502060273088,0.006772072198125087,0.5204511025079953,0.03138775737961051,0.24158337716991057,,
gameA,0.5,单字段 a=M^(0),字段阈值 max s≤τ,0.1565217391304348,0.0,0.4001929969671905,0.0,0.47115797461781944,0.0,0.4458094305302924,0.0,0.46074437810390045,0.0,,
gameA,0.5,Shapley φ,预算和 Σs≤τ,1.0,0.0,0.9528535980148883,0.0,0.6994378376219433,0.0,0.27762697635371486,0.0,0.6076042073545003,0.0,,
gameA,0.5,Shapley φ,字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,
gameA,0.5,M^(1),预算和 Σs≤τ,0.0,0.1948176583493282,0.00041356492969396195,0.46449704142011833,0.0,0.7519592793083946,0.0,0.9771082309375526,2.092517158640701e-05,0.7170662057563688,,
gameA,0.5,M^(1),字段阈值 max s≤τ,0.09565217391304348,0.0710172744721689,0.27253928866832094,0.04766600920447074,0.3919559855814836,0.003958956128302497,0.4115572967678746,0.0,0.3903242006584454,0.012324340572630946,,
gameA,0.5,M^(2),预算和 Σs≤τ,0.0,0.2533589251439539,0.0,0.5848126232741617,0.0,0.8924887560259621,0.0,1.0,0.0,0.8394266175697002,,
gameA,0.5,M^(2),字段阈值 max s≤τ,0.09130434782608696,0.08349328214971209,0.23586986490212297,0.0584045584045584,0.3379364746527674,0.004605316312515149,0.34495592556317334,0.0,0.33412616483455165,0.014860599684376644,,
gameA,0.5,M^(3),预算和 Σs≤τ,0.0,0.2629558541266795,0.0,0.6274380889765505,0.0,0.9289542430852926,0.0,1.0,0.0,0.8723604118133313,,
gameA,0.5,M^(3),字段阈值 max s≤τ,0.09130434782608696,0.08349328214971209,0.23586986490212297,0.0584045584045584,0.3379364746527674,0.004605316312515149,0.34495592556317334,0.0,0.33412616483455165,0.014860599684376644,,
gameA,0.5,M^(13)(MCI),预算和 Σs≤τ,0.0,0.2667946257197697,0.0,0.6702827087442472,0.0,0.952896501575503,0.0,1.0,0.0,0.8964830540317126,,
gameA,0.5,M^(13)(MCI),字段阈值 max s≤τ,0.09130434782608696,0.08349328214971209,0.23586986490212297,0.0584045584045584,0.3379364746527674,0.004605316312515149,0.34495592556317334,0.0,0.33412616483455165,0.014860599684376644,,
gameA,0.7,单字段 a=M^(0),预算和 Σs≤τ,0.030303030303030304,0.0392156862745098,0.030986864264061973,0.18678696592349564,0.012760145214046942,0.3394130184472917,0.005966486120514557,0.5826313455996454,0.011488669208909183,0.3568627794212894,,
gameA,0.7,单字段 a=M^(0),字段阈值 max s≤τ,0.0707070707070707,0.0,0.2913438868305827,0.0,0.5421444232773804,0.0,0.6110358835477319,0.0,0.5523062349712176,0.0,,
gameA,0.7,Shapley φ,预算和 Σs≤τ,1.0,0.0,1.0,0.0,0.940260953955645,0.0,0.7456415030467163,0.0,0.8866313667387239,0.0,,
gameA,0.7,Shapley φ,字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,
gameA,0.7,M^(1),预算和 Σs≤τ,0.0,0.13554987212276215,0.0,0.4311386175527552,0.0,0.7461108797373772,0.0,0.9343272001773443,0.0,0.7326745671923959,,
gameA,0.7,M^(1),字段阈值 max s≤τ,0.050505050505050504,0.03410059676044331,0.2603570225665207,0.035642383118335695,0.5170914057726178,0.01144075063083368,0.6054502369668247,0.0,0.5326321925627262,0.012708526616135979,,
gameA,0.7,M^(2),预算和 Σs≤τ,0.0,0.1526001705029838,0.0,0.5274774438893446,0.0,0.8400254783311694,0.0,0.9781090667257815,0.0,0.818177044129746,,
gameA,0.7,M^(2),字段阈值 max s≤τ,0.050505050505050504,0.03410059676044331,0.2603570225665207,0.035642383118335695,0.5170914057726178,0.01144075063083368,0.6054502369668247,0.0,0.5326321925627262,0.012708526616135979,,
gameA,0.7,M^(3),预算和 Σs≤τ,0.0,0.15515771526001704,0.0,0.5457460293788681,0.0,0.8683456233616698,0.0,0.9953447129239636,0.0,0.8433052672116512,,
gameA,0.7,M^(3),字段阈值 max s≤τ,0.050505050505050504,0.03410059676044331,0.2603570225665207,0.035642383118335695,0.5170914057726178,0.01144075063083368,0.6054502369668247,0.0,0.5326321925627262,0.012708526616135979,,
gameA,0.7,M^(13)(MCI),预算和 Σs≤τ,0.0,0.15515771526001704,0.0,0.5730370591305645,0.0,0.8937504593449129,0.0,0.9991686987364221,0.0,0.8652651110683215,,
gameA,0.7,M^(13)(MCI),字段阈值 max s≤τ,0.050505050505050504,0.03410059676044331,0.2603570225665207,0.035642383118335695,0.5170914057726178,0.01144075063083368,0.6054502369668247,0.0,0.5326321925627262,0.012708526616135979,,
gameA,0.9,单字段 a=M^(0),预算和 Σs≤τ,0.02857142857142857,0.022462562396006656,0.048478015783540024,0.13864165411474735,0.007481296758104738,0.35506977565801096,0.0,0.5755681468251524,0.007634022674186749,0.3773855966313704,,
gameA,0.9,单字段 a=M^(0),字段阈值 max s≤τ,0.02857142857142857,0.0,0.06200676437429538,0.0,0.07281795511221945,0.0,0.051510541186698545,0.0,0.06659830228450977,0.0,,
