game,tau,score,rule,漏判_|A|≤2,误拒_|A|≤2,漏判_3–4,误拒_3–4,漏判_5–8,误拒_5–8,漏判_9–14,误拒_9–14,漏判_全部,误拒_全部,漏判_9–12,误拒_9–12
gameA,0.9,Shapley φ,预算和 Σs≤τ,1.0,0.0,1.0,0.0,0.9997506234413965,0.0,0.9557704846772441,0.0,0.9882356292371675,0.0,,
gameA,0.9,Shapley φ,字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,
gameA,0.9,M^(1),预算和 Σs≤τ,0.0,0.0740432612312812,0.0,0.32240175270436805,0.0,0.6614025790496378,0.0,0.9194740407710784,0.0,0.6783144467149669,,
gameA,0.9,M^(1),字段阈值 max s≤τ,0.02857142857142857,0.0,0.06200676437429538,0.0,0.07281795511221945,0.0,0.051510541186698545,0.0,0.06659830228450977,0.0,,
gameA,0.9,M^(2),预算和 Σs≤τ,0.0,0.07487520798668885,0.0,0.3944954128440367,0.0,0.7717011128775835,0.0,0.9615076676725997,0.0,0.7706235680227878,,
gameA,0.9,M^(2),字段阈值 max s≤τ,0.02857142857142857,0.0,0.06200676437429538,0.0,0.07281795511221945,0.0,0.051510541186698545,0.0,0.06659830228450977,0.0,,
gameA,0.9,M^(3),预算和 Σs≤τ,0.0,0.07487520798668885,0.0,0.40757223059016845,0.0,0.8035152799858682,0.0,0.967142945125331,0.0,0.7952442875719858,,
gameA,0.9,M^(3),字段阈值 max s≤τ,0.02857142857142857,0.0,0.06200676437429538,0.0,0.07281795511221945,0.0,0.051510541186698545,0.0,0.06659830228450977,0.0,,
gameA,0.9,M^(13)(MCI),预算和 Σs≤τ,0.0,0.07487520798668885,0.0,0.41380254689853485,0.0,0.8364423246776188,0.0,0.9739483894808154,0.0,0.8202613164901852,,
gameA,0.9,M^(13)(MCI),字段阈值 max s≤τ,0.02857142857142857,0.0,0.06200676437429538,0.0,0.07281795511221945,0.0,0.051510541186698545,0.0,0.06659830228450977,0.0,,
gameB,0.5,单字段 a=M^(0),预算和 Σs≤τ,0.025974025974025976,0.041561712846347604,0.0055284552845528455,0.11316984559491372,0.000613257512404527,0.25951710039228687,,,0.0013781816615702658,0.25431117626634775,0.0,0.8071661237785016
gameB,0.5,单字段 a=M^(0),字段阈值 max s≤τ,0.42857142857142855,0.0,0.5580487804878049,0.0,0.5728382672687741,0.0,,,0.570007321590077,0.0,0.5737944471505114,0.0
gameB,0.5,Shapley φ,预算和 Σs≤τ,1.0,0.0,0.9613008130081301,0.0,0.6439761387076992,0.0,,,0.6440845858994789,0.0,0.14320506575742814,0.0
gameB,0.5,Shapley φ,字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0
gameB,0.5,M^(1),预算和 Σs≤τ,0.0,0.09445843828715365,0.0,0.25231607629427794,0.0,0.6803138294933422,,,0.0,0.5907179506963466,0.0,1.0
gameB,0.5,M^(1),字段阈值 max s≤τ,0.34415584415584416,0.006297229219143577,0.5011382113821138,0.00018165304268846503,0.5485309695043764,0.0,,,0.5427020974202162,0.00023147255121330195,0.5689235265465173,0.0
gameB,0.5,M^(2),预算和 Σs≤τ,0.0,0.10453400503778337,0.0,0.30899182561307903,0.0,0.8035803083043263,,,0.0,0.6891323637205354,0.0,1.0
gameB,0.5,M^(2),字段阈值 max s≤τ,0.34415584415584416,0.006297229219143577,0.5011382113821138,0.00018165304268846503,0.5485309695043764,0.0,,,0.5427020974202162,0.00023147255121330195,0.5689235265465173,0.0
gameB,0.5,M^(3),预算和 Σs≤τ,0.0,0.10831234256926953,0.0,0.33587647593097186,0.0,0.8515387590474612,,,0.0,0.7284441186682613,0.0,1.0
gameB,0.5,M^(3),字段阈值 max s≤τ,0.34415584415584416,0.006297229219143577,0.5011382113821138,0.00018165304268846503,0.5485309695043764,0.0,,,0.5427020974202162,0.00023147255121330195,0.5689235265465173,0.0
gameB,0.5,M^(11)(MCI),预算和 Σs≤τ,0.0,0.10831234256926953,0.0,0.34259763851044506,0.0,0.8733079175645063,,,0.0,0.7450715635970835,0.0,1.0
gameB,0.5,M^(11)(MCI),字段阈值 max s≤τ,0.34415584415584416,0.006297229219143577,0.5011382113821138,0.00018165304268846503,0.5485309695043764,0.0,,,0.5427020974202162,0.00023147255121330195,0.5689235265465173,0.0
gameB,0.7,单字段 a=M^(0),预算和 Σs≤τ,0.0,0.02944507361268403,0.0026560424966799467,0.18094430308170767,9.83574309039048e-05,0.29266689860450734,,,0.0003802570537683474,0.2694840376760857,0.0,0.3775838309600367
gameB,0.7,单字段 a=M^(0),字段阈值 max s≤τ,0.2923076923076923,0.0,0.48871181938911024,0.0,0.5326054883446444,0.0,,,0.5327401323294547,0.0,0.5917788802267895,0.0
gameB,0.7,Shapley φ,预算和 Σs≤τ,1.0,0.0,0.99867197875166,0.0,0.8962329103963804,0.0,,,0.8674423910563541,0.0,0.5138199858256556,0.0
gameB,0.7,Shapley φ,字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0
gameB,0.7,M^(1),预算和 Σs≤τ,0.0,0.05889014722536806,0.0,0.2712750918857789,0.0,0.47481541613514244,,,0.0,0.4486121530382596,0.0,0.8690858980248047
gameB,0.7,M^(1),字段阈值 max s≤τ,0.2923076923076923,0.0,0.48871181938911024,0.0,0.5326054883446444,0.0,,,0.5327401323294547,0.0,0.5917788802267895,0.0
gameB,0.7,M^(2),预算和 Σs≤τ,0.0,0.06568516421291053,0.0,0.29573084534916594,0.0,0.5641114847887433,,,0.0,0.5232974910394266,0.0,0.960496095544327
gameB,0.7,M^(2),字段阈值 max s≤τ,0.2923076923076923,0.0,0.48871181938911024,0.0,0.5326054883446444,0.0,,,0.5327401323294547,0.0,0.5917788802267895,0.0
gameB,0.7,M^(3),预算和 Σs≤τ,0.0,0.06568516421291053,0.0,0.30209216850438225,0.0,0.6064014844021802,,,0.0,0.5567780834097413,0.0,0.9908130454754249
gameB,0.7,M^(3),字段阈值 max s≤τ,0.2923076923076923,0.0,0.48871181938911024,0.0,0.5326054883446444,0.0,,,0.5327401323294547,0.0,0.5917788802267895,0.0
gameB,0.7,M^(11)(MCI),预算和 Σs≤τ,0.0,0.06568516421291053,0.0,0.3022335312411648,0.0,0.6249178553481001,,,0.0,0.5704203828734962,0.0,0.9958658704639411
gameB,0.7,M^(11)(MCI),字段阈值 max s≤τ,0.2923076923076923,0.0,0.48871181938911024,0.0,0.5326054883446444,0.0,,,0.5327401323294547,0.0,0.5917788802267895,0.0
gameB,0.9,单字段 a=M^(0),预算和 Σs≤τ,0.0,0.05201698513800425,0.0,0.1936193619361936,0.0,0.3587378794099997,,,0.0,0.32307269479180983,0.0,0.38581314878892736
gameB,0.9,单字段 a=M^(0),字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0
gameB,0.9,Shapley φ,预算和 Σs≤τ,1.0,0.0,1.0,0.0,0.992,0.0,,,0.9768163563344286,0.0,0.8681948424068768,0.0
gameB,0.9,Shapley φ,字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0
gameB,0.9,M^(1),预算和 Σs≤τ,0.0,0.06369426751592357,0.0,0.25644786700892314,0.0,0.44979627933419664,,,0.0,0.41567037698685355,0.0,0.6055363321799307
gameB,0.9,M^(1),字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0
gameB,0.9,M^(2),预算和 Σs≤τ,0.0,0.06475583864118896,0.0,0.27148270382593814,0.0,0.48289693945232304,,,0.0,0.45233841784618206,0.0,0.7539792387543253
gameB,0.9,M^(2),字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0
gameB,0.9,M^(3),预算和 Σs≤τ,0.0,0.06475583864118896,0.0,0.2771054883266104,0.0,0.49433056441679035,,,0.0,0.4660803444642939,0.0,0.8204152249134948
gameB,0.9,M^(3),字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0
gameB,0.9,M^(11)(MCI),预算和 Σs≤τ,0.0,0.06475583864118896,0.0,0.2771054883266104,0.0,0.49894191592179654,,,0.0,0.47178324401081034,0.0,0.8560553633217993
gameB,0.9,M^(11)(MCI),字段阈值 max s≤τ,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0
