target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.7609986066818237,0.9049742648892298
gross_actual_interchange_mw,10,1.8678927421569824,0.8112155107059109
total_gen,25,2.5787761211395264,0.8011418462360587
metered_load_mw,26,2.536652088165283,0.7785687313322199
total_losses,17,2.4678733348846436,0.8710510064700855
congestion_price_da,5,1.497530460357666,0.9304679905873559
congestion_price_rt,10,1.9370840787887573,0.8412649264006011
marginal_loss_price_da,20,2.7241196632385254,0.9093334832644315
total_lmp_da,31,2.9313933849334717,0.8536413243196612
da_as_total_mw_primary_reserve,9,1.758480191230774,0.8003188246522563
da_as_total_mw_synchronized_reserve,7,1.5998907089233398,0.8221811832884697
da_as_total_mw_thirty_minutes_reserve,18,2.7088189125061035,0.9371870262383794
