主干,死神经元比例,有效维度,V带符号偏差,V绝对误差,系统偏差占比,边际Δ绝对误差,M2误差,M2偏差,M2排序Spearman,认证前1,认证前3,估计耗时ms
本组主干,0.2416351996527778,1.4513748120679955,-0.04778925143182278,0.048985112458467484,0.9754335880279541,0.028058366384357214,0.029349421616643667,-0.024805872701108456,0.9313747633440728,0.9059347063302994,0.9632379412651062,103.22637529926793
全列主干,0.07691080729166666,2.437675257621021,-0.03825125563889742,0.04020037641748786,0.9437353610992432,0.024241887964308262,0.025852276012301445,-0.021003421396017075,0.9415069031565195,0.9443163722753525,0.9760021567344666,110.55169654253896
留目标主干,0.07469835069444444,2.5004451150662024,-0.0373952966183424,0.03944007167592645,0.9403592944145203,0.02419144520536065,0.056082685478031635,0.028198210755363107,0.8511415396198005,0.749856024980545,0.965533435344696,96.13271595588922
