目标,字段,r2,M0,M1,M2,M3,估计M2,升级_M2减M0,K2见证
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.005540626123547554,0.009027183055877686,0.14399662613868713,0.15034031867980957,0.18003246188163757,0.1477586328983307,0.14131313562393188,dam_renewable_forecast__mw__sp15__solar + dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum
actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_north,0.6197270154953003,0.6446086168289185,0.7547346353530884,0.7547346353530884,0.7547346353530884,0.7685390710830688,0.11012601852416992,dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_ecntr,0.8010120987892151,0.8039887547492981,0.8390358090400696,0.8390358090400696,0.8390358090400696,0.831248939037323,0.035047054290771484,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_south,0.20205631852149963,0.31592613458633423,0.6253443956375122,0.6371481418609619,0.6371481418609619,0.6319870352745056,0.3212220072746277,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.02120349183678627,0.0381166934967041,0.10668843984603882,0.12903040647506714,0.12903040647506714,0.10957613587379456,0.09091371297836304,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd + dam_schedule__mw__import__caiso_totals
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,0.08998329937458038,0.16720110177993774,0.2835612893104553,0.29720309376716614,0.29720309376716614,0.28775039315223694,0.1300019919872284,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd + dam_schedule__mw__import__caiso_totals
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__regulation_up__minimum,0.021322200074791908,0.15444767475128174,0.2512867748737335,0.25139540433883667,0.25139540433883667,0.17713244259357452,0.09694772958755493,dam_renewable_forecast__mw__sp15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__regulation_down__minimum,0.047477785497903824,0.40157049894332886,0.4970245361328125,0.4973801374435425,0.4973801374435425,0.36620742082595825,0.09580963850021362,dam_renewable_forecast__mw__sp15__wind + dam_as_requirement__mw__as_caiso__regulation_up__minimum
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,0.4631025791168213,0.419752836227417,0.5582476258277893,0.5662882328033447,0.5662882328033447,0.5528455972671509,0.14653539657592773,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_schedule__mw__generation__caiso_totals,0.7953640818595886,0.7958129048347473,0.8019755482673645,0.8019755482673645,0.8019755482673645,0.7967635989189148,0.0061626434326171875,dam_renewable_forecast__mw__sp15__wind
actual_load__mw__ca_iso_tac,dam_schedule__mw__import__caiso_totals,0.018064413219690323,0.04507613182067871,0.23124760389328003,0.23383571207523346,0.24117904901504517,0.2268923670053482,0.18875958025455475,dam_renewable_forecast__mw__np15__solar + dam_renewable_forecast__mw__sp15__wind
actual_load__mw__ca_iso_tac,dam_schedule__mw__export__caiso_totals,0.34235265851020813,0.348876953125,0.4451289772987366,0.4584130644798279,0.4584130644798279,0.44629305601119995,0.10953611135482788,dam_renewable_forecast__mw__sp15__wind + dam_schedule__mw__import__caiso_totals
actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.044833891093730927,0.13501226902008057,0.4152721166610718,0.4912550449371338,0.4912550449371338,0.48548057675361633,0.3562427759170532,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.004363919608294964,0.07708428055047989,0.16345137357711792,0.19464242458343506,0.19739779829978943,0.18382135033607483,0.11755814403295517,dam_renewable_forecast__mw__np15__wind + dam_as_requirement__mw__as_caiso__spinning_reserve__minimum
actual_load__mw__ca_iso_tac,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.11245954036712646,0.20795553922653198,0.3069879114627838,0.37030911445617676,0.37030911445617676,0.30709508061408997,0.16235357522964478,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.001964697614312172,0.06851392984390259,0.13073286414146423,0.14961478114128113,0.14961478114128113,0.11932019889354706,0.08110085129737854,dam_renewable_forecast__mw__np15__wind + rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd
actual_load__mw__ca_iso_tac,dam_as_total_procured__mw__ru__as_caiso,0.009607475250959396,0.08911106735467911,0.16128507256507874,0.16128507256507874,0.17045581340789795,0.11174342036247253,0.07217400521039963,dam_as_total_procured__mw__rd__as_caiso
actual_load__mw__ca_iso_tac,dam_as_total_procured__mw__rd__as_caiso,0.04160337522625923,0.31884124875068665,0.4156803488731384,0.4160359501838684,0.4160359501838684,0.3413906395435333,0.09719470143318176,dam_renewable_forecast__mw__sp15__wind + dam_as_requirement__mw__as_caiso__regulation_up__minimum
actual_load__mw__ca_iso_tac,dam_as_total_procured__mw__sr__as_caiso,0.11234936118125916,0.15070760250091553,0.29644888639450073,0.33866578340530396,0.3674558997154236,0.3284756541252136,0.18795818090438843,dam_schedule__mw__import__caiso_totals + dam_as_total_procured__mw__nr__as_caiso
actual_load__mw__ca_iso_tac,dam_as_total_procured__mw__nr__as_caiso,0.18246161937713623,0.14064031839370728,0.2863816022872925,0.39242637157440186,0.39242637157440186,0.3960067927837372,0.2517860531806946,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd + dam_as_total_procured__mw__sr__as_caiso
