目标,字段,r2,M0,M1,M2,M3,估计M2,升级_M2减M0,K2见证
actual_load__mw__ca_iso_tac,dam_load_forecast__mw__pge_tac,0.5660973191261292,0.6170724630355835,0.773108959197998,0.773108959197998,0.773108959197998,0.7825139164924622,0.15603649616241455,dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sce_tac,0.8166298270225525,0.8247627019882202,0.8518344759941101,0.8518344759941101,0.8518344759941101,0.8461529016494751,0.027071774005889893,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sdge_tac,0.3146517276763916,0.4960731267929077,0.6990875005722046,0.6990875005722046,0.6990875005722046,0.706032931804657,0.20301437377929688,dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__solar,0.07248115539550781,0.12756556272506714,0.3926844596862793,0.39342767000198364,0.39342767000198364,0.39436250925064087,0.2658621072769165,dam_renewable_forecast__mw__np15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__wind,0.05232894793152809,0.045491814613342285,0.12908124923706055,0.16562819480895996,0.1781938076019287,0.16715648770332336,0.12013638019561768,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd + dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__solar,0.06310885399580002,0.10705053806304932,0.4164687991142273,0.4164687991142273,0.4164687991142273,0.4065069854259491,0.309418261051178,dam_schedule__mw__load__tac_south
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,0.0013550680596381426,0.0,0.10660135746002197,0.1450999677181244,0.17798525094985962,0.1270046979188919,0.1450999677181244,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__solar,0.06922996044158936,0.12048467993736267,0.3951790928840637,0.4003141522407532,0.4003141522407532,0.39959779381752014,0.2798294723033905,dam_renewable_forecast__mw__np15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__wind,0.02198481559753418,0.008485555648803711,0.05730293691158295,0.1096307635307312,0.11009001731872559,0.08138494193553925,0.10114520788192749,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum + dam_as_total_procured__mw__ru__as_caiso
actual_load__mw__ca_iso_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.0748368576169014,0.14062738418579102,0.4216585159301758,0.5121477842330933,0.5121477842330933,0.5009832978248596,0.37152040004730225,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,0.07730857282876968,0.10135859251022339,0.335796058177948,0.4132028818130493,0.41840851306915283,0.419437050819397,0.3118442893028259,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar
actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,0.02868667058646679,0.1109238862991333,0.36437782645225525,0.4392406940460205,0.4392406940460205,0.43463486433029175,0.3283168077468872,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,0.07322879135608673,0.08059078454971313,0.2259112000465393,0.25993937253952026,0.2872900366783142,0.25710734724998474,0.17934858798980713,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__zp26__solar
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,0.039532482624053955,0.08073371648788452,0.29148340225219727,0.3249262869358063,0.3249262869358063,0.3185057044029236,0.24419257044792175,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,0.027234021574258804,0.06682026386260986,0.27168142795562744,0.2877311706542969,0.28988540172576904,0.28592318296432495,0.220910906791687,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar
