目标,规则依据,M0均值,M1均值,M2均值,M3均值,背景升级均值_M2减M0,K饱和_M1除M2,K饱和_M2除M3,最强单字段V,全部规模≤4集合最大V,τ0.5_单字段即危险,τ0.5_K2关键,τ0.5_单看安全组合危险,τ0.5_危险小组合,τ0.5_单字段定级后仍暴露,τ0.5_最少扣留,τ0.7_单字段即危险,τ0.7_K2关键,τ0.7_单看安全组合危险,τ0.7_危险小组合,τ0.7_单字段定级后仍暴露,τ0.7_最少扣留,τ0.9_单字段即危险,τ0.9_K2关键,τ0.9_单看安全组合危险,τ0.9_危险小组合,τ0.9_单字段定级后仍暴露,τ0.9_最少扣留,V_MAE,V_MAE_单种子,M2_MAE,M2排序Spearman,认证下界比_top1,认证下界比_top3
actual_load__mw__ca_iso_tac,附表 6.61 实际负荷（次日披露）,0.23600894212722778,0.38419342041015625,0.4092229902744293,0.4137478768825531,0.17321403324604034,0.938836395740509,0.9890636801719666,0.8247627019882202,0.9499571323394775,5,35,30,542,537,17,3,35,32,335,332,10,0,32,32,287,287,5,0.028796441853046417,0.0341685488820076,0.018972450867295265,0.9815126050420169,0.9768468141555786,0.9919998049736023
