target_field,rank,source_field,source_type,attention
net_actual_interchange_mw,1,da_as_as_req_mw_synchronized_reserve,general,0.17448276281356812
net_actual_interchange_mw,2,da_as_as_req_mw_primary_reserve,general,0.1652674674987793
net_actual_interchange_mw,3,da_as_as_req_mw_thirty_minutes_reserve,general,0.15141969919204712
net_actual_interchange_mw,4,gen_fuel_nuclear_mw,general,0.13622146844863892
net_actual_interchange_mw,5,gen_fuel_multiple_fuels_pct,general,0.11253111064434052
net_actual_interchange_mw,6,da_as_total_mw_primary_reserve,confidential,0.09788158535957336
net_actual_interchange_mw,7,da_as_total_mw_thirty_minutes_reserve,confidential,0.08232077956199646
net_actual_interchange_mw,8,gross_sched_interchange_mw,general,0.07987508922815323
gross_actual_interchange_mw,1,gross_inadv_interchange_mw,general,0.16996894776821136
gross_actual_interchange_mw,2,total_losses,confidential,0.10930058360099792
gross_actual_interchange_mw,3,gen_fuel_nuclear_mw,general,0.10785217583179474
gross_actual_interchange_mw,4,gross_sched_interchange_mw,general,0.10744553804397583
gross_actual_interchange_mw,5,gen_fuel_solar_pct,general,0.10430341213941574
gross_actual_interchange_mw,6,gen_fuel_coal_pct,general,0.1015738695859909
gross_actual_interchange_mw,7,total_pjm_reg_purchases,general,0.10023719072341919
gross_actual_interchange_mw,8,gen_fuel_solar_mw,general,0.09985365718603134
gross_actual_interchange_mw,9,gen_fuel_coal_mw,general,0.09946465492248535
total_gen,1,gen_fuel_nuclear_pct,general,0.1315414160490036
total_gen,2,gen_fuel_wind_pct,general,0.10476866364479065
total_gen,3,da_as_as_req_mw_synchronized_reserve,general,0.09153036028146744
total_gen,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.08188328891992569
total_gen,5,da_as_as_req_mw_primary_reserve,general,0.07152639329433441
total_gen,6,gen_fuel_nuclear_mw,general,0.05243295803666115
total_gen,7,marginal_loss_price_rt,general,0.05027666315436363
total_gen,8,total_lmp_rt,general,0.04223531112074852
total_gen,9,gen_fuel_hydro_mw,general,0.038162924349308014
total_gen,10,metered_load_mw,confidential,0.03427105024456978
total_gen,11,gross_inadv_interchange_mw,general,0.03108346275985241
total_gen,12,gen_fuel_gas_mw,general,0.030959617346525192
metered_load_mw,1,gen_fuel_nuclear_pct,general,0.13167984783649445
metered_load_mw,2,gen_fuel_wind_pct,general,0.09786469489336014
metered_load_mw,3,da_as_as_req_mw_synchronized_reserve,general,0.09088350832462311
metered_load_mw,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.08126294612884521
metered_load_mw,5,da_as_as_req_mw_primary_reserve,general,0.06983593106269836
metered_load_mw,6,marginal_loss_price_rt,general,0.05594511702656746
metered_load_mw,7,gen_fuel_nuclear_mw,general,0.0490415059030056
metered_load_mw,8,total_lmp_rt,general,0.048009857535362244
metered_load_mw,9,gen_fuel_hydro_mw,general,0.036952778697013855
metered_load_mw,10,total_gen,confidential,0.033950768411159515
metered_load_mw,11,gen_fuel_gas_mw,general,0.03093871846795082
metered_load_mw,12,gross_inadv_interchange_mw,general,0.03088514506816864
total_losses,1,gen_fuel_nuclear_pct,general,0.1911102831363678
total_losses,2,marginal_loss_price_rt,general,0.15006329119205475
total_losses,3,gen_fuel_nuclear_mw,general,0.14852666854858398
total_losses,4,gross_inadv_interchange_mw,general,0.0855240523815155
total_losses,5,total_lmp_rt,general,0.07784591615200043
total_losses,6,marginal_loss_price_da,confidential,0.04629587009549141
total_losses,7,gen_fuel_gas_mw,general,0.044204484671354294
total_losses,8,metered_load_mw,confidential,0.04381975904107094
total_losses,9,system_energy_price_da,general,0.03660706803202629
total_losses,10,total_gen,confidential,0.03636721521615982
total_losses,11,forecast_load_mw_latest_available,general,0.027527540922164917
total_losses,12,gen_fuel_coal_pct,general,0.025326792150735855
congestion_price_da,1,marginal_loss_price_da,confidential,0.22276639938354492
congestion_price_da,2,total_gen,confidential,0.18036878108978271
congestion_price_da,3,gen_fuel_gas_mw,general,0.16841956973075867
congestion_price_da,4,total_lmp_da,confidential,0.16118913888931274
congestion_price_da,5,system_energy_price_da,general,0.14267495274543762
congestion_price_da,6,forecast_load_mw_latest_available,general,0.12458121031522751
congestion_price_rt,1,rmccp,general,0.20813217759132385
congestion_price_rt,2,marginal_loss_price_rt,general,0.1563989818096161
congestion_price_rt,3,total_lmp_rt,general,0.12944215536117554
congestion_price_rt,4,gen_fuel_multiple_fuels_pct,general,0.09153418242931366
congestion_price_rt,5,total_pjm_rmccp_cr,general,0.08066422492265701
congestion_price_rt,6,gen_fuel_oil_pct,general,0.07452207803726196
congestion_price_rt,7,metered_load_mw,confidential,0.05964401364326477
congestion_price_rt,8,gen_fuel_multiple_fuels_mw,general,0.05596858263015747
congestion_price_rt,9,total_lmp_da,confidential,0.05454713851213455
congestion_price_rt,10,system_energy_price_da,general,0.053592175245285034
congestion_price_rt,11,gen_fuel_oil_mw,general,0.03555426746606827
marginal_loss_price_da,1,gen_fuel_nuclear_pct,general,0.2000194638967514
marginal_loss_price_da,2,marginal_loss_price_rt,general,0.1353609561920166
marginal_loss_price_da,3,da_as_mcp_primary_reserve,general,0.09926025569438934
marginal_loss_price_da,4,da_as_mcp_synchronized_reserve,general,0.09900110214948654
marginal_loss_price_da,5,total_lmp_rt,general,0.07917957752943039
marginal_loss_price_da,6,gen_fuel_hydro_mw,general,0.06413285434246063
marginal_loss_price_da,7,gen_fuel_oil_pct,general,0.05780898779630661
marginal_loss_price_da,8,system_energy_price_da,general,0.034983258694410324
marginal_loss_price_da,9,metered_load_mw,confidential,0.03116622008383274
marginal_loss_price_da,10,gen_fuel_gas_mw,general,0.02709404192864895
marginal_loss_price_da,11,total_losses,confidential,0.02568419650197029
marginal_loss_price_da,12,total_gen,confidential,0.02525325119495392
total_lmp_da,1,gen_fuel_nuclear_pct,general,0.12184713035821915
total_lmp_da,2,da_as_mcp_primary_reserve,general,0.08137297630310059
total_lmp_da,3,total_lmp_rt,general,0.07664570957422256
total_lmp_da,4,marginal_loss_price_rt,general,0.07252898067235947
total_lmp_da,5,da_as_mcp_synchronized_reserve,general,0.0712069571018219
total_lmp_da,6,rmccp,general,0.05245903134346008
total_lmp_da,7,gen_fuel_hydro_mw,general,0.04632506147027016
total_lmp_da,8,system_energy_price_da,general,0.04104465991258621
total_lmp_da,9,gen_fuel_oil_pct,general,0.0389646552503109
total_lmp_da,10,gross_inadv_interchange_mw,general,0.03249756619334221
total_lmp_da,11,gen_fuel_multiple_fuels_pct,general,0.03171544149518013
total_lmp_da,12,marginal_loss_price_da,confidential,0.02901407890021801
da_as_total_mw_primary_reserve,1,da_as_nsr_mw_primary_reserve,general,0.34362339973449707
da_as_total_mw_primary_reserve,2,da_as_as_req_mw_synchronized_reserve,general,0.17713728547096252
da_as_total_mw_primary_reserve,3,da_as_as_req_mw_primary_reserve,general,0.15163052082061768
da_as_total_mw_primary_reserve,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.10919332504272461
da_as_total_mw_primary_reserve,5,da_as_mcp_primary_reserve,general,0.08682127296924591
da_as_total_mw_primary_reserve,6,da_as_total_mw_synchronized_reserve,confidential,0.056408558040857315
da_as_total_mw_primary_reserve,7,gen_fuel_nuclear_mw,general,0.051213935017585754
da_as_total_mw_primary_reserve,8,da_as_total_mw_thirty_minutes_reserve,confidential,0.0162739846855402
da_as_total_mw_primary_reserve,9,net_actual_interchange_mw,confidential,0.007697717752307653
da_as_total_mw_synchronized_reserve,1,da_as_nsr_mw_primary_reserve,general,0.42656874656677246
da_as_total_mw_synchronized_reserve,2,da_as_as_req_mw_synchronized_reserve,general,0.18003813922405243
da_as_total_mw_synchronized_reserve,3,da_as_as_req_mw_primary_reserve,general,0.15226246416568756
da_as_total_mw_synchronized_reserve,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.11506319046020508
da_as_total_mw_synchronized_reserve,5,da_as_mcp_primary_reserve,general,0.09188289195299149
da_as_total_mw_synchronized_reserve,6,da_as_total_mw_primary_reserve,confidential,0.03418462723493576
da_as_total_mw_thirty_minutes_reserve,1,da_as_nsr_mw_primary_reserve,general,0.14421121776103973
da_as_total_mw_thirty_minutes_reserve,2,da_as_as_req_mw_synchronized_reserve,general,0.12025647610425949
da_as_total_mw_thirty_minutes_reserve,3,da_as_as_req_mw_primary_reserve,general,0.10165801644325256
da_as_total_mw_thirty_minutes_reserve,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.09080864489078522
da_as_total_mw_thirty_minutes_reserve,5,da_as_mcp_synchronized_reserve,general,0.08585377037525177
da_as_total_mw_thirty_minutes_reserve,6,da_as_mcp_primary_reserve,general,0.08216263353824615
da_as_total_mw_thirty_minutes_reserve,7,gen_fuel_nuclear_mw,general,0.07629123330116272
da_as_total_mw_thirty_minutes_reserve,8,total_lmp_rt,general,0.05790119618177414
da_as_total_mw_thirty_minutes_reserve,9,gen_fuel_oil_pct,general,0.040424130856990814
da_as_total_mw_thirty_minutes_reserve,10,gen_fuel_multiple_fuels_pct,general,0.03924878314137459
da_as_total_mw_thirty_minutes_reserve,11,system_energy_price_da,general,0.029431413859128952
da_as_total_mw_thirty_minutes_reserve,12,gen_fuel_multiple_fuels_mw,general,0.029277395457029343
