confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9878467321395874,0.012679336592555046,True
total_gen,0.9862432479858398,0.01449210662394762,True
total_lmp_da,0.9784623980522156,0.024621514603495598,True
da_as_total_mw_primary_reserve,0.9493114948272705,0.0532422736287117,True
da_as_total_mw_synchronized_reserve,0.9112232327461243,0.09159649163484573,True
total_losses,0.801268458366394,0.19841121137142181,True
da_as_total_mw_thirty_minutes_reserve,0.7921643853187561,0.21607276797294617,True
net_actual_interchange_mw,0.7516864538192749,0.2518274188041687,True
gross_actual_interchange_mw,0.7335922718048096,0.2775913178920746,True
marginal_loss_price_da,0.7186387181282043,0.27655890583992004,True
congestion_price_rt,0.546393632888794,0.5074800252914429,True
congestion_price_da,0.35716915130615234,0.6983633041381836,True
