epoch,train_mse,test_mse
1,0.3326927850736879,0.062460098415613174
2,0.1003451459491323,0.027537204325199127
3,0.08455355019254034,0.02025715820491314
4,0.07499368661455688,0.017700597643852234
5,0.0646773328362116,0.015069141983985901
6,0.0595681669747006,0.0134125966578722
7,0.05738866648631279,0.013280735351145267
8,0.05301289699564159,0.009186872281134129
9,0.04972102114267925,0.009560724720358849
10,0.0519258016328727,0.010336688719689846
11,0.0475175472073408,0.010301737114787102
12,0.04235679185593094,0.012002949602901936
13,0.043952018178400325,0.007908881641924381
14,0.04312016767822896,0.007677758578211069
15,0.037372648543062284,0.006403671111911535
16,0.03636290174319376,0.005715148989111185
17,0.03332535061302541,0.007666748017072678
18,0.035753152681659524,0.006309076678007841
19,0.03413957867249408,0.005270563531666994
20,0.03683025925039699,0.005006318911910057
21,0.03514658936272392,0.00553066935390234
22,0.035000977451198886,0.00872332975268364
23,0.027873547988426037,0.005723044276237488
24,0.028817517368342524,0.005170896183699369
25,0.028138028381046943,0.004531345330178738
26,0.030405348117710278,0.005061067175120115
27,0.028568000064082694,0.005456334445625544
28,0.031180615804555317,0.005816164892166853
29,0.030740045459149944,0.0048692477867007256
30,0.02596470719622641,0.004585886374115944
31,0.030603881691549827,0.0043304008431732655
32,0.02660352504986918,0.004294219426810741
33,0.027065667612155453,0.004390675108879805
34,0.029639341890581372,0.0041949148289859295
35,0.024754519136588046,0.003285153303295374
36,0.028554526904724112,0.0051716831512749195
37,0.028753477814985818,0.004055126570165157
38,0.025907230309981308,0.005441096145659685
39,0.026477399603016212,0.00484762666746974
40,0.02556973310156205,0.003871438093483448
41,0.02975476737704236,0.005849959794431925
42,0.027803925404438372,0.0042854067869484425
43,0.029649527488557648,0.004562514368444681
44,0.02553847607746347,0.003821185790002346
45,0.02455743474085805,0.0052138036116957664
46,0.024058455264442988,0.003421974368393421
47,0.025538985112324393,0.0038258275017142296
48,0.0237588060792072,0.004477052483707666
49,0.02606373393287532,0.004922719206660986
50,0.021537513256813346,0.0033947057090699673
51,0.027271006571721164,0.003007110906764865
52,0.02497861167429371,0.004428618587553501
53,0.022852037485147463,0.003214429132640362
54,0.023431184604004153,0.006285551469773054
55,0.023812567391431807,0.0038781450130045414
56,0.027269186676490226,0.003951602149754763
57,0.02206882115597168,0.0031077887397259474
58,0.021912670169268383,0.00519169308245182
59,0.024924794671860987,0.0026299289893358946
60,0.021973037004258136,0.004011248238384724
61,0.023498387500728156,0.0034983002115041018
62,0.029844296620831975,0.0026425994001328945
63,0.023138956643931615,0.0029794054571539164
64,0.028925844705826993,0.0035296273417770863
65,0.02174088559918127,0.005075530149042606
66,0.022665204401344133,0.004884232766926289
67,0.020771409351825972,0.0029342137277126312
68,0.025996061875047535,0.005399899557232857
69,0.02249551933574557,0.004029879346489906
70,0.02579408157052662,0.0045582447201013565
71,0.02470785277489939,0.003719087690114975
72,0.024987462791944023,0.003483665408566594
73,0.023253633141660512,0.004234085325151682
74,0.024585468565087663,0.004184001125395298
75,0.023106750258337725,0.004131631460040808
76,0.021318799867011618,0.0027809019666165113
77,0.024984878501279482,0.0039725955575704575
78,0.018102052283231196,0.003096425672993064
79,0.023689885074376256,0.0028932068962603807
80,0.024395401741579534,0.002499890513718128
81,0.023930635188391045,0.002984673250466585
82,0.021834659643429028,0.005559128243476152
83,0.02240339229457725,0.0023275231942534447
84,0.022289659898167186,0.0028736761305481195
85,0.023557798679220726,0.0026685448829084635
86,0.024425323179089495,0.004212008789181709
87,0.02016110503857342,0.002542553935199976
88,0.020459912534690313,0.0037463849876075983
89,0.023824850787926368,0.0022929497063159943
90,0.02126440417657142,0.0035225977189838886
91,0.023885528049026862,0.0020243809558451176
92,0.022606713324907,0.0024035004898905754
93,0.025923016851479307,0.0034517503809183836
94,0.020436034318060493,0.0021992200054228306
95,0.02495040183172107,0.0051278923638165
96,0.025004986943918575,0.005667622201144695
97,0.020063181561380334,0.0019217283697798848
98,0.0253899054279915,0.011105390265583992
99,0.02143192668984232,0.003063263837248087
100,0.018077372228915485,0.0026418983470648527
101,0.019864725412532612,0.0028773907106369734
102,0.022929567207234648,0.00301243644207716
103,0.023098107909965967,0.002992505906149745
104,0.0218711421149382,0.003395526437088847
105,0.019678663943790097,0.003480644430965185
106,0.01843195488523407,0.002322416752576828
107,0.020274335922749246,0.0024879835546016693
108,0.019957901644696012,0.003860154654830694
109,0.023553555440031824,0.0024594038259238005
110,0.019033306129122515,0.002153877168893814
111,0.020344794967541976,0.0030817491933703423
112,0.01919827634628191,0.004179638810455799
113,0.019593832483460347,0.004702869337052107
114,0.021881236798458954,0.0050367144867777824
115,0.019823798312714063,0.0024593728594481945
116,0.02007035225285609,0.0033015168737620115
117,0.022947176541637093,0.00477908831089735
118,0.020109517617919497,0.002604225417599082
119,0.019920103473551887,0.005586754530668259
120,0.019614930013606664,0.003191710216924548
121,0.020903071679221983,0.005363659467548132
122,0.02679444815558425,0.0043068500235676765
123,0.022175135126259883,0.005610625725239515
124,0.021581364304840395,0.002587455091997981
125,0.02442325570385787,0.0027771254535764456
126,0.021736372897868634,0.0033784015104174614
127,0.019385231443286903,0.002352322917431593
128,0.01871168731975027,0.005168663337826729
129,0.02003064818597484,0.002636610297486186
130,0.018387085386757096,0.002044444438070059
131,0.022565985486921233,0.0027924557216465473
132,0.02376974659155438,0.0023904615081846714
133,0.020386653984163186,0.004873028956353664
134,0.017856679321809593,0.0017860033549368382
135,0.02352592229719748,0.0022583233658224344
136,0.018170483119535754,0.001760773709975183
137,0.02037674117765186,0.0026055239140987396
138,0.019080415816186535,0.004317053128033876
139,0.019872251321275684,0.003314236644655466
140,0.02057266222200614,0.004322713240981102
141,0.022270320677035098,0.0021108961664140224
142,0.026558138136251686,0.00306147919036448
143,0.019953172985528466,0.0022889291867613792
144,0.0260479365558481,0.0023468430154025555
145,0.021900194063279383,0.004777140915393829
146,0.020611190174597296,0.002969479886814952
147,0.018535320088551452,0.002152505796402693
148,0.021058536275708226,0.002800816437229514
149,0.020297402121073074,0.00420015724375844
150,0.021071925320138754,0.0068629165180027485
151,0.01697070070896131,0.0026384929660707712
152,0.019241251337174938,0.004218188114464283
153,0.02001659180031386,0.006989411544054747
154,0.01629497798325729,0.00263760844245553
155,0.018256332387380166,0.005180130247026682
156,0.02610056405478273,0.002494105836376548
157,0.018382738977768084,0.002364853862673044
158,0.023715766682152552,0.009863821789622307
159,0.02556512269884913,0.003196957753971219
160,0.019589262983850414,0.002576882019639015
161,0.022922282953056396,0.0018802123377099633
162,0.025212128199986004,0.0033459479454904795
163,0.019603343933372618,0.0021232920698821545
164,0.02068178505712045,0.0039929053746163845
165,0.0197870462989172,0.002168951788917184
166,0.019516294102041802,0.004980876576155424
167,0.01920291957420886,0.005981686059385538
168,0.020671454579527796,0.002141181845217943
169,0.021748813727858814,0.0021431571803987026
170,0.018537684793891108,0.0021325708366930485
171,0.01895846444711586,0.0026540174148976803
172,0.020078255071843156,0.0018478503916412592
173,0.019070612537187736,0.0022973432205617428
174,0.017106246239917487,0.004977427423000336
175,0.0209455932203358,0.0022144480608403683
176,0.021648769081410082,0.0036957277916371822
177,0.02244327381970862,0.009010570123791695
178,0.01851149146703041,0.0038327339570969343
179,0.021054172802957596,0.002048916183412075
180,0.021614138342198216,0.0032640951685607433
181,0.019109584723543852,0.0024026993196457624
182,0.020670959855456007,0.009299692697823048
183,0.02134437067505223,0.002426983555778861
184,0.018729058087625438,0.0023527590092271566
185,0.018118636264153415,0.0019718222320079803
186,0.02152054152098531,0.0028170475270599127
187,0.018464314130107077,0.0036613228730857372
188,0.019808390526448845,0.0029185449238866568
189,0.02233421126139868,0.004363827407360077
190,0.01866918346442982,0.0029401860665529966
191,0.017976518448439786,0.0021678884513676167
192,0.021961910680170203,0.003112535923719406
193,0.020942937263698978,0.0024678367190063
194,0.019614055968283646,0.002814998384565115
195,0.020327159452604607,0.002595492172986269
196,0.019798759658820723,0.00199127197265625
197,0.02097773304183542,0.0058645945973694324
198,0.020100619286740364,0.0026520038954913616
199,0.01921308053769845,0.006082762964069843
200,0.021963207736712027,0.00447934539988637
201,0.022620889491152596,0.006136004813015461
202,0.021825024813265873,0.0026766392402350903
203,0.01593508676735988,0.0026305322535336018
204,0.019322758163436093,0.0034037039149552584
205,0.020504750420965903,0.006593461614102125
206,0.021964514675136354,0.0029872881714254618
207,0.019185854333614628,0.0018778000958263874
208,0.01894033344096804,0.002484301570802927
209,0.021336504448782413,0.005692386068403721
210,0.02120374193616775,0.002085174201056361
211,0.02166760050322098,0.0044036321341991425
212,0.02069746287193374,0.002046948065981269
213,0.019795841594444013,0.002234536921605468
214,0.0231756917222292,0.001978951506316662
215,0.01993972007964536,0.004186045378446579
216,0.02256813225019573,0.0054801274091005325
