epoch,train_mse,test_mse
1,0.5080382551378506,0.22309626638889313
2,0.20563957797504245,0.13425886631011963
3,0.16794197977329553,0.11247958987951279
4,0.14807884481171946,0.0971752405166626
5,0.12837182678806675,0.08889256417751312
6,0.11930800493141747,0.08289094269275665
7,0.1090500150456307,0.07651304453611374
8,0.1017204234577467,0.0741017609834671
9,0.0949461889808592,0.07328806072473526
10,0.08709410431403744,0.06833137571811676
11,0.09007240994858778,0.06703753769397736
12,0.08794404869896312,0.06510516256093979
13,0.08467268894917047,0.061976440250873566
14,0.07956319975291859,0.06149399280548096
15,0.07582021313870647,0.058630019426345825
16,0.07616935227140151,0.06017309054732323
17,0.07585356102500977,0.05944480374455452
18,0.07134478535169504,0.056847695261240005
19,0.06796430046943103,0.0576663501560688
20,0.0671792057805343,0.057044852524995804
21,0.06570295005302904,0.056522976607084274
22,0.06780037977244631,0.05637850984930992
23,0.06756755141559627,0.055544327944517136
24,0.06022418765353206,0.05617329478263855
25,0.06341505679225813,0.054718729108572006
26,0.064821197341427,0.05515727028250694
27,0.06142713256321537,0.05434992164373398
28,0.05608450087454226,0.05342085659503937
29,0.06124560547293233,0.05748579651117325
30,0.056930027559958116,0.05403687804937363
31,0.057971274420557314,0.05204498767852783
32,0.05919960771290974,0.054117970168590546
33,0.05641149934547663,0.05277445539832115
34,0.056321853047285916,0.05145278945565224
35,0.05609729169003583,0.05280439928174019
36,0.05657000410599656,0.053973354399204254
37,0.05894750173535059,0.054821792989969254
38,0.05138687837903836,0.051470763981342316
39,0.05488866017707217,0.05277048423886299
40,0.05453832555009431,0.05370395630598068
41,0.05455573305640249,0.05094336345791817
42,0.053003079243496266,0.05144904926419258
43,0.051701662175099194,0.051103707402944565
44,0.054118378839998836,0.05198923498392105
45,0.053383435886763204,0.05252720043063164
46,0.05375325244498892,0.05120660737156868
47,0.050381308393485924,0.051023442298173904
48,0.05375575713811681,0.0527828224003315
49,0.05030713161613121,0.05054151639342308
50,0.05193848895364843,0.05135919526219368
51,0.05084856868839051,0.05177273601293564
52,0.050001169425206236,0.05159219726920128
53,0.04663251861231757,0.05128278583288193
54,0.05065415071282519,0.051575981080532074
55,0.0567507589742051,0.051478032022714615
56,0.04880657198593933,0.05056453496217728
57,0.05395282150990409,0.05093720927834511
58,0.05185937628841629,0.05308273807168007
59,0.05051221437736011,0.05006476119160652
60,0.0473835711475193,0.05344384163618088
61,0.04911282932473881,0.05034292861819267
62,0.0487751608731103,0.051767461001873016
63,0.04942672983003509,0.05060639604926109
64,0.046105807196161384,0.052066657692193985
65,0.05054857837079683,0.05175786465406418
66,0.04405231866072299,0.05133363977074623
67,0.049051833517425696,0.052074018865823746
68,0.051402422080153755,0.050315432250499725
69,0.0466989787816222,0.05337240546941757
70,0.047088866387724256,0.05117574334144592
71,0.04652061077566624,0.05129865184426308
72,0.047722868780459574,0.050506457686424255
73,0.04743191123611074,0.05132156237959862
74,0.048226787766539526,0.051118191331624985
75,0.04421172251425218,0.0515696220099926
76,0.0469547370450738,0.05122162029147148
77,0.0448812865854076,0.051831476390361786
78,0.050821809515382996,0.05425088107585907
79,0.049544390428167565,0.052503444254398346
80,0.04998341146397887,0.0523197203874588
81,0.05148649817638263,0.05030998960137367
82,0.05380622363036613,0.0501125194132328
83,0.04600841993144146,0.052921753376722336
84,0.050364762764626224,0.05038507282733917
85,0.04545253271342142,0.05093471705913544
86,0.04525428123108102,0.05281452834606171
87,0.04651929758282938,0.052658598870038986
88,0.04470912080098209,0.050858013331890106
89,0.045012982677052185,0.05206744000315666
90,0.0456040354234918,0.04982684552669525
91,0.04650241998019211,0.050167396664619446
92,0.04497720394993847,0.05134020000696182
93,0.04540468683219938,0.05134136974811554
94,0.04605410081218935,0.0499168261885643
95,0.04812239565395223,0.05025592818856239
96,0.0447049704732446,0.050068337470293045
97,0.04415938211128028,0.05291671305894852
98,0.04458160917758682,0.0538034588098526
99,0.04294113771319,0.04983298480510712
100,0.04645608537228675,0.05000812187790871
101,0.044429492926248204,0.052459195256233215
102,0.045186321613354265,0.05214804410934448
103,0.041245100029765926,0.04991528391838074
104,0.0415342793288308,0.04958958923816681
105,0.043833449890434834,0.051320791244506836
106,0.04420188236734035,0.050044186413288116
107,0.04414734839061736,0.0513952262699604
108,0.04972062484858654,0.05027719587087631
109,0.0460456567756567,0.04979877918958664
110,0.043648477849110356,0.04967755824327469
111,0.04564030350105361,0.05358866974711418
112,0.0464932108709926,0.05117862671613693
113,0.0405294703200742,0.05330672115087509
114,0.04329909993253208,0.050840940326452255
115,0.043350788044803516,0.053472261875867844
116,0.04317647718115553,0.055473968386650085
117,0.04163674744547037,0.05115668103098869
118,0.044597929662207575,0.050171270966529846
119,0.046344444706896394,0.050423964858055115
120,0.048570785146652286,0.051221203058958054
121,0.0437249106871105,0.05086737126111984
122,0.046572365949657336,0.051908940076828
123,0.042098667195781585,0.05236627906560898
124,0.040250711705991066,0.051218751817941666
125,0.04248886494386895,0.05048895627260208
126,0.0447908777651846,0.05075213313102722
127,0.0407962221364085,0.05156847462058067
128,0.04266906139114293,0.0490722730755806
129,0.041977808032063885,0.0504903718829155
130,0.042042066715941837,0.05075659975409508
131,0.04226967279743878,0.05132024735212326
132,0.04363503361980908,0.05210065841674805
133,0.040370374270989814,0.05432284623384476
134,0.04133058326531142,0.05182301998138428
135,0.040357933475703524,0.05090121924877167
136,0.041047271661741276,0.04971957951784134
137,0.042474053092227834,0.052063945680856705
138,0.03881318248868456,0.04959263652563095
139,0.039073845772626715,0.05024426057934761
140,0.041693196192588336,0.05086616426706314
141,0.03875173479692041,0.051899202167987823
142,0.041573350328126486,0.05258365720510483
143,0.04081274919077108,0.05000278726220131
144,0.03699690987079796,0.04968995973467827
145,0.04124141891528953,0.05124150216579437
146,0.043026440723915454,0.051210917532444
147,0.04052720017979596,0.05664437264204025
148,0.04559599059820824,0.052385471761226654
149,0.04038921835931539,0.05108180642127991
150,0.042680751133728816,0.05056873336434364
151,0.04268392868133822,0.05136005952954292
152,0.03902952693846003,0.04880278557538986
153,0.038366487002542894,0.05192358419299126
154,0.03828173550119793,0.05019756779074669
155,0.04256286531342585,0.05159243941307068
156,0.04375308132341781,0.05396905541419983
157,0.046226565229490736,0.052470769733190536
158,0.040016452937516205,0.0508771613240242
159,0.03885528992712952,0.05414208769798279
160,0.04597503633787752,0.053207557648420334
161,0.04271588357411833,0.05199219286441803
162,0.04094485485084853,0.05031023919582367
163,0.042759073228877884,0.05093861371278763
164,0.04380606764131549,0.049699798226356506
165,0.040318530453111276,0.05007261410355568
166,0.04581728669995185,0.0514570027589798
167,0.04385020902656761,0.052110347896814346
168,0.040953037724155414,0.050509389489889145
169,0.04203557785244049,0.05513051524758339
170,0.0403885447697608,0.052594736218452454
171,0.0418786475535155,0.0515986904501915
172,0.04091415701137308,0.050962042063474655
173,0.04512114292930014,0.05046261474490166
174,0.03964726101646862,0.05103033781051636
175,0.04038874791092045,0.050016291439533234
176,0.04028536343456328,0.05091405287384987
177,0.04073940223421009,0.05108200013637543
178,0.04324085234793658,0.050882816314697266
179,0.04086086576194461,0.05172080919146538
180,0.04123743968098661,0.05146152526140213
181,0.037555347419390366,0.052317384630441666
182,0.04121495107191662,0.05306587740778923
183,0.03882026860048423,0.05074671655893326
184,0.03843292728387912,0.053449321538209915
185,0.042993736898822445,0.0515451580286026
186,0.04149673259103706,0.05037415400147438
187,0.04752901510316631,0.051325637847185135
188,0.03844324701260081,0.05165080353617668
189,0.038337787183431477,0.052977968007326126
190,0.04060235127683272,0.051758766174316406
191,0.04341513791386794,0.05092068016529083
192,0.041321724080122434,0.050816118717193604
193,0.0407456312008733,0.05120542272925377
194,0.0408475219596183,0.05115778371691704
195,0.04097942478173853,0.05568397417664528
196,0.04036745385040149,0.0520351380109787
197,0.03955019554409437,0.049948375672101974
198,0.03710632551015787,0.05196824297308922
199,0.03891771650528318,0.050806786864995956
200,0.041736396681862374,0.05106968805193901
201,0.038996945477260646,0.05120616778731346
202,0.036603528428250445,0.05123114585876465
203,0.04308162259104777,0.04974216967821121
204,0.03752408791507971,0.05235043540596962
205,0.042449602334847195,0.0515887476503849
206,0.038291882344465365,0.05396229773759842
207,0.03900954889417292,0.05109827592968941
208,0.03670914111284291,0.05378817021846771
209,0.035953414620534085,0.05158637464046478
210,0.036143632257821176,0.052368760108947754
211,0.04083439526159303,0.05322318151593208
212,0.04002903932800907,0.05123316869139671
213,0.037462064108672706,0.053740374743938446
214,0.03599222677669109,0.05152801051735878
215,0.03865384529909944,0.051077790558338165
