epoch,train_mse,test_mse
1,0.7956496483231713,0.8225990533828735
2,0.6290415047716019,0.7898414134979248
3,0.5677084182051174,0.8070062398910522
4,0.5366513596611829,0.7380827069282532
5,0.5208284663437083,0.7232401967048645
6,0.48021587824920187,0.7406185865402222
7,0.47310904362643824,0.6208187937736511
8,0.45254018283872255,0.6370242834091187
9,0.42870563127735284,0.5610994100570679
10,0.42899765146664476,0.5733150243759155
11,0.4188029919283196,0.552022397518158
12,0.3955632000999218,0.5589785575866699
13,0.3919503277528517,0.5949627161026001
14,0.369772629868779,0.5836751461029053
15,0.3714103088916114,0.5386607050895691
16,0.38465264663636023,0.49095726013183594
17,0.3585146830398342,0.49071115255355835
18,0.35647000211026575,0.5452542304992676
19,0.34926219643344286,0.5310868620872498
20,0.35349907656073387,0.5830296277999878
21,0.35285925943104884,0.4745447337627411
22,0.37034632426951025,0.5066214799880981
23,0.3247695149458891,0.5185889005661011
24,0.33652499722392765,0.4936210513114929
25,0.3372648583697088,0.45257332921028137
26,0.31504257045739825,0.47775718569755554
27,0.3145607742940608,0.4739651679992676
28,0.31888447864613106,0.49169668555259705
29,0.31151831795587914,0.4573645293712616
30,0.3125977961293335,0.4580448567867279
31,0.3117460141964638,0.4856695830821991
32,0.29567474778518354,0.4890611171722412
33,0.30268272728305884,0.4837504029273987
34,0.2976808095158874,0.4958559274673462
35,0.2935935319392191,0.42648375034332275
36,0.292146777419593,0.4955330491065979
37,0.30483425053850866,0.4659665524959564
38,0.28289078972871645,0.44135990738868713
39,0.26733032714491917,0.45200446248054504
40,0.28752445746647504,0.4622028172016144
41,0.2969344452877506,0.4579940438270569
42,0.2823566007481652,0.49759525060653687
43,0.27662388007218447,0.44363638758659363
44,0.28469484582085525,0.4330867528915405
45,0.27458068035505623,0.4224064350128174
46,0.26835532114965044,0.4201934337615967
47,0.2782111399689124,0.45670086145401
48,0.2676703596548931,0.4363069534301758
49,0.2653900420231922,0.5913375020027161
50,0.2573939823239269,0.39268967509269714
51,0.262148557943985,0.36852312088012695
52,0.26488987052328944,0.40003979206085205
53,0.2657175799630831,0.40922632813453674
54,0.2554094911491879,0.40843603014945984
55,0.2710702875797513,0.4050137996673584
56,0.2621683624606944,0.43913158774375916
57,0.2672592196544548,0.4979455769062042
58,0.2625063571451432,0.4093206822872162
59,0.2531408291349849,0.4375264644622803
60,0.2547427532355441,0.41083237528800964
61,0.24965965484814281,0.40940016508102417
62,0.23524312349310314,0.3938222825527191
63,0.24401266199099678,0.4282974302768707
64,0.24835381361557055,0.40619155764579773
65,0.246410877623052,0.460218220949173
66,0.2467090695102793,0.5182011723518372
67,0.24888966924018344,0.43519431352615356
68,0.25327985959261895,0.4362693428993225
69,0.23685732942361098,0.4203159809112549
70,0.23882525385491182,0.4212551414966583
71,0.23625185488225797,0.42104798555374146
72,0.23896326431198872,0.4269828200340271
73,0.22442012045294613,0.41228586435317993
74,0.23154444179131747,0.45329028367996216
75,0.2360158210994112,0.43059152364730835
76,0.23319665434301276,0.43106067180633545
77,0.22723790254434953,0.4322631061077118
78,0.22622137446760948,0.44872596859931946
79,0.2195047276631553,0.41447457671165466
80,0.23171756079342923,0.39231088757514954
81,0.22874020568346193,0.4290302097797394
82,0.2309717156381019,0.4478597640991211
83,0.2288470271399245,0.42061710357666016
84,0.2349368189253509,0.4493958353996277
85,0.22260918351177245,0.44183382391929626
86,0.22760866565833193,0.4170805513858795
87,0.22060302449002664,0.422745943069458
88,0.22253507066263978,0.4760059714317322
89,0.21715220143317554,0.41803184151649475
90,0.22382170447377917,0.4249197542667389
91,0.2192473614701624,0.41987648606300354
92,0.22926679522117308,0.4107344150543213
93,0.21864293664726303,0.4520171880722046
94,0.2016813828810598,0.4744834899902344
95,0.2069244196203753,0.482992947101593
96,0.19705593303141444,0.4202098250389099
97,0.21784004578145663,0.42223232984542847
98,0.2089946099870941,0.48041173815727234
99,0.20138425859757617,0.5311128497123718
100,0.21104276312750964,0.4276643693447113
101,0.20855898300165912,0.490539014339447
102,0.21318337928822784,0.46721944212913513
103,0.20187419027213463,0.44466841220855713
104,0.20459707203085944,0.5257658362388611
105,0.19712699363955902,0.43637046217918396
106,0.20962775029578118,0.5573387742042542
107,0.20578354374337338,0.4152221083641052
108,0.20913299574626507,0.37613576650619507
109,0.19980761733520627,0.42695674300193787
110,0.21217244413780165,0.43566206097602844
111,0.19746139247151442,0.499810129404068
112,0.19917364550990252,0.4459608793258667
113,0.20328422345011601,0.44014617800712585
114,0.20120557317886512,0.4772789478302002
115,0.2057149869264614,0.463061660528183
116,0.2028939620709206,0.4441291391849518
117,0.20345108971197795,0.4058133661746979
118,0.19920382386174537,0.4912528693675995
119,0.19868815034517512,0.418213427066803
120,0.19634461737674003,0.45209288597106934
121,0.1914458081343772,0.4042113125324249
122,0.1921005210122607,0.4649033844470978
123,0.20543518471845124,0.4473154544830322
124,0.20518218767970287,0.49844157695770264
125,0.20073998825148473,0.4484969973564148
126,0.19285037214134118,0.4412500858306885
127,0.18452746676162168,0.5359439253807068
128,0.19459996445035072,0.5278555750846863
129,0.1827692283955917,0.5149427652359009
130,0.17721863655021544,0.5197996497154236
131,0.18317516790376195,0.45159783959388733
