target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1388187408447266,0.973418358280745
gross_actual_interchange_mw,11,2.2010509967803955,0.9179095608340494
total_gen,28,3.0003507137298584,0.9004101352627072
metered_load_mw,27,2.9911701679229736,0.9075601401198249
total_losses,19,2.7656548023223877,0.9392807328971492
congestion_price_da,8,1.9630979299545288,0.9440505494415962
congestion_price_rt,11,2.229693651199341,0.9298544755031204
marginal_loss_price_da,21,2.838907241821289,0.9324638920855236
total_lmp_da,32,3.2646241188049316,0.9419714053132754
da_as_total_mw_primary_reserve,11,2.077543258666992,0.8664028334492173
da_as_total_mw_synchronized_reserve,8,1.7913224697113037,0.8614440145618228
da_as_total_mw_thirty_minutes_reserve,18,2.7808849811553955,0.9621201748731236
