target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.878277063369751,0.9652434693768382
gross_actual_interchange_mw,9,2.03869891166687,0.9278518603403134
total_gen,21,2.7999002933502197,0.9196517189881109
metered_load_mw,17,2.592195510864258,0.9149312798142828
total_losses,12,2.3458728790283203,0.9440486946374659
congestion_price_da,4,1.2311031818389893,0.8880532276308668
congestion_price_rt,8,2.0358729362487793,0.9790479296687223
marginal_loss_price_da,10,2.2091362476348877,0.9594156821202873
total_lmp_da,21,2.7987475395202637,0.9192730869190308
da_as_total_mw_primary_reserve,7,1.7618690729141235,0.9054215960430976
da_as_total_mw_synchronized_reserve,7,1.7018791437149048,0.8745928708687403
da_as_total_mw_thirty_minutes_reserve,10,2.2137837409973145,0.9614340628422712
