target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.163362741470337,0.9845888143546371
gross_actual_interchange_mw,11,2.21330189704895,0.9230185830701447
total_gen,28,3.0487353801727295,0.9149304524566622
metered_load_mw,27,3.02935528755188,0.9191460047063812
total_losses,19,2.8110263347625732,0.9546899611953801
congestion_price_da,16,2.7213072776794434,0.9815041285607946
congestion_price_rt,16,2.5695419311523438,0.9267663503574342
marginal_loss_price_da,21,2.8981263637542725,0.9519149301856944
total_lmp_da,32,3.2922372817993164,0.9499388799763269
da_as_total_mw_primary_reserve,11,2.1096839904785156,0.8798065596987023
da_as_total_mw_synchronized_reserve,8,1.8166381120681763,0.873618265123549
da_as_total_mw_thirty_minutes_reserve,18,2.7677674293518066,0.9575818134088057
