field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.9184523820877075,-1.166642338101392,True
gross_actual_interchange_mw,0.2460934792895835,0.38257449865341187,0.13648101936382837,True
total_gen,0.9906449538219424,0.9722703192383051,-0.018374634583637306,True
metered_load_mw,0.9762308832723112,0.9618248455226421,-0.014406037749669087,True
total_losses,0.6540839836602339,0.660538524389267,0.006454540729033065,True
congestion_price_da,0.0475838272605031,0.21645879745483398,0.1688749701943309,True
congestion_price_rt,0.4561738508473963,0.46064019203186035,0.00446634118446404,True
marginal_loss_price_da,0.4407231017762543,0.46333277225494385,0.02260967047868956,True
total_lmp_da,0.9299314144617218,0.8678739219903946,-0.06205749247132719,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.963131844997406,-0.012095973960355555,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9307697415351868,-0.011073369510460007,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3440479040145874,-0.11285613398991667,True
