confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9905040860176086,0.009900524280965328,True
total_gen,0.9881152510643005,0.012509730644524097,True
total_lmp_da,0.9827741980552673,0.01967342011630535,True
da_as_total_mw_primary_reserve,0.950258195400238,0.052319541573524475,True
da_as_total_mw_synchronized_reserve,0.9175748825073242,0.08500112593173981,True
da_as_total_mw_thirty_minutes_reserve,0.8665210604667664,0.13872459530830383,True
net_actual_interchange_mw,0.862969160079956,0.13904719054698944,True
total_losses,0.8537230491638184,0.14589931070804596,True
gross_actual_interchange_mw,0.8025715351104736,0.20544293522834778,True
marginal_loss_price_da,0.7903492450714111,0.20590633153915405,True
congestion_price_rt,0.6507731080055237,0.3902408480644226,True
congestion_price_da,0.5896572470664978,0.4451157748699188,True
