target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1559383869171143,0.9812098449812726
gross_actual_interchange_mw,11,2.2039783000946045,0.9191303411355981
total_gen,28,3.017749071121216,0.9056314106490858
metered_load_mw,27,3.002495765686035,0.9109964745694702
total_losses,19,2.7974178791046143,0.9500682129593845
congestion_price_da,8,2.0326972007751465,0.9775207237290605
congestion_price_rt,11,2.2255773544311523,0.9281378464180708
marginal_loss_price_da,21,2.8983631134033203,0.951992692676821
total_lmp_da,32,3.290024757385254,0.9493004803763242
da_as_total_mw_primary_reserve,11,2.1125476360321045,0.8810007926521068
da_as_total_mw_synchronized_reserve,8,1.8078176975250244,0.869376542350219
da_as_total_mw_thirty_minutes_reserve,18,2.771848440170288,0.9589937462535453
