i,j,k,conf,est
1,23,41,gross_actual_interchange_mw,0.158747136592865
1,23,41,total_gen,0.8660618662834167
1,23,41,metered_load_mw,0.8363109230995178
1,23,41,total_losses,0.2533603310585022
1,23,41,congestion_price_da,0.11060184240341187
1,23,41,congestion_price_rt,0.08202463388442993
1,23,41,marginal_loss_price_da,0.20538926124572754
1,23,41,total_lmp_da,0.3847849369049072
1,23,41,da_as_total_mw_primary_reserve,0.11717289686203003
1,23,41,da_as_total_mw_synchronized_reserve,0.08073341846466064
1,23,41,da_as_total_mw_thirty_minutes_reserve,0.25804102420806885
1,23,42,net_actual_interchange_mw,0.2732832431793213
1,23,42,gross_actual_interchange_mw,0.29282915592193604
1,23,42,total_gen,0.8590469360351562
1,23,42,metered_load_mw,0.8298351764678955
1,23,42,total_losses,0.26328176259994507
1,23,42,congestion_price_da,0.1089906096458435
1,23,42,congestion_price_rt,0.07587414979934692
1,23,42,marginal_loss_price_da,0.21390610933303833
1,23,42,total_lmp_da,0.3828035593032837
1,23,42,da_as_total_mw_primary_reserve,0.1219557523727417
1,23,42,da_as_total_mw_synchronized_reserve,0.11184054613113403
1,23,42,da_as_total_mw_thirty_minutes_reserve,0.2634814977645874
1,23,43,net_actual_interchange_mw,0.16562670469284058
1,23,43,gross_actual_interchange_mw,0.6542786359786987
1,23,43,total_gen,0.8593015670776367
1,23,43,metered_load_mw,0.8285847902297974
1,23,43,total_losses,0.33773666620254517
1,23,43,congestion_price_da,0.1283920407295227
1,23,43,congestion_price_rt,0.06620901823043823
1,23,43,marginal_loss_price_da,0.18067431449890137
1,23,43,total_lmp_da,0.3810170888900757
1,23,43,da_as_total_mw_primary_reserve,0.11081773042678833
1,23,43,da_as_total_mw_synchronized_reserve,0.11451113224029541
1,23,43,da_as_total_mw_thirty_minutes_reserve,0.2564997673034668
1,24,25,net_actual_interchange_mw,0.24630588293075562
1,24,25,gross_actual_interchange_mw,0.24037551879882812
1,24,25,total_gen,0.855332612991333
1,24,25,metered_load_mw,0.8241676092147827
1,24,25,total_losses,0.2552112340927124
1,24,25,congestion_price_da,0.1302822232246399
1,24,25,congestion_price_rt,0.06349265575408936
1,24,25,marginal_loss_price_da,0.2561318874359131
1,24,25,total_lmp_da,0.46636807918548584
1,24,25,da_as_total_mw_primary_reserve,0.1625145673751831
1,24,25,da_as_total_mw_synchronized_reserve,0.11454105377197266
1,24,25,da_as_total_mw_thirty_minutes_reserve,0.31633496284484863
1,24,26,net_actual_interchange_mw,0.22778373956680298
1,24,26,gross_actual_interchange_mw,0.22843599319458008
1,24,26,total_gen,0.8560312390327454
1,24,26,metered_load_mw,0.8239473104476929
1,24,26,total_losses,0.25862449407577515
1,24,26,congestion_price_da,0.12215530872344971
1,24,26,congestion_price_rt,0.06909096240997314
1,24,26,marginal_loss_price_da,0.26700711250305176
1,24,26,total_lmp_da,0.4615936875343323
1,24,26,da_as_total_mw_primary_reserve,0.1416301727294922
1,24,26,da_as_total_mw_synchronized_reserve,0.09046411514282227
1,24,26,da_as_total_mw_thirty_minutes_reserve,0.30973565578460693
1,24,27,net_actual_interchange_mw,0.260703980922699
1,24,27,gross_actual_interchange_mw,0.24085432291030884
1,24,27,total_gen,0.8494833707809448
1,24,27,metered_load_mw,0.816890299320221
1,24,27,total_losses,0.2667772173881531
1,24,27,congestion_price_da,0.12354880571365356
1,24,27,congestion_price_rt,0.12498742341995239
1,24,27,marginal_loss_price_da,0.33693206310272217
1,24,27,total_lmp_da,0.5365077257156372
1,24,27,da_as_total_mw_primary_reserve,0.1578524112701416
1,24,27,da_as_total_mw_synchronized_reserve,0.10371989011764526
1,24,27,da_as_total_mw_thirty_minutes_reserve,0.3335784673690796
1,24,28,net_actual_interchange_mw,0.2580110430717468
1,24,28,gross_actual_interchange_mw,0.25287336111068726
1,24,28,total_gen,0.8585988879203796
1,24,28,metered_load_mw,0.828091561794281
1,24,28,total_losses,0.25161629915237427
1,24,28,congestion_price_da,0.13111364841461182
1,24,28,congestion_price_rt,0.07034319639205933
1,24,28,marginal_loss_price_da,0.2688974142074585
1,24,28,total_lmp_da,0.48042911291122437
1,24,28,da_as_total_mw_primary_reserve,0.17925763130187988
1,24,28,da_as_total_mw_synchronized_reserve,0.13038629293441772
1,24,28,da_as_total_mw_thirty_minutes_reserve,0.3668358325958252
1,24,29,net_actual_interchange_mw,0.2520411014556885
1,24,29,gross_actual_interchange_mw,0.24766582250595093
1,24,29,total_gen,0.8512505888938904
1,24,29,metered_load_mw,0.8193053603172302
1,24,29,total_losses,0.2658766508102417
1,24,29,congestion_price_da,0.09251034259796143
1,24,29,congestion_price_rt,0.06291306018829346
1,24,29,marginal_loss_price_da,0.36749589443206787
1,24,29,total_lmp_da,0.6786230802536011
1,24,29,da_as_total_mw_primary_reserve,0.24363625049591064
1,24,29,da_as_total_mw_synchronized_reserve,0.16305071115493774
1,24,29,da_as_total_mw_thirty_minutes_reserve,0.4516730308532715
1,24,30,net_actual_interchange_mw,0.2590208053588867
1,24,30,gross_actual_interchange_mw,0.2471877932548523
1,24,30,total_gen,0.856085479259491
1,24,30,metered_load_mw,0.8266120553016663
1,24,30,total_losses,0.2740486264228821
1,24,30,congestion_price_da,0.12357968091964722
1,24,30,congestion_price_rt,0.06090819835662842
1,24,30,marginal_loss_price_da,0.43492817878723145
1,24,30,total_lmp_da,0.7536516189575195
1,24,30,da_as_total_mw_primary_reserve,0.21204078197479248
1,24,30,da_as_total_mw_synchronized_reserve,0.13268989324569702
1,24,30,da_as_total_mw_thirty_minutes_reserve,0.4635085463523865
1,24,31,net_actual_interchange_mw,0.3300575613975525
1,24,31,gross_actual_interchange_mw,0.24325037002563477
1,24,31,total_gen,0.8531019687652588
1,24,31,metered_load_mw,0.8237818479537964
1,24,31,total_losses,0.2748050093650818
1,24,31,congestion_price_da,0.14846378564834595
1,24,31,congestion_price_rt,0.08883625268936157
1,24,31,marginal_loss_price_da,0.2636045813560486
1,24,31,total_lmp_da,0.46866095066070557
1,24,31,da_as_total_mw_primary_reserve,0.48122692108154297
1,24,31,da_as_total_mw_synchronized_reserve,0.5344690084457397
1,24,31,da_as_total_mw_thirty_minutes_reserve,0.43551790714263916
1,24,32,net_actual_interchange_mw,0.328499436378479
1,24,32,gross_actual_interchange_mw,0.24870455265045166
1,24,32,total_gen,0.8528867363929749
1,24,32,metered_load_mw,0.8220859169960022
1,24,32,total_losses,0.27531182765960693
1,24,32,congestion_price_da,0.14648550748825073
1,24,32,congestion_price_rt,0.08176136016845703
1,24,32,marginal_loss_price_da,0.2575019598007202
1,24,32,total_lmp_da,0.46337783336639404
1,24,32,da_as_total_mw_primary_reserve,0.484615683555603
1,24,32,da_as_total_mw_synchronized_reserve,0.5342450141906738
1,24,32,da_as_total_mw_thirty_minutes_reserve,0.4397129416465759
1,24,33,net_actual_interchange_mw,0.33511799573898315
1,24,33,gross_actual_interchange_mw,0.24805647134780884
1,24,33,total_gen,0.8552420139312744
1,24,33,metered_load_mw,0.8256416320800781
1,24,33,total_losses,0.27225685119628906
1,24,33,congestion_price_da,0.14600366353988647
1,24,33,congestion_price_rt,0.08857697248458862
1,24,33,marginal_loss_price_da,0.25849825143814087
1,24,33,total_lmp_da,0.4704324007034302
1,24,33,da_as_total_mw_primary_reserve,0.47570741176605225
1,24,33,da_as_total_mw_synchronized_reserve,0.5259078145027161
1,24,33,da_as_total_mw_thirty_minutes_reserve,0.4231036305427551
1,24,34,net_actual_interchange_mw,0.24875253438949585
1,24,34,gross_actual_interchange_mw,0.2512628436088562
1,24,34,total_gen,0.8643221259117126
1,24,34,metered_load_mw,0.8336435556411743
1,24,34,total_losses,0.27381181716918945
1,24,34,congestion_price_da,0.12989264726638794
1,24,34,congestion_price_rt,0.07387208938598633
1,24,34,marginal_loss_price_da,0.26211607456207275
1,24,34,total_lmp_da,0.4697163701057434
1,24,34,da_as_total_mw_primary_reserve,0.16295909881591797
1,24,34,da_as_total_mw_synchronized_reserve,0.12019354104995728
1,24,34,da_as_total_mw_thirty_minutes_reserve,0.3223181962966919
1,24,35,net_actual_interchange_mw,0.2478635311126709
1,24,35,gross_actual_interchange_mw,0.24895364046096802
1,24,35,total_gen,0.8626723885536194
1,24,35,metered_load_mw,0.8317850828170776
1,24,35,total_losses,0.27172333002090454
1,24,35,congestion_price_da,0.12376135587692261
1,24,35,congestion_price_rt,0.070526123046875
1,24,35,marginal_loss_price_da,0.25692296028137207
1,24,35,total_lmp_da,0.4643710255622864
1,24,35,da_as_total_mw_primary_reserve,0.16081368923187256
1,24,35,da_as_total_mw_synchronized_reserve,0.11715942621231079
1,24,35,da_as_total_mw_thirty_minutes_reserve,0.34303563833236694
1,24,36,net_actual_interchange_mw,0.25089311599731445
1,24,36,gross_actual_interchange_mw,0.2513483166694641
1,24,36,total_gen,0.8590057492256165
1,24,36,metered_load_mw,0.8285538554191589
1,24,36,total_losses,0.2705468535423279
1,24,36,congestion_price_da,0.12856876850128174
1,24,36,congestion_price_rt,0.07265675067901611
1,24,36,marginal_loss_price_da,0.2641010880470276
1,24,36,total_lmp_da,0.47031497955322266
1,24,36,da_as_total_mw_primary_reserve,0.1574324369430542
1,24,36,da_as_total_mw_synchronized_reserve,0.11851882934570312
1,24,36,da_as_total_mw_thirty_minutes_reserve,0.32824790477752686
1,24,37,net_actual_interchange_mw,0.2308570146560669
1,24,37,gross_actual_interchange_mw,0.24857115745544434
1,24,37,total_gen,0.8584367036819458
1,24,37,metered_load_mw,0.8235446810722351
1,24,37,total_losses,0.27865469455718994
1,24,37,congestion_price_da,0.08256453275680542
1,24,37,congestion_price_rt,0.053373515605926514
1,24,37,marginal_loss_price_da,0.2386472225189209
1,24,37,total_lmp_da,0.4642490744590759
1,24,37,da_as_total_mw_primary_reserve,0.668454647064209
1,24,37,da_as_total_mw_synchronized_reserve,0.4240705966949463
1,24,37,da_as_total_mw_thirty_minutes_reserve,0.3854053020477295
1,24,38,net_actual_interchange_mw,0.4019498825073242
1,24,38,gross_actual_interchange_mw,0.2358035445213318
1,24,38,total_gen,0.8696415424346924
1,24,38,metered_load_mw,0.8551120758056641
1,24,38,total_losses,0.3372153043746948
1,24,38,congestion_price_da,0.18622839450836182
1,24,38,congestion_price_rt,0.14290112257003784
1,24,38,marginal_loss_price_da,0.6668350696563721
1,24,38,total_lmp_da,0.9528765082359314
1,24,38,da_as_total_mw_primary_reserve,0.2288835048675537
1,24,38,da_as_total_mw_synchronized_reserve,0.15908265113830566
1,24,38,da_as_total_mw_thirty_minutes_reserve,0.5681864023208618
1,24,39,net_actual_interchange_mw,0.3233986496925354
1,24,39,gross_actual_interchange_mw,0.24478089809417725
1,24,39,total_gen,0.8500430583953857
1,24,39,metered_load_mw,0.8272241950035095
1,24,39,total_losses,0.30274122953414917
1,24,39,congestion_price_da,0.1647721529006958
1,24,39,congestion_price_rt,0.3979873061180115
1,24,39,marginal_loss_price_da,0.44010472297668457
1,24,39,total_lmp_da,0.6296948194503784
1,24,39,da_as_total_mw_primary_reserve,0.190290629863739
1,24,39,da_as_total_mw_synchronized_reserve,0.1304684281349182
1,24,39,da_as_total_mw_thirty_minutes_reserve,0.428516149520874
1,24,40,net_actual_interchange_mw,0.3600609302520752
1,24,40,gross_actual_interchange_mw,0.26125746965408325
1,24,40,total_gen,0.8621147274971008
1,24,40,metered_load_mw,0.8464329838752747
1,24,40,total_losses,0.40419214963912964
1,24,40,congestion_price_da,0.18526232242584229
1,24,40,congestion_price_rt,0.36976057291030884
1,24,40,marginal_loss_price_da,0.48669368028640747
1,24,40,total_lmp_da,0.6325905323028564
1,24,40,da_as_total_mw_primary_reserve,0.17524629831314087
1,24,40,da_as_total_mw_synchronized_reserve,0.12814444303512573
1,24,40,da_as_total_mw_thirty_minutes_reserve,0.37534278631210327
1,24,41,net_actual_interchange_mw,0.2311002016067505
1,24,41,gross_actual_interchange_mw,0.24787402153015137
1,24,41,total_gen,0.8605063557624817
1,24,41,metered_load_mw,0.8297035694122314
1,24,41,total_losses,0.25760895013809204
1,24,41,congestion_price_da,0.13351315259933472
1,24,41,congestion_price_rt,0.07489258050918579
1,24,41,marginal_loss_price_da,0.26783686876296997
1,24,41,total_lmp_da,0.4749179482460022
1,24,41,da_as_total_mw_primary_reserve,0.15047544240951538
1,24,41,da_as_total_mw_synchronized_reserve,0.0890340805053711
1,24,41,da_as_total_mw_thirty_minutes_reserve,0.307012677192688
1,24,42,net_actual_interchange_mw,0.42401283979415894
1,24,42,gross_actual_interchange_mw,0.35274672508239746
1,24,42,total_gen,0.8567339181900024
1,24,42,metered_load_mw,0.8263711929321289
1,24,42,total_losses,0.2657250165939331
1,24,42,congestion_price_da,0.13412106037139893
1,24,42,congestion_price_rt,0.07324397563934326
1,24,42,marginal_loss_price_da,0.2589130401611328
1,24,42,total_lmp_da,0.46404701471328735
1,24,42,da_as_total_mw_primary_reserve,0.17211532592773438
1,24,42,da_as_total_mw_synchronized_reserve,0.11812788248062134
1,24,42,da_as_total_mw_thirty_minutes_reserve,0.32220685482025146
1,24,43,net_actual_interchange_mw,0.27252620458602905
1,24,43,gross_actual_interchange_mw,0.6609727144241333
1,24,43,total_gen,0.8544360399246216
1,24,43,metered_load_mw,0.8215512037277222
1,24,43,total_losses,0.3411867618560791
1,24,43,congestion_price_da,0.14711952209472656
1,24,43,congestion_price_rt,0.05342292785644531
1,24,43,marginal_loss_price_da,0.1958722472190857
1,24,43,total_lmp_da,0.43515801429748535
1,24,43,da_as_total_mw_primary_reserve,0.15229398012161255
1,24,43,da_as_total_mw_synchronized_reserve,0.11723297834396362
1,24,43,da_as_total_mw_thirty_minutes_reserve,0.3143359422683716
1,25,26,net_actual_interchange_mw,0.21666622161865234
1,25,26,gross_actual_interchange_mw,0.25195276737213135
1,25,26,total_gen,0.8627501726150513
1,25,26,metered_load_mw,0.8333768844604492
1,25,26,total_losses,0.28003180027008057
1,25,26,congestion_price_da,0.14168447256088257
1,25,26,congestion_price_rt,0.06598734855651855
1,25,26,marginal_loss_price_da,0.24063801765441895
1,25,26,total_lmp_da,0.4221281409263611
1,25,26,da_as_total_mw_primary_reserve,0.13841742277145386
1,25,26,da_as_total_mw_synchronized_reserve,0.12126410007476807
1,25,26,da_as_total_mw_thirty_minutes_reserve,0.27585774660110474
1,25,27,net_actual_interchange_mw,0.20185178518295288
1,25,27,gross_actual_interchange_mw,0.1596396565437317
1,25,27,total_gen,0.8588113784790039
1,25,27,metered_load_mw,0.8295018076896667
1,25,27,total_losses,0.27084600925445557
1,25,27,congestion_price_da,0.15934211015701294
1,25,27,congestion_price_rt,0.1518254280090332
1,25,27,marginal_loss_price_da,0.3316735029220581
1,25,27,total_lmp_da,0.5050784349441528
1,25,27,da_as_total_mw_primary_reserve,0.14694762229919434
1,25,27,da_as_total_mw_synchronized_reserve,0.11697405576705933
1,25,27,da_as_total_mw_thirty_minutes_reserve,0.3096305727958679
1,25,28,net_actual_interchange_mw,0.18980157375335693
1,25,28,gross_actual_interchange_mw,0.15393096208572388
1,25,28,total_gen,0.8607916831970215
1,25,28,metered_load_mw,0.8326026201248169
1,25,28,total_losses,0.24499589204788208
1,25,28,congestion_price_da,0.11872684955596924
1,25,28,congestion_price_rt,0.061146557331085205
1,25,28,marginal_loss_price_da,0.2104947566986084
1,25,28,total_lmp_da,0.39084136486053467
1,25,28,da_as_total_mw_primary_reserve,0.17031759023666382
1,25,28,da_as_total_mw_synchronized_reserve,0.14074933528900146
1,25,28,da_as_total_mw_thirty_minutes_reserve,0.33081287145614624
1,25,29,net_actual_interchange_mw,0.18982404470443726
1,25,29,gross_actual_interchange_mw,0.14311039447784424
1,25,29,total_gen,0.8559838533401489
1,25,29,metered_load_mw,0.8259974718093872
1,25,29,total_losses,0.25078606605529785
1,25,29,congestion_price_da,0.12039005756378174
1,25,29,congestion_price_rt,0.06284576654434204
1,25,29,marginal_loss_price_da,0.3790971040725708
1,25,29,total_lmp_da,0.6850017309188843
1,25,29,da_as_total_mw_primary_reserve,0.24831706285476685
1,25,29,da_as_total_mw_synchronized_reserve,0.16303527355194092
1,25,29,da_as_total_mw_thirty_minutes_reserve,0.4368453621864319
1,25,30,net_actual_interchange_mw,0.2020885944366455
1,25,30,gross_actual_interchange_mw,0.14212942123413086
1,25,30,total_gen,0.8557918071746826
1,25,30,metered_load_mw,0.8280300498008728
1,25,30,total_losses,0.2606651782989502
1,25,30,congestion_price_da,0.1343975067138672
1,25,30,congestion_price_rt,0.055162250995635986
1,25,30,marginal_loss_price_da,0.4308723211288452
1,25,30,total_lmp_da,0.7441083788871765
1,25,30,da_as_total_mw_primary_reserve,0.20758122205734253
1,25,30,da_as_total_mw_synchronized_reserve,0.13595318794250488
1,25,30,da_as_total_mw_thirty_minutes_reserve,0.4407658576965332
1,25,31,net_actual_interchange_mw,0.26059871912002563
1,25,31,gross_actual_interchange_mw,0.1331680417060852
1,25,31,total_gen,0.8586360216140747
1,25,31,metered_load_mw,0.8326816558837891
1,25,31,total_losses,0.24907279014587402
1,25,31,congestion_price_da,0.12950599193572998
1,25,31,congestion_price_rt,0.08268481492996216
1,25,31,marginal_loss_price_da,0.2030068039894104
1,25,31,total_lmp_da,0.3873589038848877
1,25,31,da_as_total_mw_primary_reserve,0.48480653762817383
1,25,31,da_as_total_mw_synchronized_reserve,0.5331052541732788
1,25,31,da_as_total_mw_thirty_minutes_reserve,0.40853822231292725
1,25,32,net_actual_interchange_mw,0.2572488784790039
1,25,32,gross_actual_interchange_mw,0.1381857991218567
1,25,32,total_gen,0.859748899936676
1,25,32,metered_load_mw,0.8325469493865967
1,25,32,total_losses,0.25301462411880493
1,25,32,congestion_price_da,0.13048994541168213
1,25,32,congestion_price_rt,0.07532429695129395
1,25,32,marginal_loss_price_da,0.19960427284240723
1,25,32,total_lmp_da,0.3844722509384155
1,25,32,da_as_total_mw_primary_reserve,0.48631739616394043
1,25,32,da_as_total_mw_synchronized_reserve,0.5328521132469177
1,25,32,da_as_total_mw_thirty_minutes_reserve,0.40983062982559204
1,25,33,net_actual_interchange_mw,0.2777923345565796
1,25,33,gross_actual_interchange_mw,0.1490306258201599
1,25,33,total_gen,0.8612231016159058
1,25,33,metered_load_mw,0.8357956409454346
1,25,33,total_losses,0.25275975465774536
1,25,33,congestion_price_da,0.1311112642288208
1,25,33,congestion_price_rt,0.08658194541931152
1,25,33,marginal_loss_price_da,0.2044650912284851
1,25,33,total_lmp_da,0.39543861150741577
1,25,33,da_as_total_mw_primary_reserve,0.476301372051239
1,25,33,da_as_total_mw_synchronized_reserve,0.5252523422241211
1,25,33,da_as_total_mw_thirty_minutes_reserve,0.39177781343460083
1,25,34,net_actual_interchange_mw,0.17175960540771484
1,25,34,gross_actual_interchange_mw,0.16804808378219604
1,25,34,total_gen,0.8722110986709595
1,25,34,metered_load_mw,0.844557523727417
1,25,34,total_losses,0.2772800922393799
1,25,34,congestion_price_da,0.11921274662017822
1,25,34,congestion_price_rt,0.06440788507461548
1,25,34,marginal_loss_price_da,0.20984894037246704
1,25,34,total_lmp_da,0.38175153732299805
1,25,34,da_as_total_mw_primary_reserve,0.14099931716918945
1,25,34,da_as_total_mw_synchronized_reserve,0.1298128366470337
1,25,34,da_as_total_mw_thirty_minutes_reserve,0.26001858711242676
1,25,35,net_actual_interchange_mw,0.17046916484832764
1,25,35,gross_actual_interchange_mw,0.1654018759727478
1,25,35,total_gen,0.8686792254447937
1,25,35,metered_load_mw,0.8410456776618958
1,25,35,total_losses,0.2767173647880554
1,25,35,congestion_price_da,0.12239539623260498
1,25,35,congestion_price_rt,0.06517571210861206
1,25,35,marginal_loss_price_da,0.21262335777282715
1,25,35,total_lmp_da,0.3874322175979614
1,25,35,da_as_total_mw_primary_reserve,0.13641905784606934
1,25,35,da_as_total_mw_synchronized_reserve,0.12701791524887085
1,25,35,da_as_total_mw_thirty_minutes_reserve,0.2847411036491394
1,25,36,net_actual_interchange_mw,0.17921972274780273
1,25,36,gross_actual_interchange_mw,0.1697322130203247
1,25,36,total_gen,0.8674425482749939
1,25,36,metered_load_mw,0.8394775390625
1,25,36,total_losses,0.27829766273498535
1,25,36,congestion_price_da,0.12212419509887695
1,25,36,congestion_price_rt,0.06850272417068481
1,25,36,marginal_loss_price_da,0.21373450756072998
1,25,36,total_lmp_da,0.3840795159339905
1,25,36,da_as_total_mw_primary_reserve,0.13343501091003418
1,25,36,da_as_total_mw_synchronized_reserve,0.13216453790664673
1,25,36,da_as_total_mw_thirty_minutes_reserve,0.2630632519721985
1,25,37,net_actual_interchange_mw,0.14063626527786255
1,25,37,gross_actual_interchange_mw,0.1466301679611206
1,25,37,total_gen,0.8650325536727905
1,25,37,metered_load_mw,0.8335050344467163
1,25,37,total_losses,0.25960034132003784
1,25,37,congestion_price_da,0.10585188865661621
1,25,37,congestion_price_rt,0.04760700464248657
1,25,37,marginal_loss_price_da,0.192460298538208
1,25,37,total_lmp_da,0.38932085037231445
1,25,37,da_as_total_mw_primary_reserve,0.6629600524902344
1,25,37,da_as_total_mw_synchronized_reserve,0.42237716913223267
1,25,37,da_as_total_mw_thirty_minutes_reserve,0.3540739417076111
1,25,38,net_actual_interchange_mw,0.3852745294570923
1,25,38,gross_actual_interchange_mw,0.17497944831848145
1,25,38,total_gen,0.8630735874176025
1,25,38,metered_load_mw,0.8512392044067383
1,25,38,total_losses,0.35048288106918335
1,25,38,congestion_price_da,0.15701836347579956
1,25,38,congestion_price_rt,0.13443416357040405
1,25,38,marginal_loss_price_da,0.6659300327301025
1,25,38,total_lmp_da,0.9588379263877869
1,25,38,da_as_total_mw_primary_reserve,0.24771440029144287
1,25,38,da_as_total_mw_synchronized_reserve,0.1764317750930786
1,25,38,da_as_total_mw_thirty_minutes_reserve,0.5694127082824707
1,25,39,net_actual_interchange_mw,0.27223145961761475
1,25,39,gross_actual_interchange_mw,0.1588195562362671
1,25,39,total_gen,0.8550184965133667
1,25,39,metered_load_mw,0.8353753685951233
1,25,39,total_losses,0.3139241933822632
1,25,39,congestion_price_da,0.17143267393112183
1,25,39,congestion_price_rt,0.4142332077026367
1,25,39,marginal_loss_price_da,0.43718868494033813
1,25,39,total_lmp_da,0.594807505607605
1,25,39,da_as_total_mw_primary_reserve,0.18598175048828125
1,25,39,da_as_total_mw_synchronized_reserve,0.1269657015800476
1,25,39,da_as_total_mw_thirty_minutes_reserve,0.4068753719329834
1,25,40,net_actual_interchange_mw,0.317782461643219
1,25,40,gross_actual_interchange_mw,0.18691587448120117
1,25,40,total_gen,0.8646857142448425
1,25,40,metered_load_mw,0.8519210815429688
1,25,40,total_losses,0.41986870765686035
1,25,40,congestion_price_da,0.1683942675590515
1,25,40,congestion_price_rt,0.3701843023300171
1,25,40,marginal_loss_price_da,0.47419244050979614
1,25,40,total_lmp_da,0.5918338298797607
1,25,40,da_as_total_mw_primary_reserve,0.16709661483764648
1,25,40,da_as_total_mw_synchronized_reserve,0.13602674007415771
1,25,40,da_as_total_mw_thirty_minutes_reserve,0.35028284788131714
1,25,41,net_actual_interchange_mw,0.12374377250671387
1,25,41,gross_actual_interchange_mw,0.14243996143341064
1,25,41,total_gen,0.8651827573776245
1,25,41,metered_load_mw,0.8354544639587402
1,25,41,total_losses,0.24154728651046753
1,25,41,congestion_price_da,0.12168693542480469
1,25,41,congestion_price_rt,0.05970191955566406
1,25,41,marginal_loss_price_da,0.19985824823379517
1,25,41,total_lmp_da,0.37486720085144043
1,25,41,da_as_total_mw_primary_reserve,0.1318034529685974
1,25,41,da_as_total_mw_synchronized_reserve,0.10091882944107056
1,25,41,da_as_total_mw_thirty_minutes_reserve,0.2488422393798828
1,25,42,net_actual_interchange_mw,0.27663475275039673
1,25,42,gross_actual_interchange_mw,0.2845034599304199
1,25,42,total_gen,0.862519383430481
1,25,42,metered_load_mw,0.8332934975624084
1,25,42,total_losses,0.2524111270904541
1,25,42,congestion_price_da,0.1192275881767273
1,25,42,congestion_price_rt,0.05671191215515137
1,25,42,marginal_loss_price_da,0.20593059062957764
1,25,42,total_lmp_da,0.3713682293891907
1,25,42,da_as_total_mw_primary_reserve,0.1389329433441162
1,25,42,da_as_total_mw_synchronized_reserve,0.12093883752822876
1,25,42,da_as_total_mw_thirty_minutes_reserve,0.25795960426330566
1,25,43,net_actual_interchange_mw,0.18076080083847046
1,25,43,gross_actual_interchange_mw,0.6469548940658569
1,25,43,total_gen,0.859475314617157
1,25,43,metered_load_mw,0.8285595178604126
1,25,43,total_losses,0.34331226348876953
1,25,43,congestion_price_da,0.13664746284484863
1,25,43,congestion_price_rt,0.03992950916290283
1,25,43,marginal_loss_price_da,0.1632518768310547
1,25,43,total_lmp_da,0.3641693592071533
1,25,43,da_as_total_mw_primary_reserve,0.13023406267166138
1,25,43,da_as_total_mw_synchronized_reserve,0.12540167570114136
1,25,43,da_as_total_mw_thirty_minutes_reserve,0.2640579342842102
1,26,27,net_actual_interchange_mw,0.23246610164642334
1,26,27,gross_actual_interchange_mw,0.23767584562301636
1,26,27,total_gen,0.8621637225151062
1,26,27,metered_load_mw,0.8321025371551514
1,26,27,total_losses,0.28890514373779297
1,26,27,congestion_price_da,0.16185015439987183
1,26,27,congestion_price_rt,0.15783286094665527
1,26,27,marginal_loss_price_da,0.3524753451347351
1,26,27,total_lmp_da,0.5291745662689209
1,26,27,da_as_total_mw_primary_reserve,0.132502019405365
1,26,27,da_as_total_mw_synchronized_reserve,0.11486577987670898
1,26,27,da_as_total_mw_thirty_minutes_reserve,0.31586092710494995
1,26,28,net_actual_interchange_mw,0.2677655816078186
1,26,28,gross_actual_interchange_mw,0.25805801153182983
1,26,28,total_gen,0.8619056940078735
1,26,28,metered_load_mw,0.8336074352264404
1,26,28,total_losses,0.28089869022369385
1,26,28,congestion_price_da,0.13883841037750244
1,26,28,congestion_price_rt,0.07050269842147827
1,26,28,marginal_loss_price_da,0.25096285343170166
1,26,28,total_lmp_da,0.43912822008132935
1,26,28,da_as_total_mw_primary_reserve,0.15978878736495972
1,26,28,da_as_total_mw_synchronized_reserve,0.14027738571166992
1,26,28,da_as_total_mw_thirty_minutes_reserve,0.3418673276901245
1,26,29,net_actual_interchange_mw,0.24005645513534546
1,26,29,gross_actual_interchange_mw,0.23969823122024536
1,26,29,total_gen,0.8589740991592407
1,26,29,metered_load_mw,0.8296278119087219
1,26,29,total_losses,0.2848101854324341
1,26,29,congestion_price_da,0.1331753134727478
1,26,29,congestion_price_rt,0.0756341814994812
1,26,29,marginal_loss_price_da,0.40148812532424927
1,26,29,total_lmp_da,0.7118491530418396
1,26,29,da_as_total_mw_primary_reserve,0.22788673639297485
1,26,29,da_as_total_mw_synchronized_reserve,0.16584020853042603
1,26,29,da_as_total_mw_thirty_minutes_reserve,0.4491732120513916
1,26,30,net_actual_interchange_mw,0.248276948928833
1,26,30,gross_actual_interchange_mw,0.2357008457183838
1,26,30,total_gen,0.8589959144592285
1,26,30,metered_load_mw,0.8314255475997925
1,26,30,total_losses,0.2899630665779114
1,26,30,congestion_price_da,0.14193201065063477
1,26,30,congestion_price_rt,0.07171434164047241
1,26,30,marginal_loss_price_da,0.44937968254089355
1,26,30,total_lmp_da,0.7672321796417236
1,26,30,da_as_total_mw_primary_reserve,0.19369250535964966
1,26,30,da_as_total_mw_synchronized_reserve,0.13689535856246948
1,26,30,da_as_total_mw_thirty_minutes_reserve,0.4607311487197876
1,26,31,net_actual_interchange_mw,0.3133193850517273
1,26,31,gross_actual_interchange_mw,0.22913265228271484
1,26,31,total_gen,0.857769787311554
1,26,31,metered_load_mw,0.8302878141403198
1,26,31,total_losses,0.2922554016113281
1,26,31,congestion_price_da,0.15129005908966064
1,26,31,congestion_price_rt,0.09249228239059448
1,26,31,marginal_loss_price_da,0.24569380283355713
1,26,31,total_lmp_da,0.4333236813545227
