i,j,k,conf,est,syn3_est_k0
0,1,4,total_lmp_da,0.4958674907684326,0.09030711650848394
0,1,4,da_as_total_mw_primary_reserve,0.2423962950706482,0.019983351230621393
0,1,4,da_as_total_mw_synchronized_reserve,0.1705057621002197,0.026761233806610107
0,1,4,da_as_total_mw_thirty_minutes_reserve,0.5645567178726196,0.03865593671798706
0,1,5,net_actual_interchange_mw,0.2723890542984009,0.07453578710556039
0,1,5,gross_actual_interchange_mw,0.1822085380554199,-0.0005533099174498957
0,1,5,total_gen,0.90864497423172,0.0006308555603027344
0,1,5,metered_load_mw,0.8900212049484253,0.007452607154846191
0,1,5,total_losses,0.5441340804100037,0.018905937671661377
0,1,5,congestion_price_da,0.1698566079139709,0.004035830497741699
0,1,5,congestion_price_rt,0.0976971983909607,-0.006642460823059013
0,1,5,marginal_loss_price_da,0.455301284790039,-0.014676809310913086
0,1,5,total_lmp_da,0.6106095910072327,-0.03788667917251587
0,1,5,da_as_total_mw_primary_reserve,0.1896368861198425,0.018871188163757296
0,1,5,da_as_total_mw_synchronized_reserve,0.155362069606781,0.011617541313171414
0,1,5,da_as_total_mw_thirty_minutes_reserve,0.4469394087791443,0.05552339553833008
0,1,6,net_actual_interchange_mw,0.2162495851516723,0.0321506857872009
0,1,6,gross_actual_interchange_mw,0.1963339447975158,0.013572096824646024
0,1,6,total_gen,0.9004877805709839,-0.00752633810043335
0,1,6,metered_load_mw,0.8744828701019287,-0.00808572769165039
0,1,6,total_losses,0.5439965724945068,0.01876842975616455
0,1,6,congestion_price_da,0.0687597393989563,-0.0425556302070617
0,1,6,congestion_price_rt,0.0242223739624023,-0.0376421213150024
0,1,6,marginal_loss_price_da,0.2320290207862854,-0.03416317701339722
0,1,6,total_lmp_da,0.3813884258270263,-0.024171948432922363
0,1,6,da_as_total_mw_primary_reserve,0.1523135900497436,0.011309087276458685
0,1,6,da_as_total_mw_synchronized_reserve,0.1542373299598693,0.01049280166625971
0,1,6,da_as_total_mw_thirty_minutes_reserve,0.372570276260376,0.04810065031051636
0,1,7,net_actual_interchange_mw,0.2169138193130493,0.03372842073440549
0,1,7,gross_actual_interchange_mw,0.2665522694587707,0.021347820758819608
0,1,7,total_gen,0.9317582845687866,0.023744165897369385
0,1,7,metered_load_mw,0.904634177684784,0.022065579891204945
0,1,7,total_losses,0.5508378744125366,0.025609731674194336
0,1,7,congestion_price_da,0.1275615096092224,-0.007841229438781683
0,1,7,congestion_price_rt,0.0449399948120117,-0.017442762851715102
0,1,7,marginal_loss_price_da,0.2643761038780212,-0.0018160939216614325
0,1,7,total_lmp_da,0.4263891577720642,0.020828783512115534
0,1,7,da_as_total_mw_primary_reserve,0.1433102488517761,0.002305746078491183
0,1,7,da_as_total_mw_synchronized_reserve,0.1495835781097412,0.0058390498161316196
0,1,7,da_as_total_mw_thirty_minutes_reserve,0.3108501434326172,0.0013589262962341864
0,1,8,net_actual_interchange_mw,0.2378541231155395,0.054668724536895696
0,1,8,gross_actual_interchange_mw,0.2056785821914672,0.022916734218597412
0,1,8,total_gen,0.9043407440185548,-0.003673374652862438
0,1,8,metered_load_mw,0.8828330636024475,0.0002644658088684082
0,1,8,total_losses,0.5293329358100891,0.004104793071746826
0,1,8,congestion_price_da,0.1031349301338195,-0.009045124053955106
0,1,8,congestion_price_rt,0.0624470710754394,-0.028124034404754597
0,1,8,marginal_loss_price_da,0.2885906100273132,-0.012229382991790827
0,1,8,total_lmp_da,0.4487088918685913,0.02717262506484991
0,1,8,da_as_total_mw_primary_reserve,0.1697482466697693,0.020054101943969782
0,1,8,da_as_total_mw_synchronized_reserve,0.1571382284164428,0.013393700122833196
0,1,8,da_as_total_mw_thirty_minutes_reserve,0.347826600074768,0.025324523448944036
0,1,9,net_actual_interchange_mw,0.1986817717552185,0.015496373176574707
0,1,9,gross_actual_interchange_mw,0.197641909122467,0.014880061149597223
0,1,9,total_gen,0.9162667393684388,0.008252620697021595
0,1,9,metered_load_mw,0.8910844922065735,0.008515894412994385
0,1,9,total_losses,0.6823946237564087,0.04538452625274658
0,1,9,congestion_price_da,0.1210338473320007,-0.012596368789672796
0,1,9,congestion_price_rt,0.0508445501327514,-0.027437090873718296
0,1,9,marginal_loss_price_da,0.3230833411216736,0.05689114332199097
0,1,9,total_lmp_da,0.433410108089447,0.027849733829498347
0,1,9,da_as_total_mw_primary_reserve,0.1381065845489502,-0.002897918224334717
0,1,9,da_as_total_mw_synchronized_reserve,0.1421582102775573,-0.0015863180160523016
0,1,9,da_as_total_mw_thirty_minutes_reserve,0.3023080229759216,-0.007183194160461426
0,1,10,net_actual_interchange_mw,0.208515465259552,-0.0039806365966796875
0,1,10,gross_actual_interchange_mw,0.1819489002227783,-0.0017203092575072965
0,1,10,total_gen,0.9158198833465576,0.007805764675140381
0,1,10,metered_load_mw,0.8916473388671875,0.009078741073608398
0,1,10,total_losses,0.5096093416213989,-0.01561880111694336
0,1,10,congestion_price_da,0.1083331108093261,-0.0119280815124512
0,1,10,congestion_price_rt,0.0476312041282653,-0.006871044635772705
0,1,10,marginal_loss_price_da,0.240669846534729,-0.025522351264953613
0,1,10,total_lmp_da,0.3887484669685364,-0.016811907291412298
0,1,10,da_as_total_mw_primary_reserve,0.1605871319770813,-0.0009619593620300015
0,1,10,da_as_total_mw_synchronized_reserve,0.1636718511581421,0.00029480457305908203
0,1,10,da_as_total_mw_thirty_minutes_reserve,0.3422301411628723,0.007914960384368896
0,1,11,net_actual_interchange_mw,0.1828937530517578,-0.00029164552688598633
0,1,11,gross_actual_interchange_mw,0.1861761212348938,0.003414273262024009
0,1,11,total_gen,0.9127210378646852,0.004706919193267933
0,1,11,metered_load_mw,0.888481855392456,0.005913257598876953
0,1,11,total_losses,0.5633847713470459,0.005108237266540527
0,1,11,congestion_price_da,0.1148795485496521,-0.008060574531555106
0,1,11,congestion_price_rt,0.0418943762779235,-0.027015447616577204
0,1,11,marginal_loss_price_da,0.2830650210380554,0.016872823238372803
0,1,11,total_lmp_da,0.4177204370498657,0.012160062789917048
0,1,11,da_as_total_mw_primary_reserve,0.1183009147644043,-0.022703588008880615
0,1,11,da_as_total_mw_synchronized_reserve,0.1446516513824463,0.0009071230888366977
0,1,11,da_as_total_mw_thirty_minutes_reserve,0.301125168800354,-0.008366048336028997
0,1,12,net_actual_interchange_mw,0.1962354779243469,0.013050079345703097
0,1,12,gross_actual_interchange_mw,0.1985160112380981,0.0157541632652283
0,1,12,total_gen,0.9218500256538392,0.013835906982421986
0,1,12,metered_load_mw,0.9016153812408448,0.019046783447265736
0,1,12,total_losses,0.5253951549530029,0.00016701221466064453
0,1,12,congestion_price_da,0.1316731572151184,0.0027357339859009067
0,1,12,congestion_price_rt,0.0545479655265808,-0.012552797794342
0,1,12,marginal_loss_price_da,0.3064166307449341,0.0056038498878479
0,1,12,total_lmp_da,0.4736636877059936,0.05620682239532471
0,1,12,da_as_total_mw_primary_reserve,0.2516694664955139,0.015876948833465604
0,1,12,da_as_total_mw_synchronized_reserve,0.1919824481010437,0.03661215305328369
0,1,12,da_as_total_mw_thirty_minutes_reserve,0.3653413653373718,0.03939324617385864
0,1,13,net_actual_interchange_mw,0.3697656393051147,0.04574251174926758
0,1,13,gross_actual_interchange_mw,0.2024462819099426,0.01968443393707281
0,1,13,total_gen,0.9104111790657043,0.0023970603942871094
0,1,13,metered_load_mw,0.8842449188232422,0.001676321029663086
0,1,13,total_losses,0.5351868271827698,0.00995868444442749
0,1,13,congestion_price_da,0.116058349609375,-0.004519879817962605
0,1,13,congestion_price_rt,0.0870357155799865,-0.0321156978607178
0,1,13,marginal_loss_price_da,0.2846682667732239,-0.002992391586303711
0,1,13,total_lmp_da,0.4438984394073486,0.0383380651473999
0,1,13,da_as_total_mw_primary_reserve,0.2360357046127319,0.011012256145477295
0,1,13,da_as_total_mw_synchronized_reserve,0.1852892637252807,0.03971701860427851
0,1,13,da_as_total_mw_thirty_minutes_reserve,0.4979838728904724,0.014875531196594238
0,1,14,net_actual_interchange_mw,0.2099348902702331,0.0267494916915893
0,1,14,gross_actual_interchange_mw,0.1830930709838867,0.0003312230110169012
0,1,14,total_gen,0.9186777472496032,0.007782638072967529
0,1,14,metered_load_mw,0.9021235108375548,0.007839560508727916
0,1,14,total_losses,0.515299916267395,-0.009928226470947266
0,1,14,congestion_price_da,0.1014090180397033,-0.010378658771514906
0,1,14,congestion_price_rt,0.0494282841682434,-0.009597182273864698
0,1,14,marginal_loss_price_da,0.2821630239486694,-3.737211227422543e-05
0,1,14,total_lmp_da,0.4311431050300598,-0.006151258945465088
0,1,14,da_as_total_mw_primary_reserve,0.1794080138206482,0.029888391494751004
0,1,14,da_as_total_mw_synchronized_reserve,0.1519173979759216,0.008172869682312012
0,1,14,da_as_total_mw_thirty_minutes_reserve,0.4356368780136108,0.0792426466941833
0,1,15,net_actual_interchange_mw,0.2903909087181091,0.06875228881835938
0,1,15,gross_actual_interchange_mw,0.1796621084213256,-0.0030997395515441895
0,1,15,total_gen,0.9121016263961792,0.004087507724761963
0,1,15,metered_load_mw,0.8895874619483948,0.007018864154815674
0,1,15,total_losses,0.5321711301803589,0.0069429874420166016
0,1,15,congestion_price_da,0.0777514576911926,-0.026240348815917997
0,1,15,congestion_price_rt,0.0884203314781189,-0.015150845050811698
0,1,15,marginal_loss_price_da,0.4230818152427673,0.004201531410217285
0,1,15,total_lmp_da,0.5781334638595581,-0.025774240493774414
0,1,15,da_as_total_mw_primary_reserve,0.2031120061874389,0.024051070213317816
0,1,15,da_as_total_mw_synchronized_reserve,0.1549763083457946,0.011231780052185003
0,1,15,da_as_total_mw_thirty_minutes_reserve,0.4592058062553406,0.0490490198135376
0,1,16,net_actual_interchange_mw,0.1688068509101867,-0.014378547668457087
0,1,16,gross_actual_interchange_mw,0.1851652264595031,0.0024033784866333008
0,1,16,total_gen,0.9195696711540222,0.01155555248260498
0,1,16,metered_load_mw,0.8947304487228394,0.012161850929260254
0,1,16,total_losses,0.5158419609069824,-0.009386181831359863
0,1,16,congestion_price_da,0.0988802909851074,-0.009168803691864
0,1,16,congestion_price_rt,0.0194779634475708,-0.0142799615859985
0,1,16,marginal_loss_price_da,0.25933438539505,-0.02464354038238531
0,1,16,total_lmp_da,0.4016913175582886,-0.0038690567016601007
0,1,16,da_as_total_mw_primary_reserve,0.1425070166587829,0.0015025138854979914
0,1,16,da_as_total_mw_synchronized_reserve,0.1518496870994568,0.008105158805847196
0,1,16,da_as_total_mw_thirty_minutes_reserve,0.335154116153717,0.025662899017333984
0,1,17,net_actual_interchange_mw,0.2138432264328003,0.030657827854156494
0,1,17,gross_actual_interchange_mw,0.2667816281318664,0.015740156173706
0,1,17,total_gen,0.9326397180557252,0.024625599384307972
0,1,17,metered_load_mw,0.9070501327514648,0.024481534957885742
0,1,17,total_losses,0.5557717084884644,0.03054356575012207
0,1,17,congestion_price_da,0.1277568936347961,-0.009612917900085505
0,1,17,congestion_price_rt,0.0392485857009887,-0.025390982627868694
0,1,17,marginal_loss_price_da,0.2748227715492248,0.00863057374954218
0,1,17,total_lmp_da,0.4379194974899292,0.027150750160217285
0,1,17,da_as_total_mw_primary_reserve,0.1318071484565735,-0.009197354316711426
0,1,17,da_as_total_mw_synchronized_reserve,0.1444942951202392,0.0007497668266296109
0,1,17,da_as_total_mw_thirty_minutes_reserve,0.315717339515686,0.0062261223793029785
0,1,18,net_actual_interchange_mw,0.1994615793228149,0.016276180744171115
0,1,18,gross_actual_interchange_mw,0.1959905624389648,0.013228714466094998
0,1,18,total_gen,0.910618782043457,0.002604663372039795
0,1,18,metered_load_mw,0.8869019150733948,0.004333317279815674
0,1,18,total_losses,0.6695219278335571,0.04097938537597656
0,1,18,congestion_price_da,0.1161381602287292,-0.013364732265472398
0,1,18,congestion_price_rt,0.0487151741981506,-0.0300822257995605
0,1,18,marginal_loss_price_da,0.3034219145774841,0.03722971677780146
0,1,18,total_lmp_da,0.4212024807929992,0.015642106533050537
0,1,18,da_as_total_mw_primary_reserve,0.145606517791748,0.004602015018463079
0,1,18,da_as_total_mw_synchronized_reserve,0.1447485089302063,0.0010039806365967074
0,1,18,da_as_total_mw_thirty_minutes_reserve,0.3068019151687622,-0.002689301967620794
0,1,19,net_actual_interchange_mw,0.2102030515670776,0.02701765298843381
0,1,19,gross_actual_interchange_mw,0.1838824152946472,0.0011205673217773993
0,1,19,total_gen,0.956024169921875,-0.003328263759613037
0,1,19,metered_load_mw,0.9511674046516418,-0.010299682617187389
0,1,19,total_losses,0.5558179616928101,0.030589818954467773
0,1,19,congestion_price_da,0.1435778737068176,-0.009976983070373507
0,1,19,congestion_price_rt,0.068926453590393,-0.0034664273262024065
0,1,19,marginal_loss_price_da,0.3743472695350647,-0.004100918769836426
0,1,19,total_lmp_da,0.5132113695144653,0.0005674362182617188
0,1,19,da_as_total_mw_primary_reserve,0.1362698078155517,-0.00473469495773321
0,1,19,da_as_total_mw_synchronized_reserve,0.1436057686805725,-0.00013875961303708162
0,1,19,da_as_total_mw_thirty_minutes_reserve,0.352114200592041,0.042622983455658014
0,1,20,net_actual_interchange_mw,0.2119365930557251,0.0287511944770813
0,1,20,gross_actual_interchange_mw,0.1773544549942016,-0.005407392978668185
0,1,20,total_gen,0.9456562399864196,-0.009052991867065652
0,1,20,metered_load_mw,0.9398332238197328,-0.015172600746154785
0,1,20,total_losses,0.5625146627426147,0.03728652000427246
0,1,20,congestion_price_da,0.1429458856582641,-0.006943225860595703
0,1,20,congestion_price_rt,0.0649372339248657,-0.007788181304931599
0,1,20,marginal_loss_price_da,0.3707666993141174,-0.010475456714630127
0,1,20,total_lmp_da,0.5034115314483643,-0.005819439888000488
0,1,20,da_as_total_mw_primary_reserve,0.1391170620918274,-0.0018874406814575195
0,1,20,da_as_total_mw_synchronized_reserve,0.142500638961792,-0.0012438893318175992
0,1,20,da_as_total_mw_thirty_minutes_reserve,0.3380181193351745,0.028526902198791504
0,1,21,net_actual_interchange_mw,0.243807852268219,0.047074019908905085
0,1,21,gross_actual_interchange_mw,0.1857338547706604,0.0029720067977906106
0,1,21,total_gen,0.9082269668579102,0.00021284818649291992
0,1,21,metered_load_mw,0.8822433948516846,-0.00032520294189453125
0,1,21,total_losses,0.5301041603088379,0.0048760175704956055
0,1,21,congestion_price_da,0.1347739696502685,0.0018406510353088101
0,1,21,congestion_price_rt,0.1224688291549682,-0.029384434223175104
0,1,21,marginal_loss_price_da,0.3678452968597412,-0.007119953632354681
0,1,21,total_lmp_da,0.5058372020721436,0.00047838687896728516
0,1,21,da_as_total_mw_primary_reserve,0.1586107015609741,0.01760619878768918
0,1,21,da_as_total_mw_synchronized_reserve,0.1474340558052063,0.0036895275115967074
0,1,21,da_as_total_mw_thirty_minutes_reserve,0.3528575301170349,0.04336631298065191
0,1,22,net_actual_interchange_mw,0.214212417602539,0.031027019023895208
0,1,22,gross_actual_interchange_mw,0.1852173805236816,0.002455532550811823
0,1,22,total_gen,0.9116399884223938,0.0036258697509765625
0,1,22,metered_load_mw,0.8879740834236145,0.0054054856300354
0,1,22,total_losses,0.5238888263702393,-0.0013393163681030273
0,1,22,congestion_price_da,0.1098523139953613,-0.011808037757873494
0,1,22,congestion_price_rt,0.0394568443298339,-0.026090979576110895
0,1,22,marginal_loss_price_da,0.2715171575546264,0.005324959754943792
0,1,22,total_lmp_da,0.4215689897537231,0.016008615493774414
0,1,22,da_as_total_mw_primary_reserve,0.1590296030044555,0.017925977706909124
0,1,22,da_as_total_mw_synchronized_reserve,0.1545585393905639,0.010814011096954318
0,1,22,da_as_total_mw_thirty_minutes_reserve,0.3718961477279663,0.03318846225738531
0,1,23,net_actual_interchange_mw,0.1924320459365844,0.00924664735794059
0,1,23,gross_actual_interchange_mw,0.1906690597534179,0.007907211780548123
0,1,23,total_gen,0.9060477614402772,-0.0019663572311400257
0,1,23,metered_load_mw,0.8814138770103455,-0.0011547207832336426
0,1,23,total_losses,0.5340436697006226,0.008815526962280273
0,1,23,congestion_price_da,0.0965352058410644,-0.012338101863861098
0,1,23,congestion_price_rt,0.0453618764877319,-0.031884491443634
0,1,23,marginal_loss_price_da,0.267778992652893,-0.0014075636863709051
0,1,23,total_lmp_da,0.4075976610183716,0.002037286758422907
0,1,23,da_as_total_mw_primary_reserve,0.1427334547042846,0.0017289519309997003
0,1,23,da_as_total_mw_synchronized_reserve,0.1437764167785644,3.188848495480623e-05
0,1,23,da_as_total_mw_thirty_minutes_reserve,0.3028602600097656,-0.006630957126617376
0,1,24,net_actual_interchange_mw,0.2783354520797729,0.0467227697372436
0,1,24,gross_actual_interchange_mw,0.2773125767707824,0.03417766094207761
0,1,24,total_gen,0.9052886366844176,-0.0027254819869996227
0,1,24,metered_load_mw,0.8791288137435913,-0.003439784049987793
0,1,24,total_losses,0.535624623298645,0.010396480560302734
0,1,24,congestion_price_da,0.1089566946029663,-0.015872001647949205
0,1,24,congestion_price_rt,0.0349373817443847,-0.0315333604812622
0,1,24,marginal_loss_price_da,0.3125306367874145,-0.014219641685485895
0,1,24,total_lmp_da,0.4770876169204712,0.010545551776885986
0,1,24,da_as_total_mw_primary_reserve,0.1901298761367797,0.0360876321792602
0,1,24,da_as_total_mw_synchronized_reserve,0.1488291025161743,0.005084574222564697
0,1,24,da_as_total_mw_thirty_minutes_reserve,0.3544624447822571,0.03977900743484497
0,1,25,net_actual_interchange_mw,0.1868735551834106,0.00368815660476679
0,1,25,gross_actual_interchange_mw,0.1751989722251892,-0.007562875747680581
0,1,25,total_gen,0.9107474088668824,0.002733290195465199
0,1,25,metered_load_mw,0.8840839862823486,0.0015153884887695312
0,1,25,total_losses,0.5341763496398926,0.008948206901550293
0,1,25,congestion_price_da,0.1038596034049987,-0.017040729522705106
0,1,25,congestion_price_rt,0.0211461782455444,-0.0352523922920227
0,1,25,marginal_loss_price_da,0.2651035189628601,-0.0010886788368225098
0,1,25,total_lmp_da,0.408024787902832,0.0024644136428833008
0,1,25,da_as_total_mw_primary_reserve,0.1645591855049133,0.02355468273162839
0,1,25,da_as_total_mw_synchronized_reserve,0.1531485915184021,0.009404063224792508
0,1,25,da_as_total_mw_thirty_minutes_reserve,0.3126207590103149,0.0031295418739318848
0,1,26,net_actual_interchange_mw,0.2566018104553222,0.05099797248840332
0,1,26,gross_actual_interchange_mw,0.2642995119094848,0.023144841194152804
0,1,26,total_gen,0.914752960205078,0.006738841533660778
0,1,26,metered_load_mw,0.886841893196106,0.0042732954025268555
0,1,26,total_losses,0.5389834046363831,0.013755261898040771
0,1,26,congestion_price_da,0.1181120872497558,-0.020912587642669705
0,1,26,congestion_price_rt,0.0384078025817871,-0.0271923542022705
0,1,26,marginal_loss_price_da,0.3031948208808899,-4.118680953979492e-05
0,1,26,total_lmp_da,0.4490875005722046,0.017725825309753473
0,1,26,da_as_total_mw_primary_reserve,0.1577150225639343,0.016710519790649386
0,1,26,da_as_total_mw_synchronized_reserve,0.1552162170410156,0.011471688747406006
0,1,26,da_as_total_mw_thirty_minutes_reserve,0.326764702796936,0.01727348566055298
0,1,27,net_actual_interchange_mw,0.2558595538139343,0.04937911033630374
0,1,27,gross_actual_interchange_mw,0.1945205926895141,0.011758744716644315
0,1,27,total_gen,0.9039475917816162,-0.004066526889801025
0,1,27,metered_load_mw,0.8770149350166321,-0.0055536627769470215
0,1,27,total_losses,0.5345652103424072,0.009337067604064941
0,1,27,congestion_price_da,0.1386606097221374,-0.013821542263031006
0,1,27,congestion_price_rt,0.114794373512268,-0.0351051092147827
0,1,27,marginal_loss_price_da,0.3653203845024109,-0.0015161633491516113
0,1,27,total_lmp_da,0.4959735870361328,-0.014658212661743164
0,1,27,da_as_total_mw_primary_reserve,0.1518129706382751,0.010808467864990179
0,1,27,da_as_total_mw_synchronized_reserve,0.1485815644264221,0.0048370361328125
0,1,27,da_as_total_mw_thirty_minutes_reserve,0.3535133004188537,0.03472554683685303
0,1,28,net_actual_interchange_mw,0.240535020828247,0.04836916923522949
0,1,28,gross_actual_interchange_mw,0.1964062452316284,0.0136443972587586
0,1,28,total_gen,0.911479353904724,0.0034652352333067737
0,1,28,metered_load_mw,0.8883717060089111,0.005803108215332031
0,1,28,total_losses,0.5222814083099365,-0.0029467344284057617
0,1,28,congestion_price_da,0.105900764465332,-0.013150274753570501
0,1,28,congestion_price_rt,0.0359736084938049,-0.0288381576538086
0,1,28,marginal_loss_price_da,0.2665722370147705,0.0003800392150878906
0,1,28,total_lmp_da,0.423535943031311,0.017975568771362305
0,1,28,da_as_total_mw_primary_reserve,0.1800802946090698,0.022660613059997586
0,1,28,da_as_total_mw_synchronized_reserve,0.1678469181060791,0.02410238981246951
0,1,28,da_as_total_mw_thirty_minutes_reserve,0.378477931022644,0.034155368804931585
0,1,29,net_actual_interchange_mw,0.2548695802688598,0.06209820508956912
0,1,29,gross_actual_interchange_mw,0.1871368885040283,0.004375040531158503
0,1,29,total_gen,0.9093931317329408,0.0013790130615235485
0,1,29,metered_load_mw,0.8874403834342957,0.004871785640716553
0,1,29,total_losses,0.5291049480438232,0.003876805305480957
0,1,29,congestion_price_da,0.1257023811340332,-0.007230341434478704
0,1,29,congestion_price_rt,0.0662258267402648,-0.0021335482597352046
0,1,29,marginal_loss_price_da,0.4328380823135376,-0.029406666755676214
0,1,29,total_lmp_da,0.6951732635498047,-0.04519546031951904
0,1,29,da_as_total_mw_primary_reserve,0.2572734355926513,0.0262341499328613
0,1,29,da_as_total_mw_synchronized_reserve,0.2069816589355468,0.04178857803344718
0,1,29,da_as_total_mw_thirty_minutes_reserve,0.4697005152702331,0.03566282987594599
0,1,30,net_actual_interchange_mw,0.2739046216011047,0.06796228885650629
0,1,30,gross_actual_interchange_mw,0.1847354173660278,0.0019735693931580145
0,1,30,total_gen,0.9159764051437378,0.007962286472320557
0,1,30,metered_load_mw,0.8941697478294373,0.011601150035858154
0,1,30,total_losses,0.5329854488372803,0.007757306098937988
0,1,30,congestion_price_da,0.1382432579994201,0.0020674467086791992
0,1,30,congestion_price_rt,0.0543247461318969,-0.009940743446350098
0,1,30,marginal_loss_price_da,0.4890291690826416,-0.013011038303375244
0,1,30,total_lmp_da,0.7605949640274048,-0.03182339668273926
0,1,30,da_as_total_mw_primary_reserve,0.2225225567817688,0.026424229145050104
0,1,30,da_as_total_mw_synchronized_reserve,0.1732720732688903,0.029527544975280706
0,1,30,da_as_total_mw_thirty_minutes_reserve,0.4909065365791321,0.04547995328903198
0,1,31,net_actual_interchange_mw,0.2975482940673828,0.008490264415741022
0,1,31,gross_actual_interchange_mw,0.1751056313514709,-0.007656216621398898
0,1,31,total_gen,0.9130561947822572,0.005042076110839955
0,1,31,metered_load_mw,0.8896166682243347,0.007048070430755615
0,1,31,total_losses,0.5298287868499756,0.004600644111633301
0,1,31,congestion_price_da,0.118369460105896,-0.013488113880157415
0,1,31,congestion_price_rt,0.0660747289657592,-0.0179697275161744
0,1,31,marginal_loss_price_da,0.2802731990814209,0.009139597415924072
0,1,31,total_lmp_da,0.4264324903488159,0.020872116088867243
0,1,31,da_as_total_mw_primary_reserve,0.4468935132026672,-0.016712546348571833
0,1,31,da_as_total_mw_synchronized_reserve,0.5312517285346985,-0.00034564733505249023
0,1,31,da_as_total_mw_thirty_minutes_reserve,0.4142119884490967,0.005004107952117975
0,1,32,net_actual_interchange_mw,0.3021233081817627,0.00670778751373291
0,1,32,gross_actual_interchange_mw,0.1776514649391174,-0.005110383033752386
0,1,32,total_gen,0.9138306975364684,0.0058165788650511585
0,1,32,metered_load_mw,0.889382004737854,0.006813406944274902
0,1,32,total_losses,0.5252108573913574,-1.728534698486328e-05
0,1,32,congestion_price_da,0.1137552261352539,-0.017310559749603188
0,1,32,congestion_price_rt,0.0565152168273925,-0.020999729633331292
0,1,32,marginal_loss_price_da,0.2644156217575073,-0.001776576042175293
0,1,32,total_lmp_da,0.4144656658172607,0.008905291557312012
0,1,32,da_as_total_mw_primary_reserve,0.4563872218132019,-0.0122383832931518
0,1,32,da_as_total_mw_synchronized_reserve,0.5298595428466797,-0.0001379251480102539
0,1,32,da_as_total_mw_thirty_minutes_reserve,0.4175044894218445,0.005941390991210993
0,1,33,net_actual_interchange_mw,0.3117825984954834,0.008678853511810303
0,1,33,gross_actual_interchange_mw,0.186879277229309,0.004117429256439209
0,1,33,total_gen,0.91413551568985,0.006121397018432728
0,1,33,metered_load_mw,0.8907830119132996,0.008214414119720459
0,1,33,total_losses,0.532429575920105,0.007201433181762695
0,1,33,congestion_price_da,0.1198359727859497,-0.010725259780883803
0,1,33,congestion_price_rt,0.0693042874336242,-0.0182974338531494
0,1,33,marginal_loss_price_da,0.2708469033241272,-0.00016260147094721011
0,1,33,total_lmp_da,0.4265069365501404,0.020946562290191706
0,1,33,da_as_total_mw_primary_reserve,0.4510072469711303,-0.009202241897583063
0,1,33,da_as_total_mw_synchronized_reserve,0.5258489847183228,0.0022554993629455566
0,1,33,da_as_total_mw_thirty_minutes_reserve,0.4081530570983886,0.012030363082885742
0,1,34,net_actual_interchange_mw,0.2101966738700866,0.027011275291442788
0,1,34,gross_actual_interchange_mw,0.1967159509658813,0.013954102993011502
0,1,34,total_gen,0.9138833284378052,0.0058692097663879395
0,1,34,metered_load_mw,0.8869228959083557,0.004354298114776611
0,1,34,total_losses,0.5224893093109131,-0.0027388334274291992
0,1,34,congestion_price_da,0.109606385231018,-0.009855508804321303
0,1,34,congestion_price_rt,0.038139522075653,-0.029465913772583
0,1,34,marginal_loss_price_da,0.2678926587104797,0.0017004609107970636
