key,size,conf,est
00,1,net_actual_interchange_mw,0.1414405107498169
00,1,gross_actual_interchange_mw,0.135278582572937
00,1,total_gen,0.7352043986320496
00,1,metered_load_mw,0.7179474830627441
00,1,total_losses,0.478887677192688
00,1,congestion_price_da,0.07282799482345581
00,1,congestion_price_rt,0.0
00,1,marginal_loss_price_da,0.26428383588790894
00,1,total_lmp_da,0.3183516263961792
00,1,da_as_total_mw_primary_reserve,0.07420164346694946
00,1,da_as_total_mw_synchronized_reserve,0.09050577878952026
00,1,da_as_total_mw_thirty_minutes_reserve,0.06197863817214966
01,1,net_actual_interchange_mw,0.12153548002243042
01,1,gross_actual_interchange_mw,0.14965873956680298
01,1,total_gen,0.865972638130188
01,1,metered_load_mw,0.8358418941497803
01,1,total_losses,0.23822009563446045
01,1,congestion_price_da,0.12157315015792847
01,1,congestion_price_rt,0.0603521466255188
01,1,marginal_loss_price_da,0.2067873477935791
01,1,total_lmp_da,0.3865669369697571
01,1,da_as_total_mw_primary_reserve,0.11801451444625854
01,1,da_as_total_mw_synchronized_reserve,0.10102230310440063
01,1,da_as_total_mw_thirty_minutes_reserve,0.27077484130859375
02,1,net_actual_interchange_mw,0.007201671600341797
02,1,gross_actual_interchange_mw,0.0
02,1,total_gen,0.22396600246429443
02,1,metered_load_mw,0.2310621738433838
02,1,total_losses,0.0
02,1,congestion_price_da,0.06715548038482666
02,1,congestion_price_rt,0.049518883228302
02,1,marginal_loss_price_da,0.1229252815246582
02,1,total_lmp_da,0.2197086215019226
02,1,da_as_total_mw_primary_reserve,0.03462022542953491
02,1,da_as_total_mw_synchronized_reserve,0.09293252229690552
02,1,da_as_total_mw_thirty_minutes_reserve,0.07297080755233765
03,1,net_actual_interchange_mw,0.042098402976989746
03,1,gross_actual_interchange_mw,0.02437424659729004
03,1,total_gen,0.15959763526916504
03,1,metered_load_mw,0.2003902792930603
03,1,total_losses,0.0
03,1,congestion_price_da,0.01639997959136963
03,1,congestion_price_rt,0.10988181829452515
03,1,marginal_loss_price_da,0.09962040185928345
03,1,total_lmp_da,0.1847805380821228
03,1,da_as_total_mw_primary_reserve,0.003770887851715088
03,1,da_as_total_mw_synchronized_reserve,0.018541336059570312
03,1,da_as_total_mw_thirty_minutes_reserve,0.18985044956207275
04,1,net_actual_interchange_mw,0.21840476989746094
04,1,gross_actual_interchange_mw,0.135165274143219
04,1,total_gen,0.37532365322113037
04,1,metered_load_mw,0.3220714330673218
04,1,total_losses,0.38598424196243286
04,1,congestion_price_da,0.03300684690475464
04,1,congestion_price_rt,0.0
04,1,marginal_loss_price_da,0.057888150215148926
04,1,total_lmp_da,0.0
04,1,da_as_total_mw_primary_reserve,0.2150287628173828
04,1,da_as_total_mw_synchronized_reserve,0.05706143379211426
04,1,da_as_total_mw_thirty_minutes_reserve,0.25447404384613037
05,1,net_actual_interchange_mw,0.009336471557617188
05,1,gross_actual_interchange_mw,0.024505555629730225
05,1,total_gen,0.48598694801330566
05,1,metered_load_mw,0.5076558589935303
05,1,total_losses,0.11169403791427612
05,1,congestion_price_da,0.14576101303100586
05,1,congestion_price_rt,0.1099557876586914
05,1,marginal_loss_price_da,0.46925681829452515
05,1,total_lmp_da,0.6545737981796265
05,1,da_as_total_mw_primary_reserve,0.016964375972747803
05,1,da_as_total_mw_synchronized_reserve,0.04359036684036255
05,1,da_as_total_mw_thirty_minutes_reserve,0.2033265233039856
06,1,net_actual_interchange_mw,0.07139521837234497
06,1,gross_actual_interchange_mw,0.03953629732131958
06,1,total_gen,0.07005923986434937
06,1,metered_load_mw,0.05755192041397095
06,1,total_losses,0.09090584516525269
06,1,congestion_price_da,0.0
06,1,congestion_price_rt,0.0
06,1,marginal_loss_price_da,0.008541285991668701
06,1,total_lmp_da,0.003689587116241455
06,1,da_as_total_mw_primary_reserve,0.023800015449523926
06,1,da_as_total_mw_synchronized_reserve,0.0010222196578979492
06,1,da_as_total_mw_thirty_minutes_reserve,0.04714459180831909
07,1,net_actual_interchange_mw,0.01076430082321167
07,1,gross_actual_interchange_mw,0.12278735637664795
07,1,total_gen,0.0
07,1,metered_load_mw,0.0
07,1,total_losses,0.04541444778442383
07,1,congestion_price_da,0.007838845252990723
07,1,congestion_price_rt,0.0
07,1,marginal_loss_price_da,0.0
07,1,total_lmp_da,0.010992825031280518
07,1,da_as_total_mw_primary_reserve,0.000692903995513916
07,1,da_as_total_mw_synchronized_reserve,0.004507601261138916
07,1,da_as_total_mw_thirty_minutes_reserve,0.0
08,1,net_actual_interchange_mw,0.014421343803405762
08,1,gross_actual_interchange_mw,0.031041204929351807
08,1,total_gen,0.0
08,1,metered_load_mw,0.0
08,1,total_losses,0.0
08,1,congestion_price_da,0.0
08,1,congestion_price_rt,0.03993195295333862
08,1,marginal_loss_price_da,0.03947979211807251
08,1,total_lmp_da,0.09369570016860962
08,1,da_as_total_mw_primary_reserve,0.020185351371765137
08,1,da_as_total_mw_synchronized_reserve,0.014957547187805176
08,1,da_as_total_mw_thirty_minutes_reserve,0.06143534183502197
09,1,net_actual_interchange_mw,0.015432238578796387
09,1,gross_actual_interchange_mw,0.0
09,1,total_gen,0.03560429811477661
09,1,metered_load_mw,0.024005889892578125
09,1,total_losses,0.049072444438934326
09,1,congestion_price_da,0.0
09,1,congestion_price_rt,0.0
09,1,marginal_loss_price_da,0.0
09,1,total_lmp_da,0.0028808116912841797
09,1,da_as_total_mw_primary_reserve,0.010316252708435059
09,1,da_as_total_mw_synchronized_reserve,0.04183089733123779
09,1,da_as_total_mw_thirty_minutes_reserve,0.0
10,1,net_actual_interchange_mw,0.16020870208740234
10,1,gross_actual_interchange_mw,0.12859833240509033
