key,size,conf,est
10,1,total_gen,0.44008857011795044
10,1,metered_load_mw,0.42842620611190796
10,1,total_losses,0.4560147523880005
10,1,congestion_price_da,0.04134029150009155
10,1,congestion_price_rt,0.0
10,1,marginal_loss_price_da,0.095456063747406
10,1,total_lmp_da,0.10750949382781982
10,1,da_as_total_mw_primary_reserve,0.08210378885269165
10,1,da_as_total_mw_synchronized_reserve,0.07762295007705688
10,1,da_as_total_mw_thirty_minutes_reserve,0.059125661849975586
11,1,net_actual_interchange_mw,0.06460034847259521
11,1,gross_actual_interchange_mw,0.06706780195236206
11,1,total_gen,0.20770388841629028
11,1,metered_load_mw,0.19318246841430664
11,1,total_losses,0.02334374189376831
11,1,congestion_price_da,0.023073315620422363
11,1,congestion_price_rt,0.004486501216888428
11,1,marginal_loss_price_da,0.025066375732421875
11,1,total_lmp_da,0.0758439302444458
11,1,da_as_total_mw_primary_reserve,0.03795522451400757
11,1,da_as_total_mw_synchronized_reserve,0.07320511341094971
11,1,da_as_total_mw_thirty_minutes_reserve,0.012647509574890137
12,1,net_actual_interchange_mw,0.0
12,1,gross_actual_interchange_mw,0.0027403831481933594
12,1,total_gen,0.05622011423110962
12,1,metered_load_mw,0.0664246678352356
12,1,total_losses,0.0
12,1,congestion_price_da,0.020915567874908447
12,1,congestion_price_rt,0.011159241199493408
12,1,marginal_loss_price_da,0.05961203575134277
12,1,total_lmp_da,0.11791986227035522
12,1,da_as_total_mw_primary_reserve,0.05924433469772339
12,1,da_as_total_mw_synchronized_reserve,0.07088267803192139
12,1,da_as_total_mw_thirty_minutes_reserve,0.0687791109085083
13,1,net_actual_interchange_mw,0.11013197898864746
13,1,gross_actual_interchange_mw,0.005196690559387207
13,1,total_gen,0.047230303287506104
13,1,metered_load_mw,0.05738484859466553
13,1,total_losses,0.0
13,1,congestion_price_da,0.0
13,1,congestion_price_rt,0.08674418926239014
13,1,marginal_loss_price_da,0.017474055290222168
13,1,total_lmp_da,0.0744173526763916
13,1,da_as_total_mw_primary_reserve,0.045606911182403564
13,1,da_as_total_mw_synchronized_reserve,0.008519947528839111
13,1,da_as_total_mw_thirty_minutes_reserve,0.219213604927063
14,1,net_actual_interchange_mw,0.06354379653930664
14,1,gross_actual_interchange_mw,0.07376819849014282
14,1,total_gen,0.8434425592422485
14,1,metered_load_mw,0.8422393798828125
14,1,total_losses,0.1901591420173645
14,1,congestion_price_da,0.08870047330856323
14,1,congestion_price_rt,0.06690061092376709
14,1,marginal_loss_price_da,0.23084717988967896
14,1,total_lmp_da,0.40804076194763184
14,1,da_as_total_mw_primary_reserve,0.018621861934661865
14,1,da_as_total_mw_synchronized_reserve,0.06855040788650513
14,1,da_as_total_mw_thirty_minutes_reserve,0.14841902256011963
15,1,net_actual_interchange_mw,0.0069214701652526855
15,1,gross_actual_interchange_mw,0.02039623260498047
15,1,total_gen,0.32982301712036133
15,1,metered_load_mw,0.35773658752441406
15,1,total_losses,0.06359857320785522
15,1,congestion_price_da,0.0
15,1,congestion_price_rt,0.08707356452941895
15,1,marginal_loss_price_da,0.3853328227996826
15,1,total_lmp_da,0.5564920902252197
15,1,da_as_total_mw_primary_reserve,0.014586389064788818
15,1,da_as_total_mw_synchronized_reserve,0.02729666233062744
15,1,da_as_total_mw_thirty_minutes_reserve,0.22661840915679932
16,1,net_actual_interchange_mw,0.026178479194641113
16,1,gross_actual_interchange_mw,0.03228336572647095
16,1,total_gen,0.4776221513748169
16,1,metered_load_mw,0.47103095054626465
16,1,total_losses,0.12134915590286255
16,1,congestion_price_da,0.053705692291259766
16,1,congestion_price_rt,0.03762185573577881
16,1,marginal_loss_price_da,0.15749377012252808
16,1,total_lmp_da,0.2103707194328308
16,1,da_as_total_mw_primary_reserve,0.014737069606781006
16,1,da_as_total_mw_synchronized_reserve,0.09224212169647217
16,1,da_as_total_mw_thirty_minutes_reserve,0.0
17,1,net_actual_interchange_mw,0.001188039779663086
17,1,gross_actual_interchange_mw,0.1550196409225464
17,1,total_gen,0.030951261520385742
17,1,metered_load_mw,0.03708392381668091
17,1,total_losses,0.1160387396812439
17,1,congestion_price_da,0.017821550369262695
17,1,congestion_price_rt,0.0026837587356567383
17,1,marginal_loss_price_da,0.015896737575531006
17,1,total_lmp_da,0.0487094521522522
17,1,da_as_total_mw_primary_reserve,0.0
17,1,da_as_total_mw_synchronized_reserve,0.00018918514251708984
17,1,da_as_total_mw_thirty_minutes_reserve,0.0
18,1,net_actual_interchange_mw,0.029156208038330078
18,1,gross_actual_interchange_mw,0.0
18,1,total_gen,0.11447721719741821
18,1,metered_load_mw,0.10212099552154541
18,1,total_losses,0.013118565082550049
18,1,congestion_price_da,0.0026262998580932617
18,1,congestion_price_rt,0.0
18,1,marginal_loss_price_da,0.009243190288543701
18,1,total_lmp_da,0.022918701171875
18,1,da_as_total_mw_primary_reserve,0.01170647144317627
18,1,da_as_total_mw_synchronized_reserve,0.061163365840911865
18,1,da_as_total_mw_thirty_minutes_reserve,0.00021648406982421875
19,1,net_actual_interchange_mw,0.03528672456741333
19,1,gross_actual_interchange_mw,0.14956915378570557
19,1,total_gen,0.9629452228546143
19,1,metered_load_mw,0.9750054478645325
19,1,total_losses,0.40660274028778076
19,1,congestion_price_da,0.15446549654006958
19,1,congestion_price_rt,0.08577030897140503
19,1,marginal_loss_price_da,0.347270131111145
19,1,total_lmp_da,0.48964017629623413
19,1,da_as_total_mw_primary_reserve,0.06946545839309692
19,1,da_as_total_mw_synchronized_reserve,0.05861520767211914
19,1,da_as_total_mw_thirty_minutes_reserve,0.20461219549179077
20,1,net_actual_interchange_mw,0.059072256088256836
20,1,gross_actual_interchange_mw,0.13405388593673706
20,1,total_gen,0.954515278339386
20,1,metered_load_mw,0.9638167023658752
20,1,total_losses,0.4087332487106323
20,1,congestion_price_da,0.15201741456985474
20,1,congestion_price_rt,0.07780420780181885
20,1,marginal_loss_price_da,0.34390491247177124
20,1,total_lmp_da,0.49244225025177
20,1,da_as_total_mw_primary_reserve,0.07185328006744385
20,1,da_as_total_mw_synchronized_reserve,0.0638766884803772
20,1,da_as_total_mw_thirty_minutes_reserve,0.20764696598052979
21,1,net_actual_interchange_mw,0.022436320781707764
21,1,gross_actual_interchange_mw,0.0
21,1,total_gen,0.0
21,1,metered_load_mw,0.004674553871154785
21,1,total_losses,0.0
21,1,congestion_price_da,0.014091968536376953
21,1,congestion_price_rt,0.1524122953414917
21,1,marginal_loss_price_da,0.12380015850067139
21,1,total_lmp_da,0.20374363660812378
21,1,da_as_total_mw_primary_reserve,0.0
21,1,da_as_total_mw_synchronized_reserve,0.0009597539901733398
21,1,da_as_total_mw_thirty_minutes_reserve,0.058660149574279785
22,1,net_actual_interchange_mw,0.02684396505355835
22,1,gross_actual_interchange_mw,0.0
22,1,total_gen,0.0
22,1,metered_load_mw,0.0
22,1,total_losses,0.0
22,1,congestion_price_da,0.0
22,1,congestion_price_rt,0.0003695487976074219
22,1,marginal_loss_price_da,0.0
22,1,total_lmp_da,0.0028824210166931152
22,1,da_as_total_mw_primary_reserve,0.02864062786102295
22,1,da_as_total_mw_synchronized_reserve,2.962350845336914e-05
22,1,da_as_total_mw_thirty_minutes_reserve,0.08685100078582764
23,1,net_actual_interchange_mw,0.006805300712585449
23,1,gross_actual_interchange_mw,0.0
23,1,total_gen,0.02325916290283203
23,1,metered_load_mw,0.022208094596862793
23,1,total_losses,0.010173559188842773
23,1,congestion_price_da,0.0
23,1,congestion_price_rt,0.028856992721557617
23,1,marginal_loss_price_da,0.030108630657196045
23,1,total_lmp_da,0.04756772518157959
23,1,da_as_total_mw_primary_reserve,0.0
23,1,da_as_total_mw_synchronized_reserve,0.012101829051971436
23,1,da_as_total_mw_thirty_minutes_reserve,0.0
24,1,net_actual_interchange_mw,0.08616644144058228
24,1,gross_actual_interchange_mw,0.11303830146789551
24,1,total_gen,0.0
24,1,metered_load_mw,0.0
24,1,total_losses,0.0
24,1,congestion_price_da,0.0
24,1,congestion_price_rt,0.0
24,1,marginal_loss_price_da,0.0
24,1,total_lmp_da,0.05004769563674927
24,1,da_as_total_mw_primary_reserve,0.030750691890716553
24,1,da_as_total_mw_synchronized_reserve,0.0
24,1,da_as_total_mw_thirty_minutes_reserve,0.052781105041503906
25,1,net_actual_interchange_mw,0.006984710693359375
25,1,gross_actual_interchange_mw,0.0
25,1,total_gen,0.0
25,1,metered_load_mw,0.0
25,1,total_losses,0.0
25,1,congestion_price_da,3.445148468017578e-05
25,1,congestion_price_rt,0.0
25,1,marginal_loss_price_da,0.0
25,1,total_lmp_da,0.0
25,1,da_as_total_mw_primary_reserve,0.020938634872436523
25,1,da_as_total_mw_synchronized_reserve,0.008794605731964111
25,1,da_as_total_mw_thirty_minutes_reserve,0.002139449119567871
26,1,net_actual_interchange_mw,0.06389862298965454
26,1,gross_actual_interchange_mw,0.08175486326217651
26,1,total_gen,0.0
26,1,metered_load_mw,0.0
26,1,total_losses,0.019275784492492676
26,1,congestion_price_da,0.006873011589050293
26,1,congestion_price_rt,0.004833579063415527
26,1,marginal_loss_price_da,0.017986416816711426
26,1,total_lmp_da,0.05690479278564453
26,1,da_as_total_mw_primary_reserve,0.009793996810913086
26,1,da_as_total_mw_synchronized_reserve,0.014456868171691895
26,1,da_as_total_mw_thirty_minutes_reserve,0.011298656463623047
27,1,net_actual_interchange_mw,0.030416131019592285
27,1,gross_actual_interchange_mw,0.012405931949615479
27,1,total_gen,0.017136752605438232
27,1,metered_load_mw,0.02918308973312378
27,1,total_losses,0.010845541954040527
27,1,congestion_price_da,0.03048396110534668
27,1,congestion_price_rt,0.1455952525138855
27,1,marginal_loss_price_da,0.12691670656204224
27,1,total_lmp_da,0.20776259899139404
27,1,da_as_total_mw_primary_reserve,0.0031464099884033203
27,1,da_as_total_mw_synchronized_reserve,0.0002211928367614746
27,1,da_as_total_mw_thirty_minutes_reserve,0.0665406584739685
28,1,net_actual_interchange_mw,0.05169570446014404
28,1,gross_actual_interchange_mw,0.0
28,1,total_gen,0.0
28,1,metered_load_mw,0.0
28,1,total_losses,0.0
28,1,congestion_price_da,0.0
28,1,congestion_price_rt,0.0029506683349609375
28,1,marginal_loss_price_da,0.0
28,1,total_lmp_da,0.0020161867141723633
28,1,da_as_total_mw_primary_reserve,0.03552526235580444
28,1,da_as_total_mw_synchronized_reserve,0.0063703060150146484
28,1,da_as_total_mw_thirty_minutes_reserve,0.07911717891693115
29,1,net_actual_interchange_mw,0.018019139766693115
29,1,gross_actual_interchange_mw,0.0038764476776123047
29,1,total_gen,0.09674930572509766
29,1,metered_load_mw,0.11534833908081055
29,1,total_losses,0.007237672805786133
29,1,congestion_price_da,0.037844836711883545
29,1,congestion_price_rt,0.055384039878845215
29,1,marginal_loss_price_da,0.2985248565673828
29,1,total_lmp_da,0.5850658416748047
29,1,da_as_total_mw_primary_reserve,0.0725279450416565
29,1,da_as_total_mw_synchronized_reserve,0.08487510681152344
29,1,da_as_total_mw_thirty_minutes_reserve,0.28278160095214844
30,1,net_actual_interchange_mw,0.016512155532836914
30,1,gross_actual_interchange_mw,0.0
30,1,total_gen,0.09031456708908081
30,1,metered_load_mw,0.11365407705307007
30,1,total_losses,0.0
30,1,congestion_price_da,0.04909855127334595
30,1,congestion_price_rt,0.05705726146697998
30,1,marginal_loss_price_da,0.3465421795845032
30,1,total_lmp_da,0.6547983884811401
30,1,da_as_total_mw_primary_reserve,0.036177873611450195
30,1,da_as_total_mw_synchronized_reserve,0.04191315174102783
30,1,da_as_total_mw_thirty_minutes_reserve,0.3019060492515564
31,1,net_actual_interchange_mw,0.18046587705612183
31,1,gross_actual_interchange_mw,0.008495688438415527
31,1,total_gen,0.15116339921951294
31,1,metered_load_mw,0.11632752418518066
31,1,total_losses,0.0610734224319458
31,1,congestion_price_da,0.049484074115753174
31,1,congestion_price_rt,0.0
31,1,marginal_loss_price_da,0.010554492473602295
31,1,total_lmp_da,0.008025646209716797
31,1,da_as_total_mw_primary_reserve,0.4419591426849365
31,1,da_as_total_mw_synchronized_reserve,0.5263513326644897
31,1,da_as_total_mw_thirty_minutes_reserve,0.09504151344299316
32,1,net_actual_interchange_mw,0.18279850482940674
32,1,gross_actual_interchange_mw,0.01317596435546875
32,1,total_gen,0.15141278505325317
32,1,metered_load_mw,0.11620968580245972
32,1,total_losses,0.059535086154937744
32,1,congestion_price_da,0.04987722635269165
32,1,congestion_price_rt,0.0
32,1,marginal_loss_price_da,0.01366204023361206
32,1,total_lmp_da,0.009647667407989502
32,1,da_as_total_mw_primary_reserve,0.44806116819381714
32,1,da_as_total_mw_synchronized_reserve,0.5288580060005188
32,1,da_as_total_mw_thirty_minutes_reserve,0.09804648160934448
33,1,net_actual_interchange_mw,0.2017955183982849
33,1,gross_actual_interchange_mw,0.00257796049118042
33,1,total_gen,0.14391809701919556
33,1,metered_load_mw,0.10889381170272827
33,1,total_losses,0.05212712287902832
33,1,congestion_price_da,0.04448062181472778
33,1,congestion_price_rt,0.0
33,1,marginal_loss_price_da,0.015553593635559082
33,1,total_lmp_da,0.010211050510406494
33,1,da_as_total_mw_primary_reserve,0.4396764636039734
33,1,da_as_total_mw_synchronized_reserve,0.52019202709198
33,1,da_as_total_mw_thirty_minutes_reserve,0.07909202575683594
34,1,net_actual_interchange_mw,0.003451824188232422
34,1,gross_actual_interchange_mw,0.024971306324005127
34,1,total_gen,0.012693405151367188
34,1,metered_load_mw,0.015231490135192871
34,1,total_losses,0.007380783557891846
34,1,congestion_price_da,0.0014216899871826172
34,1,congestion_price_rt,0.0029134750366210938
34,1,marginal_loss_price_da,0.002355515956878662
34,1,total_lmp_da,0.009910225868225098
34,1,da_as_total_mw_primary_reserve,0.0
34,1,da_as_total_mw_synchronized_reserve,0.01471102237701416
34,1,da_as_total_mw_thirty_minutes_reserve,0.0
35,1,net_actual_interchange_mw,0.0
35,1,gross_actual_interchange_mw,0.018075942993164062
35,1,total_gen,0.0
35,1,metered_load_mw,0.0
35,1,total_losses,0.0
35,1,congestion_price_da,0.0
35,1,congestion_price_rt,0.004220902919769287
35,1,marginal_loss_price_da,0.0
35,1,total_lmp_da,0.00012129545211791992
35,1,da_as_total_mw_primary_reserve,0.0013220906257629395
35,1,da_as_total_mw_synchronized_reserve,0.016664505004882812
35,1,da_as_total_mw_thirty_minutes_reserve,0.00282365083694458
36,1,net_actual_interchange_mw,0.005203962326049805
36,1,gross_actual_interchange_mw,0.023722171783447266
36,1,total_gen,0.0
36,1,metered_load_mw,0.0
36,1,total_losses,0.005388975143432617
36,1,congestion_price_da,0.001988530158996582
36,1,congestion_price_rt,0.0030164122581481934
36,1,marginal_loss_price_da,0.00553816556930542
36,1,total_lmp_da,0.005877852439880371
36,1,da_as_total_mw_primary_reserve,0.0
36,1,da_as_total_mw_synchronized_reserve,0.015167236328125
36,1,da_as_total_mw_thirty_minutes_reserve,0.0
37,1,net_actual_interchange_mw,0.009423971176147461
37,1,gross_actual_interchange_mw,0.00102996826171875
37,1,total_gen,0.0
37,1,metered_load_mw,0.0
37,1,total_losses,0.026071250438690186
37,1,congestion_price_da,0.0
37,1,congestion_price_rt,0.004886150360107422
37,1,marginal_loss_price_da,0.0
37,1,total_lmp_da,0.02113509178161621
37,1,da_as_total_mw_primary_reserve,0.5972586870193481
37,1,da_as_total_mw_synchronized_reserve,0.2902255058288574
37,1,da_as_total_mw_thirty_minutes_reserve,0.1435546875
38,1,net_actual_interchange_mw,0.08073997497558594
38,1,gross_actual_interchange_mw,0.08140116930007935
38,1,total_gen,0.3551377058029175
38,1,metered_load_mw,0.4167942404747009
38,1,total_losses,0.1901513934135437
38,1,congestion_price_da,0.04600018262863159
38,1,congestion_price_rt,0.11922401189804077
38,1,marginal_loss_price_da,0.651091992855072
38,1,total_lmp_da,0.9588704109191895
38,1,da_as_total_mw_primary_reserve,0.03008490800857544
38,1,da_as_total_mw_synchronized_reserve,0.055726468563079834
38,1,da_as_total_mw_thirty_minutes_reserve,0.32560616731643677
39,1,net_actual_interchange_mw,0.022702693939208984
39,1,gross_actual_interchange_mw,0.05211073160171509
39,1,total_gen,0.2500012516975403
39,1,metered_load_mw,0.2970965504646301
39,1,total_losses,0.13082510232925415
39,1,congestion_price_da,0.05564892292022705
39,1,congestion_price_rt,0.4151800870895386
39,1,marginal_loss_price_da,0.3741878867149353
39,1,total_lmp_da,0.48634690046310425
39,1,da_as_total_mw_primary_reserve,0.0
39,1,da_as_total_mw_synchronized_reserve,0.009248197078704834
39,1,da_as_total_mw_thirty_minutes_reserve,0.1948944330215454
40,1,net_actual_interchange_mw,0.0325130820274353
40,1,gross_actual_interchange_mw,0.10207295417785645
40,1,total_gen,0.29341280460357666
40,1,metered_load_mw,0.35311776399612427
40,1,total_losses,0.2731857895851135
40,1,congestion_price_da,0.0739561915397644
40,1,congestion_price_rt,0.3144887685775757
40,1,marginal_loss_price_da,0.398895263671875
40,1,total_lmp_da,0.4806020259857178
40,1,da_as_total_mw_primary_reserve,0.0
40,1,da_as_total_mw_synchronized_reserve,0.005726337432861328
40,1,da_as_total_mw_thirty_minutes_reserve,0.11915773153305054
41,1,net_actual_interchange_mw,0.0017008781433105469
41,1,gross_actual_interchange_mw,0.00952756404876709
41,1,total_gen,0.011203169822692871
41,1,metered_load_mw,0.007850587368011475
41,1,total_losses,0.0
41,1,congestion_price_da,0.006894171237945557
41,1,congestion_price_rt,0.0
41,1,marginal_loss_price_da,0.001206040382385254
41,1,total_lmp_da,0.01559293270111084
41,1,da_as_total_mw_primary_reserve,0.0005298256874084473
41,1,da_as_total_mw_synchronized_reserve,0.0
41,1,da_as_total_mw_thirty_minutes_reserve,0.0
42,1,net_actual_interchange_mw,0.23204320669174194
42,1,gross_actual_interchange_mw,0.2262694239616394
42,1,total_gen,0.089225172996521
42,1,metered_load_mw,0.054353415966033936
42,1,total_losses,0.047344744205474854
42,1,congestion_price_da,0.02166891098022461
42,1,congestion_price_rt,0.0038856863975524902
42,1,marginal_loss_price_da,0.005710124969482422
42,1,total_lmp_da,0.04091799259185791
42,1,da_as_total_mw_primary_reserve,0.031927645206451416
42,1,da_as_total_mw_synchronized_reserve,0.022074103355407715
42,1,da_as_total_mw_thirty_minutes_reserve,0.02509361505508423
43,1,net_actual_interchange_mw,0.08899986743927002
43,1,gross_actual_interchange_mw,0.6245595812797546
43,1,total_gen,0.2379969358444214
43,1,metered_load_mw,0.22005915641784668
43,1,total_losses,0.21479737758636475
43,1,congestion_price_da,0.05849778652191162
43,1,congestion_price_rt,0.0
43,1,marginal_loss_price_da,0.05539727210998535
43,1,total_lmp_da,0.1275683045387268
43,1,da_as_total_mw_primary_reserve,0.0
43,1,da_as_total_mw_synchronized_reserve,0.016128599643707275
43,1,da_as_total_mw_thirty_minutes_reserve,0.0
00_01,2,net_actual_interchange_mw,0.1831853985786438
00_01,2,gross_actual_interchange_mw,0.18276184797286987
00_01,2,total_gen,0.9080141186714172
00_01,2,metered_load_mw,0.8825685977935791
00_01,2,total_losses,0.5252281427383423
00_01,2,congestion_price_da,0.1039918065071106
00_01,2,congestion_price_rt,0.030164778232574463
00_01,2,marginal_loss_price_da,0.2661921977996826
00_01,2,total_lmp_da,0.40556037425994873
00_01,2,da_as_total_mw_primary_reserve,0.1410045027732849
00_01,2,da_as_total_mw_synchronized_reserve,0.14374452829360962
00_01,2,da_as_total_mw_thirty_minutes_reserve,0.30949121713638306
00_02,2,net_actual_interchange_mw,0.135431706905365
00_02,2,gross_actual_interchange_mw,0.12991422414779663
00_02,2,total_gen,0.8130199909210205
00_02,2,metered_load_mw,0.803998589515686
00_02,2,total_losses,0.4818745255470276
00_02,2,congestion_price_da,0.11170071363449097
00_02,2,congestion_price_rt,0.039871394634246826
00_02,2,marginal_loss_price_da,0.2966230511665344
00_02,2,total_lmp_da,0.4172021746635437
00_02,2,da_as_total_mw_primary_reserve,0.15025240182876587
00_02,2,da_as_total_mw_synchronized_reserve,0.147926926612854
00_02,2,da_as_total_mw_thirty_minutes_reserve,0.21467691659927368
00_03,2,net_actual_interchange_mw,0.2385193109512329
00_03,2,gross_actual_interchange_mw,0.16571259498596191
00_03,2,total_gen,0.7766728401184082
00_03,2,metered_load_mw,0.7750822305679321
00_03,2,total_losses,0.5095086097717285
00_03,2,congestion_price_da,0.11018204689025879
00_03,2,congestion_price_rt,0.0931406021118164
00_03,2,marginal_loss_price_da,0.3103417754173279
00_03,2,total_lmp_da,0.4159873127937317
00_03,2,da_as_total_mw_primary_reserve,0.11922848224639893
00_03,2,da_as_total_mw_synchronized_reserve,0.11823207139968872
00_03,2,da_as_total_mw_thirty_minutes_reserve,0.29849016666412354
00_04,2,net_actual_interchange_mw,0.29932814836502075
00_04,2,gross_actual_interchange_mw,0.17244267463684082
00_04,2,total_gen,0.7805416584014893
00_04,2,metered_load_mw,0.7488652467727661
00_04,2,total_losses,0.5953311920166016
00_04,2,congestion_price_da,0.08838135004043579
00_04,2,congestion_price_rt,0.031588971614837646
00_04,2,marginal_loss_price_da,0.2733110189437866
00_04,2,total_lmp_da,0.3251349925994873
00_04,2,da_as_total_mw_primary_reserve,0.22241294384002686
00_04,2,da_as_total_mw_synchronized_reserve,0.10928225517272949
00_04,2,da_as_total_mw_thirty_minutes_reserve,0.40766817331314087
00_05,2,net_actual_interchange_mw,0.1778939962387085
00_05,2,gross_actual_interchange_mw,0.14610165357589722
00_05,2,total_gen,0.803696870803833
00_05,2,metered_load_mw,0.8009688854217529
00_05,2,total_losses,0.49743884801864624
00_05,2,congestion_price_da,0.1533970832824707
00_05,2,congestion_price_rt,0.09032654762268066
00_05,2,marginal_loss_price_da,0.4648553729057312
00_05,2,total_lmp_da,0.6330090761184692
00_05,2,da_as_total_mw_primary_reserve,0.09584814310073853
00_05,2,da_as_total_mw_synchronized_reserve,0.10023778676986694
00_05,2,da_as_total_mw_thirty_minutes_reserve,0.32216960191726685
00_06,2,net_actual_interchange_mw,0.18409889936447144
00_06,2,gross_actual_interchange_mw,0.14814907312393188
00_06,2,total_gen,0.7159357070922852
00_06,2,metered_load_mw,0.6975945830345154
00_06,2,total_losses,0.508459210395813
00_06,2,congestion_price_da,0.038031697273254395
