ix,conf,syn3_true,syn2_true_max,group
"(3, 6, 16)",congestion_price_da,0.0581870079040527,0.0971154570579528,triple_rand
"(3, 6, 16)",congestion_price_rt,0.0359804034233093,0.0362604856491088,triple_rand
"(3, 6, 16)",da_as_total_mw_primary_reserve,0.0910509824752807,0.0747024416923523,triple_rand
"(3, 6, 16)",da_as_total_mw_synchronized_reserve,0.0687116384506225,0.0868986845016479,triple_rand
"(3, 6, 16)",da_as_total_mw_thirty_minutes_reserve,0.1794164180755615,0.2504512667655945,triple_rand
"(3, 6, 16)",gross_actual_interchange_mw,0.0565767884254455,0.0941823720932006,triple_rand
"(3, 6, 16)",marginal_loss_price_da,0.0865195393562316,0.1247168779373169,triple_rand
"(3, 6, 16)",metered_load_mw,0.0201542973518371,0.3836708068847656,triple_rand
"(3, 6, 16)",net_actual_interchange_mw,0.1779110431671142,0.130922257900238,triple_rand
"(3, 6, 16)",total_gen,0.008959412574768,0.4065583944320678,triple_rand
"(3, 6, 16)",total_lmp_da,0.070371925830841,0.2246158719062805,triple_rand
"(3, 6, 16)",total_losses,0.0768331885337829,0.2632440328598022,triple_rand
"(6, 16, 40)",congestion_price_da,0.0399693846702575,0.0797709226608276,triple_rand
"(6, 16, 40)",congestion_price_rt,0.0206729173660278,0.0362604856491088,triple_rand
"(6, 16, 40)",da_as_total_mw_primary_reserve,0.0234149098396301,0.0747024416923523,triple_rand
"(6, 16, 40)",da_as_total_mw_synchronized_reserve,0.0274465680122375,0.0258552432060241,triple_rand
"(6, 16, 40)",da_as_total_mw_thirty_minutes_reserve,0.0794591307640075,0.2504512667655945,triple_rand
"(6, 16, 40)",gross_actual_interchange_mw,0.0383815169334411,0.0941823720932006,triple_rand
"(6, 16, 40)",marginal_loss_price_da,0.0290270447731018,0.1247168779373169,triple_rand
"(6, 16, 40)",metered_load_mw,0.0212921500205993,0.3836708068847656,triple_rand
"(6, 16, 40)",net_actual_interchange_mw,0.1617929935455322,0.1269168257713318,triple_rand
"(6, 16, 40)",total_gen,0.0058778524398803,0.4065583944320678,triple_rand
"(6, 16, 40)",total_lmp_da,0.060522437095642,0.2246158719062805,triple_rand
"(6, 16, 40)",total_losses,0.1585093736648559,0.2632440328598022,triple_rand
"(4, 14, 18)",congestion_price_da,0.0098397135734558,0.1008523106575012,triple_rand
"(4, 14, 18)",congestion_price_rt,0.0098505616188049,0.0817228555679321,triple_rand
"(4, 14, 18)",da_as_total_mw_primary_reserve,0.0187194347381591,0.0203732848167419,triple_rand
"(4, 14, 18)",da_as_total_mw_synchronized_reserve,0.034180462360382,0.0630241632461547,triple_rand
"(4, 14, 18)",da_as_total_mw_thirty_minutes_reserve,0.0324013829231262,0.2871468663215637,triple_rand
"(4, 14, 18)",gross_actual_interchange_mw,0.0284686684608459,0.0567433834075927,triple_rand
"(4, 14, 18)",marginal_loss_price_da,-0.0030744671821594,0.2336246967315673,triple_rand
"(4, 14, 18)",metered_load_mw,0.0027015805244445,0.1114298105239868,triple_rand
"(4, 14, 18)",net_actual_interchange_mw,0.0609050393104553,0.0490857362747192,triple_rand
"(4, 14, 18)",total_gen,0.0010142922401428,0.1337857842445373,triple_rand
"(4, 14, 18)",total_lmp_da,-0.0014472007751464,0.1514996290206909,triple_rand
"(4, 14, 18)",total_losses,0.1255508661270141,0.1608315110206604,triple_rand
"(8, 14, 25)",congestion_price_da,0.0103327631950378,0.0062125325202941,triple_rand
"(8, 14, 25)",congestion_price_rt,0.0019865632057189,0.0299898386001586,triple_rand
"(8, 14, 25)",da_as_total_mw_primary_reserve,0.0339193940162658,0.0354741811752319,triple_rand
"(8, 14, 25)",da_as_total_mw_synchronized_reserve,0.0175830125808715,0.0211902260780334,triple_rand
"(8, 14, 25)",da_as_total_mw_thirty_minutes_reserve,0.0220337510108947,0.0384272933006286,triple_rand
"(8, 14, 25)",gross_actual_interchange_mw,0.001444399356842,0.0289357900619506,triple_rand
"(8, 14, 25)",marginal_loss_price_da,0.0125126242637634,0.017604112625122,triple_rand
"(8, 14, 25)",metered_load_mw,-5.376338958740234e-05,0.0147182345390319,triple_rand
"(8, 14, 25)",net_actual_interchange_mw,0.0336840748786926,0.0353725552558898,triple_rand
"(8, 14, 25)",total_gen,-0.0009366273880004,0.0167133808135986,triple_rand
"(8, 14, 25)",total_lmp_da,0.0087922811508178,0.0370324850082397,triple_rand
"(8, 14, 25)",total_losses,0.0096887350082397,0.022503912448883,triple_rand
"(10, 20, 36)",congestion_price_da,0.0215815305709838,0.0136382579803466,triple_rand
"(10, 20, 36)",congestion_price_rt,0.0198590159416198,0.017450213432312,triple_rand
"(10, 20, 36)",da_as_total_mw_primary_reserve,0.0391232371330261,0.0538535118103027,triple_rand
"(10, 20, 36)",da_as_total_mw_synchronized_reserve,0.0443679690361022,0.0608718991279602,triple_rand
"(10, 20, 36)",da_as_total_mw_thirty_minutes_reserve,0.0375444293022155,0.1076369285583496,triple_rand
"(10, 20, 36)",gross_actual_interchange_mw,0.0500520467758178,0.0440686345100402,triple_rand
"(10, 20, 36)",marginal_loss_price_da,0.0115100145339965,0.1105431318283081,triple_rand
"(10, 20, 36)",metered_load_mw,9.393692016601562e-05,0.0273680686950683,triple_rand
"(10, 20, 36)",net_actual_interchange_mw,0.0540626049041748,0.0378649234771728,triple_rand
"(10, 20, 36)",total_gen,0.0006325244903564,0.024687647819519,triple_rand
"(10, 20, 36)",total_lmp_da,0.005206286907196,0.0690041780471801,triple_rand
"(10, 20, 36)",total_losses,0.0125088095664978,0.1055296659469604,triple_rand
"(18, 28, 33)",congestion_price_da,0.0090382695198059,0.0123757719993591,triple_rand
"(18, 28, 33)",congestion_price_rt,0.0128688812255859,0.0166665911674499,triple_rand
"(18, 28, 33)",da_as_total_mw_primary_reserve,0.0002200007438659,0.0253679156303405,triple_rand
"(18, 28, 33)",da_as_total_mw_synchronized_reserve,0.0019844770431518,0.0218929648399353,triple_rand
"(18, 28, 33)",da_as_total_mw_thirty_minutes_reserve,0.0498847961425781,0.1048455238342285,triple_rand
"(18, 28, 33)",gross_actual_interchange_mw,0.0158922672271728,0.0177347660064697,triple_rand
"(18, 28, 33)",marginal_loss_price_da,0.0118248462677001,0.0157620310783386,triple_rand
"(18, 28, 33)",metered_load_mw,0.0596436262130737,0.0953894853591919,triple_rand
"(18, 28, 33)",net_actual_interchange_mw,0.0049601197242736,0.0337541103363037,triple_rand
"(18, 28, 33)",total_gen,0.063317060470581,0.1162429451942443,triple_rand
"(18, 28, 33)",total_lmp_da,0.0151927471160888,0.0232909321784973,triple_rand
"(18, 28, 33)",total_losses,0.0559595227241516,0.0371188521385192,triple_rand
"(18, 28, 35)",congestion_price_da,0.002742052078247,0.0123757719993591,triple_rand
"(18, 28, 35)",congestion_price_rt,0.0108786225318908,0.0069057941436767,triple_rand
"(18, 28, 35)",da_as_total_mw_primary_reserve,0.0114364624023437,0.0179091691970825,triple_rand
"(18, 28, 35)",da_as_total_mw_synchronized_reserve,0.0285141468048095,0.0358076691627502,triple_rand
"(18, 28, 35)",da_as_total_mw_thirty_minutes_reserve,0.01861172914505,0.0224632620811462,triple_rand
"(18, 28, 35)",gross_actual_interchange_mw,0.0132142305374145,0.0130043625831604,triple_rand
"(18, 28, 35)",marginal_loss_price_da,0.0084441304206848,0.0303350090980529,triple_rand
"(18, 28, 35)",metered_load_mw,0.0391072630882263,0.0679221153259277,triple_rand
"(18, 28, 35)",net_actual_interchange_mw,0.0265159606933593,0.0344017744064331,triple_rand
"(18, 28, 35)",total_gen,0.0451830625534057,0.061893880367279,triple_rand
"(18, 28, 35)",total_lmp_da,0.0146791934967041,0.0451851487159729,triple_rand
"(18, 28, 35)",total_losses,0.0252373814582824,0.0638236999511718,triple_rand
"(6, 12, 38)",congestion_price_da,0.021923542022705,0.0663296580314636,triple_rand
"(6, 12, 38)",congestion_price_rt,0.0356638431549072,0.0225723385810852,triple_rand
"(6, 12, 38)",da_as_total_mw_primary_reserve,0.0644243359565734,0.0702621340751648,triple_rand
"(6, 12, 38)",da_as_total_mw_synchronized_reserve,0.0448506474494934,0.0687204003334045,triple_rand
"(6, 12, 38)",da_as_total_mw_thirty_minutes_reserve,0.0594233274459838,0.1086463332176208,triple_rand
"(6, 12, 38)",gross_actual_interchange_mw,0.0331728458404541,0.0701289176940918,triple_rand
"(6, 12, 38)",marginal_loss_price_da,0.0094364881515502,0.0509777665138244,triple_rand
"(6, 12, 38)",metered_load_mw,0.0232000946998596,0.0994718074798584,triple_rand
"(6, 12, 38)",net_actual_interchange_mw,0.0401753187179565,0.0993648171424865,triple_rand
"(6, 12, 38)",total_gen,0.0246148705482482,0.1163234114646911,triple_rand
"(6, 12, 38)",total_lmp_da,0.0016078352928161,0.0274632573127746,triple_rand
"(6, 12, 38)",total_losses,0.0547312498092651,0.1051979064941406,triple_rand
"(1, 21, 35)",congestion_price_da,0.0005569458007812,0.0291489958763122,triple_rand
"(1, 21, 35)",congestion_price_rt,0.0031001567840576,0.0394181013107299,triple_rand
"(1, 21, 35)",da_as_total_mw_primary_reserve,0.0240684151649475,0.0292643904685974,triple_rand
"(1, 21, 35)",da_as_total_mw_synchronized_reserve,0.0067847371101379,0.0187334418296813,triple_rand
"(1, 21, 35)",da_as_total_mw_thirty_minutes_reserve,0.0255609154701232,0.0606569647789001,triple_rand
"(1, 21, 35)",gross_actual_interchange_mw,0.0100588798522949,0.0268799066543579,triple_rand
"(1, 21, 35)",marginal_loss_price_da,0.0010892152786254,0.1192890405654907,triple_rand
"(1, 21, 35)",metered_load_mw,-0.0018019676208496,0.0766940116882324,triple_rand
"(1, 21, 35)",net_actual_interchange_mw,0.0368011593818664,0.0871500372886657,triple_rand
"(1, 21, 35)",total_gen,-0.0001550912857055,0.067473292350769,triple_rand
"(1, 21, 35)",total_lmp_da,-0.0053433179855346,0.0880450010299682,triple_rand
"(1, 21, 35)",total_losses,0.0429599285125732,0.0454747080802917,triple_rand
"(8, 25, 39)",congestion_price_da,-0.0060637593269348,0.0090432167053222,triple_rand
"(8, 25, 39)",congestion_price_rt,0.0057029128074646,0.0031403303146362,triple_rand
"(8, 25, 39)",da_as_total_mw_primary_reserve,0.0112367868423461,0.0354741811752319,triple_rand
"(8, 25, 39)",da_as_total_mw_synchronized_reserve,0.0113730430603027,0.0167309641838073,triple_rand
"(8, 25, 39)",da_as_total_mw_thirty_minutes_reserve,0.0183453559875488,0.0369985699653625,triple_rand
"(8, 25, 39)",gross_actual_interchange_mw,0.0038802623748779,0.0183050632476806,triple_rand
"(8, 25, 39)",marginal_loss_price_da,-0.0025059580802917,0.0214139819145202,triple_rand
"(8, 25, 39)",metered_load_mw,0.0010785460472106,0.0211526751518249,triple_rand
"(8, 25, 39)",net_actual_interchange_mw,0.012286901473999,0.0337782502174377,triple_rand
"(8, 25, 39)",total_gen,0.0018320679664611,0.0262945294380188,triple_rand
"(8, 25, 39)",total_lmp_da,0.0092284679412841,0.0178443193435668,triple_rand
"(8, 25, 39)",total_losses,0.0096186995506286,0.0109973549842834,triple_rand
"(13, 19, 30)",congestion_price_da,0.0005556344985961,0.0199245810508728,triple_rand
"(13, 19, 30)",congestion_price_rt,0.0072323679924011,0.0689188838005065,triple_rand
"(13, 19, 30)",da_as_total_mw_primary_reserve,0.06296306848526,0.1170407533645629,triple_rand
"(13, 19, 30)",da_as_total_mw_synchronized_reserve,0.0479758977890014,0.0703926086425781,triple_rand
"(13, 19, 30)",da_as_total_mw_thirty_minutes_reserve,0.1044614315032959,0.2159681916236877,triple_rand
"(13, 19, 30)",gross_actual_interchange_mw,0.0201842188835144,0.0239631533622741,triple_rand
"(13, 19, 30)",marginal_loss_price_da,0.0208449959754943,0.1301518678665161,triple_rand
"(13, 19, 30)",metered_load_mw,-0.0002083182334899,0.0672292709350586,triple_rand
"(13, 19, 30)",net_actual_interchange_mw,0.0430216789245605,0.1053229570388794,triple_rand
"(13, 19, 30)",total_gen,0.0006495714187622,0.0650103092193603,triple_rand
"(13, 19, 30)",total_lmp_da,0.0197671651840209,0.1243024468421936,triple_rand
"(13, 19, 30)",total_losses,0.0215758085250854,0.0781879425048828,triple_rand
"(7, 21, 37)",congestion_price_da,-0.0068176388740539,0.0235536694526672,triple_rand
"(7, 21, 37)",congestion_price_rt,0.0076336860656738,0.0125721096992492,triple_rand
"(7, 21, 37)",da_as_total_mw_primary_reserve,0.0021647810935974,0.0017935633659362,triple_rand
"(7, 21, 37)",da_as_total_mw_synchronized_reserve,0.002517282962799,0.0060234665870666,triple_rand
"(7, 21, 37)",da_as_total_mw_thirty_minutes_reserve,0.0141917467117309,0.0353080630302429,triple_rand
"(7, 21, 37)",gross_actual_interchange_mw,0.0118408799171447,0.0474213361740112,triple_rand
"(7, 21, 37)",marginal_loss_price_da,-0.0138526558876037,0.0263258814811706,triple_rand
"(7, 21, 37)",metered_load_mw,0.0722873210906982,0.0682287216186523,triple_rand
"(7, 21, 37)",net_actual_interchange_mw,0.0061337947845458,0.0357202291488647,triple_rand
"(7, 21, 37)",total_gen,0.06142258644104,0.0684324502944946,triple_rand
"(7, 21, 37)",total_lmp_da,-0.010792076587677,0.0576444268226623,triple_rand
"(7, 21, 37)",total_losses,0.039410650730133,0.1009580492973327,triple_rand
"(22, 26, 34)",congestion_price_da,0.0040227770805358,0.0221049785614013,triple_rand
"(22, 26, 34)",congestion_price_rt,0.0036374330520629,0.0074512958526611,triple_rand
"(22, 26, 34)",da_as_total_mw_primary_reserve,0.024143099784851,0.0206695795059204,triple_rand
"(22, 26, 34)",da_as_total_mw_synchronized_reserve,0.037335455417633,0.0502188801765441,triple_rand
"(22, 26, 34)",da_as_total_mw_thirty_minutes_reserve,0.0176790952682495,0.0357719659805297,triple_rand
"(22, 26, 34)",gross_actual_interchange_mw,0.0075764060020446,0.0251989960670471,triple_rand
"(22, 26, 34)",marginal_loss_price_da,0.0271044373512268,0.0252317190170288,triple_rand
"(22, 26, 34)",metered_load_mw,0.0397877693176269,0.0601961612701416,triple_rand
"(22, 26, 34)",net_actual_interchange_mw,0.017241358757019,0.0479878187179565,triple_rand
"(22, 26, 34)",total_gen,0.0353432297706604,0.0599240064620971,triple_rand
"(22, 26, 34)",total_lmp_da,0.0253164768218994,0.0478419065475463,triple_rand
"(22, 26, 34)",total_losses,0.0304973721504211,0.0506426095962524,triple_rand
"(0, 13, 33)",congestion_price_da,0.010903775691986,0.0761730074882507,triple_rand
"(0, 13, 33)",congestion_price_rt,0.0195680260658264,0.056028664112091,triple_rand
"(0, 13, 33)",da_as_total_mw_primary_reserve,0.0094432830810546,0.0824692845344543,triple_rand
"(0, 13, 33)",da_as_total_mw_synchronized_reserve,0.0027875900268554,0.0506175756454467,triple_rand
"(0, 13, 33)",da_as_total_mw_thirty_minutes_reserve,0.0846599340438842,0.1790758967399597,triple_rand
"(0, 13, 33)",gross_actual_interchange_mw,0.0612935423851013,0.0458769798278808,triple_rand
"(0, 13, 33)",marginal_loss_price_da,0.0321719050407409,0.1097802519798278,triple_rand
"(0, 13, 33)",metered_load_mw,0.0165305137634277,0.1865701675415039,triple_rand
"(0, 13, 33)",net_actual_interchange_mw,0.1134198904037475,0.1741150021553039,triple_rand
"(0, 13, 33)",total_gen,0.0274338722229003,0.171249508857727,triple_rand
"(0, 13, 33)",total_lmp_da,0.0178649425506591,0.1652784943580627,triple_rand
"(0, 13, 33)",total_losses,0.069473922252655,0.1019341349601745,triple_rand
"(0, 4, 28)",congestion_price_da,0.0155748128890991,0.0275251865386962,triple_rand
"(0, 4, 28)",congestion_price_rt,0.0161051154136657,0.0633170008659362,triple_rand
"(0, 4, 28)",da_as_total_mw_primary_reserve,0.037174105644226,0.0435643792152404,triple_rand
"(0, 4, 28)",da_as_total_mw_synchronized_reserve,0.0328776836395263,0.0686765909194946,triple_rand
"(0, 4, 28)",da_as_total_mw_thirty_minutes_reserve,0.0547501444816589,0.2220982909202575,triple_rand
"(0, 4, 28)",gross_actual_interchange_mw,0.0165884494781494,0.0657429099082946,triple_rand
"(0, 4, 28)",marginal_loss_price_da,-0.0152349472045898,0.1214824318885803,triple_rand
"(0, 4, 28)",metered_load_mw,0.0175033211708068,0.0563957691192626,triple_rand
"(0, 4, 28)",net_actual_interchange_mw,0.0437327027320861,0.1290025115013122,triple_rand
"(0, 4, 28)",total_gen,0.0137043595314025,0.0666370391845703,triple_rand
"(0, 4, 28)",total_lmp_da,0.0063585042953491,0.1604143977165222,triple_rand
"(0, 4, 28)",total_losses,0.0156471729278564,0.128214955329895,triple_rand
"(2, 35, 41)",congestion_price_da,0.0026032924652099,0.0062841773033142,triple_rand
"(2, 35, 41)",congestion_price_rt,-0.0041356682777404,0.0097754001617431,triple_rand
"(2, 35, 41)",da_as_total_mw_primary_reserve,0.0152454376220703,0.0398022532463073,triple_rand
"(2, 35, 41)",da_as_total_mw_synchronized_reserve,0.0025702714920043,0.0447295308113098,triple_rand
"(2, 35, 41)",da_as_total_mw_thirty_minutes_reserve,0.0023961663246154,0.0335192680358886,triple_rand
"(2, 35, 41)",gross_actual_interchange_mw,0.0084267854690551,0.0439696907997131,triple_rand
"(2, 35, 41)",marginal_loss_price_da,-0.0197673439979553,0.0270653963088989,triple_rand
"(2, 35, 41)",metered_load_mw,0.0086835026741027,0.0378882884979248,triple_rand
"(2, 35, 41)",net_actual_interchange_mw,0.0017266869544982,0.0347591042518615,triple_rand
"(2, 35, 41)",total_gen,0.0085800290107727,0.0366504788398742,triple_rand
"(2, 35, 41)",total_lmp_da,-0.0040653944015502,0.0261065959930419,triple_rand
"(2, 35, 41)",total_losses,0.0027600526809692,0.0504754185676574,triple_rand
"(2, 3, 23)",congestion_price_da,-0.018751323223114,0.0211336016654968,triple_rand
"(2, 3, 23)",congestion_price_rt,0.0133164525032043,0.0275254249572753,triple_rand
