目标,字段,pearson,spearman,mi,dcor,loco,graph,perm,sage,pair_tree_r2
Y_metered_load_mw,rmccp,0.01050333917640267,0.018770424910691322,0.03789558187082864,0.17079970276055534,0.0034237663946494745,0.37048936324829995,0.002720562194652154,-0.003167370049213298,0.01165973840699408
Y_metered_load_mw,rmpcp,0.001698860903817423,0.011663173857392415,0.09352238640490373,0.0983072953073749,0.008537550582888853,0.13810389437216433,0.010624413409601585,0.017011649815550423,0.08308161677289227
Y_metered_load_mw,total_pjm_reg_purchases,0.012179940838091343,0.014301303120811367,0.09447882812538833,0.16113325521279448,0.013798645895707562,0.4405922962389116,0.025867638119959492,0.01772391651440226,0.08388913763195405
Y_metered_load_mw,total_pjm_self_sched_reg,0.004147014363594395,0.01042659460750499,0.05302515322431489,0.11521435170803607,0.012095406852227542,0.05104350740528851,0.008888727812586738,0.005430566302121016,0.019464657850733813
Y_metered_load_mw,total_pjm_assigned_reg,6.618180259661163e-05,2.3755378344406225e-07,0.07233416020495032,0.06766806271607088,0.0070918879930673695,0.1760255258313696,0.03315780065115152,0.008928342091078303,0.012148593358656368
Y_metered_load_mw,da_as_mcp_primary_reserve,0.07372109618416715,0.02661003436435246,0.07928407572740959,0.20573124008824778,0.00432115897475005,0.7474771204704864,0.00810301062320189,0.0004278440733312035,0.05858035777709758
Y_metered_load_mw,da_as_mcp_synchronized_reserve,0.09113133361153203,0.026572506376710537,0.11986730099414089,0.25039915926598494,0.014420453558924962,0.8888730338244095,0.039389249361333034,-0.026797312788979014,0.10658585155206324
Y_metered_load_mw,da_as_as_req_mw_primary_reserve,0.10346643473138806,0.10017666440247724,0.16245119055455248,0.34034832860107445,0.011037240106663515,0.8849689829372039,0.1972339991121716,0.11005710973223858,0.1863900823082092
Y_metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,0.09996888392008627,0.09074470385946559,0.12286088215782698,0.3363742975183807,0.0,0.7344587053156091,0.0,0.0,0.12276673061676568
Y_metered_load_mw,da_as_ss_mw_primary_reserve,0.009222575040503632,0.02643809009321728,0.13084523242182744,0.17015175088539658,0.028838404051004574,0.3180682261379161,0.029020635915690617,0.02469179255984184,0.11988330980576889
Y_metered_load_mw,da_as_nsr_mw_primary_reserve,0.004211120955142552,0.008608551416106903,0.23720311412639372,0.1179953931401281,0.009174072677951006,1.3279355150938918,0.03352541369106534,0.042960162928223834,0.3210292277502049
Y_metered_load_mw,system_energy_price_da,0.35067813944712306,0.35511108854591,0.353924825262359,0.582310456136689,0.009264045713822444,1.501237882295615,0.11928001396232243,0.11773722199576904,0.40775098642302254
Y_metered_load_mw,total_lmp_rt,0.16273812865179907,0.2812646715304366,0.25264522291081715,0.503472047448301,0.006415374100508298,1.1659547233802794,0.006773334985637969,-0.003893208512133812,0.26633314365453553
Y_metered_load_mw,marginal_loss_price_rt,0.1783705315368168,0.35007843065278954,0.28012095524213265,0.5629628270801149,0.0020484237820761475,1.1821564611468212,0.0707094202957211,0.0981811828424692,0.3400297095954533
Y_metered_load_mw,gross_sched_interchange_mw,0.041005459085075746,0.045728421744762694,0.05144263135104765,0.23338535948523886,0.018599403759008926,0.027625962967252678,0.009031779197481615,0.008484847107328811,0.014876363209014642
Y_metered_load_mw,congestion_price_da,0.1162081273045779,0.04475257487044149,0.15563858962692567,0.37816704860748923,0.010284318278331872,0.7974964994905855,0.008579977867228328,0.006101343778029252,0.2214016647865268
Y_metered_load_mw,marginal_loss_price_da,0.27307814165807665,0.27410966011343235,0.22527023263564327,0.5174224107654566,0.01268335673988863,0.9975192122879348,0.047477399800060806,0.05910213059796087,0.2661118007333674
Y_metered_load_mw,total_lmp_da,0.3685535741414836,0.3707876280221838,0.3556347697979767,0.6019161720715406,0.01758502549555574,1.4659633863619619,0.47687546220211185,0.3652076468844654,0.4009841491292203
Y_metered_load_mw,congestion_price_rt,0.08173136209504418,0.12117106351840012,0.08158849064446372,0.30789573333176384,0.011884195215706717,0.5283417322684226,0.009113998998930261,-0.0007439115707690153,0.11538039293737912
Y_metered_load_mw,da_as_total_mw_primary_reserve,0.058040016339544045,0.06080726929854498,0.20757625085690412,0.2872408784530215,0.010068752275044668,1.2370040450742366,0.003225137997692129,0.006800519287593371,0.18798469171143994
Y_metered_load_mw,da_as_total_mw_synchronized_reserve,0.05032742543512717,0.049571249890624385,0.2009220869512678,0.23895004604893852,0.010061830767335356,1.2920931079400126,0.007641597423770063,0.003726457723721044,0.2318151997776433
Y_metered_load_mw,da_as_total_mw_thirty_minutes_reserve,0.010354587186187661,0.001753926401898021,0.18298282596732474,0.18799941780166995,0.015018484711914581,0.8723274047177857,0.12494573605889299,0.02697116898311601,0.043719174679502815
