目标,字段,pearson,spearman,mi,dcor,loco,graph,perm,sage,pair_tree_r2
Y_机组出力_BW01,实际需求_新南威尔士,0.36466634793047836,0.35042594861049914,0.3200671165143474,0.5582991448512059,0.03010598140179266,1.6821243351940378,0.42295872800666157,0.2666682226190812,0.4496731858284987
Y_机组出力_BW01,实际需求_昆士兰,0.280346326526012,0.2938223554704589,0.2449280576170887,0.5020693776737611,-0.0019633618723905455,1.3969688457993217,0.021477921677092594,0.05201184068181175,0.35527652652451946
Y_机组出力_BW01,实际需求_维多利亚,0.19575915388960508,0.21150202852378416,0.14545176592899445,0.4066855655568282,-0.004309008876552389,1.6023400319411172,0.015803853744510654,0.028313549010809295,0.19007044294783138
Y_机组出力_BW01,实际需求_南澳,0.27504239491715227,0.2718347872488754,0.20768024106929595,0.5118808437934307,0.0014996013154428,2.1563957456679526,0.010212452131783322,-0.0020031695125400234,0.3024310167961781
Y_机组出力_BW01,实际需求_塔斯马尼亚,0.07966157342148228,0.08552981695144972,0.07926012033381546,0.24538426029749297,0.008839172193978895,0.6953690730643785,0.00942852956857223,0.003915687901923745,0.07080444680443887
Y_机组出力_BW01,可用发电容量_新南威尔士,0.18268758975833171,0.16292413629094293,0.13054535862835515,0.4070848263797545,0.01457522004918721,1.2393429409670464,0.12354242065279104,0.10473181906264944,0.18267161858745962
Y_机组出力_BW01,可用发电容量_昆士兰,0.034667418502239554,0.022857687451723667,0.03581829286041227,0.2226655624077794,0.0028936149032726677,0.7221505108056697,0.007845388009046328,0.001747140676755234,0.031012989998270624
Y_机组出力_BW01,可用发电容量_维多利亚,0.050787085747911444,0.03856954901700442,0.05708167519202423,0.22233549743339245,-0.004620383821665297,0.26197912730264866,0.027781171058734278,0.03387466368234536,0.0482147652483933
Y_机组出力_BW01,可用发电容量_南澳,0.0050975379659590515,0.009732458415561706,0.0,0.1104378511889574,0.0020603395398152147,0.3067429331364366,0.00898430065121265,0.004529377900970545,0.01406449113047925
Y_机组出力_BW01,可用发电容量_塔斯马尼亚,0.0049265321927768465,0.0030927258141519092,0.026493828548591836,0.08161672998819006,0.004179165550897479,0.09627399157923443,0.018808710890280134,0.0057359104261096305,0.0
Y_机组出力_BW01,风电出力预测_新南威尔士,0.00019400362150047353,0.002027472861025705,0.03069763039432072,0.07022982878195089,0.0061880268379881365,0.1992341899087552,0.017265793461288627,0.0059754791351213365,0.02100879152372659
Y_机组出力_BW01,风电出力预测_昆士兰,0.04866598840905993,0.04489928648717073,0.03225902751420673,0.2194394634267425,0.00627832981273424,0.5419371052824866,0.012070268915538595,0.014370739729915686,0.03097433997064758
Y_机组出力_BW01,风电出力预测_维多利亚,0.007921793156729424,0.002385747273333393,0.03015374650771374,0.11033605835784387,0.0061984816117425234,0.1570106915394919,0.011049524010410728,0.0029233775632017864,0.020297050473735756
Y_机组出力_BW01,风电出力预测_南澳,0.0021029214882167285,0.003571923564867419,0.028748729976297405,0.10071478407751648,0.003740634955580524,0.1822754628481243,0.010525543402565308,0.004345469549596821,0.0
