目标,字段,pearson,spearman,mi,dcor,loco,graph,perm,sage,pair_tree_r2
Y_total_gen,forecast_load_mw_latest_available,0.9727023596739369,0.9617729723142074,1.742079062922878,0.9820761174771346,0.004534418153604447,2.8077290677317466,1.6553659824967866,0.9431552926939991,0.9690006208002399
Y_total_gen,forecast_load_mw_day_ahead,0.9656765608199189,0.9518344384019191,1.63638383534682,0.9766953231675821,-0.00011629098103382862,2.823906153156232,0.010116010348425797,0.031060145163038077,0.961753966850313
Y_total_gen,rmccp,0.006450748598193416,0.00886108094923026,0.03156421600790127,0.1565352018755951,0.00030360825650632695,0.4494122806238018,0.00013909479426896799,-0.000517335227008304,0.0
Y_total_gen,rmpcp,0.0005371828194893463,0.006010951710467352,0.0898842996057665,0.08945679633639328,0.000124315202282399,0.30256930296268203,0.00023667847010935272,0.0014863778989372088,0.0922979589693339
Y_total_gen,total_pjm_reg_purchases,0.004964318620610072,0.005224669020163921,0.09766723248269127,0.14334766837254764,0.0004142520807250971,0.6963382276080996,0.0014649786490189554,0.0015244605692032408,0.09135893745109325
Y_total_gen,total_pjm_self_sched_reg,0.005209726916175383,0.012586768953178755,0.04879265038200842,0.12364396229431542,0.00012605447620417376,0.10043565358006315,0.0006498748071857019,0.0010422017194283058,0.024492791002474257
Y_total_gen,total_pjm_assigned_reg,0.002398170621514082,0.002140030828004664,0.0350635115984792,0.07814798410576185,0.00024805758107937503,0.26670231061946914,0.0006329458782392105,0.0018064526002864595,0.016067497417895926
Y_total_gen,da_as_mcp_primary_reserve,0.06077381753713531,0.016914906095772352,0.06921360588577885,0.1871786960104322,-0.00019420889066945612,1.0165404032148997,7.852844819604688e-05,0.0009091834711767444,0.045463193245576794
Y_total_gen,da_as_mcp_synchronized_reserve,0.07690487014100329,0.015281785853040538,0.11044636102847027,0.23667187085995592,0.00014355391762022052,1.24158197831995,0.0001457810501541701,0.00014676805942530347,0.08739434105307242
Y_total_gen,da_as_as_req_mw_primary_reserve,0.13733886429816314,0.13753039737146833,0.2172417707050065,0.37505838546052783,0.0006310708287300404,1.5334398398373406,0.0025443277636956418,0.007848483317787152,0.24238370364977546
Y_total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.1332335235532197,0.1279716812846406,0.15193723931660874,0.37259140353428466,0.0,1.2470487825653,0.0,0.0,0.15229357016002731
Y_total_gen,da_as_ss_mw_primary_reserve,0.007687737329723015,0.02174314689660869,0.13231288166894029,0.1606485662023022,0.0003730090053637447,0.5946477284781284,0.00042952735864669743,-0.00015487211584163754,0.11323709336217824
Y_total_gen,da_as_nsr_mw_primary_reserve,0.007229297161452522,0.015116804400624071,0.28283143133629896,0.1351801924549992,0.0001940299080041008,2.224031003941673,0.00042188507287055366,0.0003153385871458118,0.33450187476184823
Y_total_gen,system_energy_price_da,0.3088853459511347,0.26536278605577734,0.3155871323967512,0.5405128800726716,0.0002324771186423824,2.363021790045872,0.000978784370561403,-0.005496243137192945,0.32947184954010866
Y_total_gen,total_lmp_rt,0.14167807891120304,0.22066230631039113,0.21727828331576404,0.47381839638315576,0.00022298378135066077,1.7334745929462545,0.003833455521355744,0.01365221798239242,0.21480896810451922
Y_total_gen,marginal_loss_price_rt,0.15424784062832145,0.27446325350078016,0.2125375939094214,0.5234585537837624,0.0007604626098103306,1.8282144258979751,0.0007117201001169526,-0.00525258489848567,0.2709508126480602
Y_total_gen,gross_sched_interchange_mw,0.06863595024892022,0.07170335101972675,0.04537027358172718,0.27648836028474355,0.002731145786921796,0.09440344693533291,0.006653264197513331,0.014256611962990445,0.05222531706202371
