目标,字段,pearson,spearman,mi,dcor,loco,graph,perm,sage,pair_tree_r2
Y_机组出力_223_STEAM_3,负荷预测_区1,0.25144288618207256,0.24291540778614315,0.2301639645320419,0.500918234120964,-0.0002127037013840427,5.729174372925135,-6.951670949799649e-05,0.0020674121809800363,0.25510491066337526
Y_机组出力_223_STEAM_3,负荷预测_区2,0.29676153184588255,0.30190512943800174,0.25079262074167197,0.5512211126061451,-0.00012808055275770336,6.581527864190519,0.00017961669042581007,0.0012416025411242741,0.29632959854804564
Y_机组出力_223_STEAM_3,负荷预测_区3,0.03898839994482822,0.02544655157645622,0.1193076944574134,0.18570058392731892,0.0006486871821078655,2.8810020330581647,0.00047903889414571135,0.00018012913757825544,0.08150883980150936
Y_机组出力_223_STEAM_3,风电出力预测,0.2824711594165693,0.26731624138453447,0.22534307850699964,0.5109525531763006,2.6614905830335545e-06,5.329176503965523,0.0002139508638473897,0.0016399021690118355,0.2555819356839777
Y_机组出力_223_STEAM_3,光伏出力预测,0.12441063500991549,0.13757382331245765,0.14978975641711934,0.34574072789170984,0.0001296062923644703,4.932359691850647,-0.00035932852666671345,0.0034696483014720336,0.12531595646103832
Y_机组出力_223_STEAM_3,屋顶光伏预测,0.08122085521882239,0.10306752991497807,0.13393188386602084,0.30235208687501813,-0.0001382989711194993,3.649864338479338,0.0001482979983374433,-0.0007869496866175172,0.08367391682341974
Y_机组出力_223_STEAM_3,水电出力预测,0.021605087199199336,0.0191439986925082,0.09070741394568316,0.14642671355844103,-9.379927598096582e-05,1.686006353461644,-0.00028952928853578366,0.0002976590937874048,0.030567097166716795
Y_机组出力_223_STEAM_3,调节上调需求,0.010839905720745275,0.009474246487523262,0.10865654160985994,0.166600564554796,-4.3416311812372044e-05,1.9680673275533636,-7.475728212651412e-05,0.0005142885306410744,0.05449000408753679
Y_机组出力_223_STEAM_3,调节下调需求,0.006260032946647409,0.0038944478229052406,0.10213715198537798,0.11275884193455524,-0.00013595364195018167,1.2246782536294691,5.4305633102469385e-05,-7.360648679426152e-05,0.019065250701083225
Y_机组出力_223_STEAM_3,旋转备用需求,0.21767761051547932,0.18592891563912467,0.21781684459186845,0.45883360307813165,-0.00014745975257901556,5.761480916664263,-5.78634479935225e-05,-0.002465419346456365,0.20792311387100804
Y_机组出力_223_STEAM_3,系统电能价格,0.5011543183395312,0.8787821465983466,1.4636563030623257,0.8128913535885954,-5.553150754422642e-05,23.673143165402116,-0.0001626016677628961,0.003542920711789401,0.9698626747154038
Y_机组出力_223_STEAM_3,节点电价_116,0.4916241502324175,0.8619128573359327,1.4547569530676885,0.7964054315819712,-3.509063589357542e-05,23.55414575718106,2.9747794541035157e-05,0.0024704850809398327,0.9564053348008794
Y_机组出力_223_STEAM_3,节点电价_121,0.47860445943156427,0.8371180692812513,1.425549286580451,0.7638390423264129,-5.2561065100209525e-05,23.54590280116472,6.025345969984386e-06,-0.0011627346088805741,0.9325497057083789
Y_机组出力_223_STEAM_3,节点电价_215,0.5081925877340308,0.8995313856033237,1.4982264393513613,0.8343403611783153,-5.360829590839167e-05,23.469343353063536,0.0014849369351463526,0.02742229784706326,0.9820508570570166
Y_机组出力_223_STEAM_3,节点电价_223,0.5099512443620623,0.9103973664768391,1.6018650974240733,0.8480602398932774,0.0034547367911818005,22.36393058904079,1.846095777435218,0.9996224500550422,0.9954451888126739
Y_机组出力_223_STEAM_3,节点电价_303,0.44545838724143866,0.7574849770589557,1.2368718077345013,0.6737028307027453,-3.6180897018622815e-05,13.78211371630584,3.920414775151482e-05,0.002364549403860485,0.9068719356287701
Y_机组出力_223_STEAM_3,节点电价_309,0.16937804047576072,0.29569513403148884,1.4330807523585865,0.5846222239580522,-0.0001916178830939641,23.41389390767024,-1.1070743394925308e-05,0.00012036735341557543,0.9169056000125358
Y_机组出力_223_STEAM_3,节点电价_317,0.47523955036554877,0.8806354419333254,1.4263698396497455,0.7414702529889136,-0.0001345579241590622,21.386552352382765,-2.0932621587732568e-05,-0.0010716493858585567,0.9784993950877032
Y_机组出力_223_STEAM_3,节点电价_318,0.4714455180773751,0.8601063074366931,1.436519275332694,0.7810506355660494,-1.049707448708137e-05,22.37971401335784,0.00017966158140643175,-0.0015595700247899625,0.9535245580632065
Y_机组出力_223_STEAM_3,节点电价_325,0.4467557797396178,0.7751806418227367,1.430453725142475,0.7180182031088438,1.543375242119005e-05,23.761038360003923,7.986938265580611e-06,-6.601404142260459e-05,0.9414345118241436
Y_机组出力_223_STEAM_3,阻塞_C6,0.12550886764411318,0.11996522870921296,0.09926017050622082,0.3833142847431432,0.0,2.4629282682223597,0.0,0.0,0.13929101936626187
Y_机组出力_223_STEAM_3,阻塞_C29,0.06678653943765621,0.07235195638195917,0.06376736174410436,0.24967537253435645,0.0,2.3162455178071673,0.0,0.0,0.06888820222223202
Y_机组出力_223_STEAM_3,阻塞_CA-1,0.04035047371567513,0.037501177524230676,0.03590458209597802,0.2091297376708928,0.0,0.2727054570869234,0.0,0.0,0.02532944471280474
