field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.5379279851913452,-0.7861179412050296,True
gross_actual_interchange_mw,0.2460934792895835,0.011664927005767822,-0.23442855228381568,True
total_gen,0.9906449538219424,0.9551447741687298,-0.035500179653212616,True
metered_load_mw,0.9762308832723112,0.9738786071538925,-0.0023522761184187058,True
total_losses,0.6540839836602339,0.5587879419326782,-0.09529604172755568,True
congestion_price_da,0.0475838272605031,0.10864514112472534,0.06106131386422224,True
congestion_price_rt,0.4561738508473963,0.48291951417922974,0.026745663331833425,True
marginal_loss_price_da,0.4407231017762543,0.472625195980072,0.03190209420381773,True
total_lmp_da,0.9299314144617218,0.8700570315122604,-0.05987438294946135,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9656718671321869,-0.009555951825574671,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9422681368887424,0.00042502584309567215,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.37973421812057495,-0.07716981988392912,True
