target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,19,0.18978464603424072,0.1908109039068222,0.20787698030471802,0.21499139070510864,0.1965361088514328
gross_actual_interchange_mw,19,0.19854314625263214,0.1805340200662613,0.204917311668396,0.2005312591791153,0.2154742330312729
total_gen,27,0.2157713919878006,0.19778965413570404,0.1971380114555359,0.20308540761470795,0.18621553480625153
metered_load_mw,30,0.20733338594436646,0.18636628985404968,0.22104014456272125,0.19639256596565247,0.18886762857437134
total_losses,22,0.1987602859735489,0.20306216180324554,0.1880364865064621,0.20157451927661896,0.2085665613412857
congestion_price_da,20,0.1933576762676239,0.21311762928962708,0.18884064257144928,0.2004793882369995,0.20420467853546143
congestion_price_rt,19,0.1852007359266281,0.1981578916311264,0.22729825973510742,0.1993117779493332,0.19003136456012726
marginal_loss_price_da,23,0.19277827441692352,0.19725005328655243,0.20785793662071228,0.19832637906074524,0.20378737151622772
total_lmp_da,29,0.1839609593153,0.19806718826293945,0.1912764608860016,0.21683885157108307,0.2098565250635147
da_as_total_mw_primary_reserve,18,0.19113469123840332,0.23395419120788574,0.19114109873771667,0.19131502509117126,0.1924550086259842
da_as_total_mw_synchronized_reserve,15,0.19613142311573029,0.19443748891353607,0.20599736273288727,0.18822713196277618,0.21520660817623138
da_as_total_mw_thirty_minutes_reserve,24,0.19862651824951172,0.19424408674240112,0.199829563498497,0.22060911357402802,0.18669070303440094
