confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9871342182159424,0.013422684744000435,True
total_gen,0.9840543866157532,0.01679799146950245,True
total_lmp_da,0.9749568700790405,0.02862895093858242,True
da_as_total_mw_primary_reserve,0.9441770315170288,0.058635421097278595,True
da_as_total_mw_synchronized_reserve,0.9075033664703369,0.09543444961309433,True
da_as_total_mw_thirty_minutes_reserve,0.8015773892402649,0.2062867134809494,True
total_losses,0.7884381413459778,0.21122083067893982,True
net_actual_interchange_mw,0.7422430515289307,0.26140445470809937,True
gross_actual_interchange_mw,0.7330584526062012,0.27814751863479614,True
marginal_loss_price_da,0.7061748504638672,0.2888100743293762,True
congestion_price_rt,0.5187877416610718,0.5383646488189697,True
congestion_price_da,0.37590843439102173,0.6780051589012146,True
