target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.18425525724887848,0.17618195712566376,0.19058023393154144,0.2533944547176361,0.19558808207511902
gross_actual_interchange_mw,9,0.18409669399261475,0.1852494180202484,0.1809784322977066,0.2657260596752167,0.18394939601421356
total_gen,21,0.19411221146583557,0.19665886461734772,0.19603703916072845,0.21730011701583862,0.19589181244373322
metered_load_mw,17,0.18983949720859528,0.19281505048274994,0.19638246297836304,0.22891080379486084,0.19205215573310852
total_losses,12,0.17429037392139435,0.16324873268604279,0.15904532372951508,0.33705660700798035,0.16635896265506744
congestion_price_da,4,0.1675899475812912,0.1612105816602707,0.18094143271446228,0.2806265950202942,0.20963144302368164
congestion_price_rt,8,0.18695282936096191,0.18096688389778137,0.18651220202445984,0.23077426850795746,0.2147938460111618
marginal_loss_price_da,10,0.19447892904281616,0.18548007309436798,0.24756240844726562,0.16219498217105865,0.21028360724449158
total_lmp_da,21,0.19112154841423035,0.18834197521209717,0.2180255651473999,0.215056374669075,0.18745450675487518
da_as_total_mw_primary_reserve,7,0.22758886218070984,0.19227518141269684,0.21565209329128265,0.17035365104675293,0.19413019716739655
da_as_total_mw_synchronized_reserve,7,0.18915018439292908,0.18740606307983398,0.1920470893383026,0.24117882549762726,0.19021780788898468
da_as_total_mw_thirty_minutes_reserve,10,0.20033331215381622,0.1797744780778885,0.1970132440328598,0.23936358094215393,0.18351542949676514
