target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.8057950735092163,0.9279950949358484
gross_actual_interchange_mw,10,2.141268491744995,0.9299410902381501
total_gen,25,3.076711893081665,0.9558342913733379
metered_load_mw,26,3.0931806564331055,0.9493827516576523
total_losses,17,2.734713315963745,0.9652338118839113
congestion_price_da,5,1.572444200515747,0.9770145144260929
congestion_price_rt,10,2.2270946502685547,0.9672149172878857
marginal_loss_price_da,20,2.8343710899353027,0.9461363136341763
total_lmp_da,31,3.309358596801758,0.9637073173945988
da_as_total_mw_primary_reserve,9,1.8009285926818848,0.8196379247064587
da_as_total_mw_synchronized_reserve,7,1.648102045059204,0.8469569090121212
da_as_total_mw_thirty_minutes_reserve,18,2.693483591079712,0.9318813691427144
