target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
49,congestion_price_da,51,marginal_loss_price_da,confidential,0.10347899794578552,0.2769468426704407
49,congestion_price_da,52,total_lmp_da,confidential,0.10253147035837173,0.2717849910259247
49,congestion_price_da,46,total_gen,confidential,0.10025042295455933,0.2825457751750946
49,congestion_price_da,47,metered_load_mw,confidential,0.09928330779075623,0.26652371883392334
49,congestion_price_da,5,gen_fuel_oil_mw,general,0.0928802639245987,0.31670600175857544
49,congestion_price_da,1,gen_fuel_gas_mw,general,0.09237600862979889,0.24115559458732605
49,congestion_price_da,19,forecast_load_mw_latest_available,general,0.07565055787563324,0.1962016075849533
49,congestion_price_da,38,system_energy_price_da,general,0.06639179587364197,0.31063413619995117
50,congestion_price_rt,21,rmccp,general,0.11046852171421051,0.42257368564605713
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,0.10660950839519501,0.39424818754196167
50,congestion_price_rt,13,gen_fuel_multiple_fuels_pct,general,0.09340550005435944,0.28108641505241394
50,congestion_price_rt,52,total_lmp_da,confidential,0.09017729759216309,0.3109039068222046
50,congestion_price_rt,39,total_lmp_rt,general,0.08940491080284119,0.5651628375053406
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,0.08711182326078415,0.3183586001396179
50,congestion_price_rt,15,gen_fuel_oil_pct,general,0.08150766044855118,0.25998303294181824
50,congestion_price_rt,47,metered_load_mw,confidential,0.07939689606428146,0.240937739610672
50,congestion_price_rt,5,gen_fuel_oil_mw,general,0.07318916916847229,0.2758452296257019
50,congestion_price_rt,40,marginal_loss_price_rt,general,0.06819412857294083,0.45024508237838745
50,congestion_price_rt,38,system_energy_price_da,general,0.04895142465829849,0.2285354882478714
53,da_as_total_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.1391422301530838,0.7185158729553223
53,da_as_total_mw_primary_reserve,31,da_as_as_req_mw_primary_reserve,general,0.13864219188690186,0.7117154598236084
53,da_as_total_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.13583940267562866,0.6727194786071777
53,da_as_total_mw_primary_reserve,55,da_as_total_mw_thirty_minutes_reserve,confidential,0.10670675337314606,0.4232170879840851
53,da_as_total_mw_primary_reserve,44,net_actual_interchange_mw,confidential,0.09960590302944183,0.2870071232318878
53,da_as_total_mw_primary_reserve,4,gen_fuel_nuclear_mw,general,0.09469771385192871,0.36048001050949097
53,da_as_total_mw_primary_reserve,37,da_as_nsr_mw_primary_reserve,general,0.09284840524196625,0.6903105974197388
53,da_as_total_mw_primary_reserve,54,da_as_total_mw_synchronized_reserve,confidential,0.09018467366695404,0.35208213329315186
53,da_as_total_mw_primary_reserve,29,da_as_mcp_primary_reserve,general,0.08325882256031036,0.2667330801486969
53,da_as_total_mw_primary_reserve,28,total_pjm_rmpcp_cr,general,0.0789266973733902,0.1692962944507599
53,da_as_total_mw_primary_reserve,25,total_pjm_self_sched_reg,general,0.06661666184663773,0.12603473663330078
54,da_as_total_mw_synchronized_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.14198905229568481,0.7276885509490967
54,da_as_total_mw_synchronized_reserve,31,da_as_as_req_mw_primary_reserve,general,0.14155426621437073,0.7219550013542175
54,da_as_total_mw_synchronized_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.1400844156742096,0.701030433177948
54,da_as_total_mw_synchronized_reserve,37,da_as_nsr_mw_primary_reserve,general,0.09963025152683258,0.7935280203819275
54,da_as_total_mw_synchronized_reserve,53,da_as_total_mw_primary_reserve,confidential,0.09619761258363724,0.3516117036342621
54,da_as_total_mw_synchronized_reserve,16,gen_fuel_other_renewables_pct,general,0.08643686771392822,0.2297654002904892
54,da_as_total_mw_synchronized_reserve,29,da_as_mcp_primary_reserve,general,0.08639654517173767,0.2799524664878845
54,da_as_total_mw_synchronized_reserve,1,gen_fuel_gas_mw,general,0.08455588668584824,0.2523898184299469
55,da_as_total_mw_thirty_minutes_reserve,4,gen_fuel_nuclear_mw,general,0.11538489162921906,0.5102114081382751
55,da_as_total_mw_thirty_minutes_reserve,53,da_as_total_mw_primary_reserve,confidential,0.11282578855752945,0.4695729613304138
55,da_as_total_mw_thirty_minutes_reserve,13,gen_fuel_multiple_fuels_pct,general,0.1119319275021553,0.32917293906211853
55,da_as_total_mw_thirty_minutes_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.10485978424549103,0.2812304198741913
