target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
49,congestion_price_da,46,total_gen,confidential,0.07934151589870453,0.33138683438301086
49,congestion_price_da,47,metered_load_mw,confidential,0.07814489305019379,0.28150439262390137
49,congestion_price_da,52,total_lmp_da,confidential,0.07576799392700195,0.2772234082221985
49,congestion_price_da,51,marginal_loss_price_da,confidential,0.07010073959827423,0.24133677780628204
49,congestion_price_da,19,forecast_load_mw_latest_available,general,0.04979970306158066,0.19529935717582703
49,congestion_price_da,1,gen_fuel_gas_mw,general,0.044654730707407,0.1983397901058197
49,congestion_price_da,5,gen_fuel_oil_mw,general,0.029164262115955353,0.2929019331932068
49,congestion_price_da,38,system_energy_price_da,general,0.017106015235185623,0.3308146893978119
50,congestion_price_rt,47,metered_load_mw,confidential,0.0844137966632843,0.2527996003627777
50,congestion_price_rt,52,total_lmp_da,confidential,0.08413286507129669,0.25440943241119385
50,congestion_price_rt,21,rmccp,general,0.08164367079734802,0.4022870659828186
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,0.07862488925457001,0.3992430865764618
50,congestion_price_rt,15,gen_fuel_oil_pct,general,0.04705021530389786,0.2667998969554901
50,congestion_price_rt,39,total_lmp_rt,general,0.04179883003234863,0.568418025970459
50,congestion_price_rt,5,gen_fuel_oil_mw,general,0.03423455357551575,0.28116780519485474
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,0.021269869059324265,0.3077563941478729
50,congestion_price_rt,40,marginal_loss_price_rt,general,0.020265977829694748,0.48275259137153625
50,congestion_price_rt,38,system_energy_price_da,general,0.019131600856781006,0.2711968421936035
50,congestion_price_rt,13,gen_fuel_multiple_fuels_pct,general,0.017803240567445755,0.2826610207557678
53,da_as_total_mw_primary_reserve,55,da_as_total_mw_thirty_minutes_reserve,confidential,0.07907144725322723,0.4168349802494049
53,da_as_total_mw_primary_reserve,31,da_as_as_req_mw_primary_reserve,general,0.0738251656293869,0.7106024622917175
53,da_as_total_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.07155494391918182,0.7145975828170776
53,da_as_total_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.07149413228034973,0.6715298891067505
53,da_as_total_mw_primary_reserve,4,gen_fuel_nuclear_mw,general,0.07134266197681427,0.36670607328414917
53,da_as_total_mw_primary_reserve,44,net_actual_interchange_mw,confidential,0.07037177681922913,0.286809504032135
53,da_as_total_mw_primary_reserve,54,da_as_total_mw_synchronized_reserve,confidential,0.06364894658327103,0.3528400659561157
53,da_as_total_mw_primary_reserve,37,da_as_nsr_mw_primary_reserve,general,0.06157299503684044,0.6935965418815613
53,da_as_total_mw_primary_reserve,28,total_pjm_rmpcp_cr,general,0.05720109865069389,0.16911599040031433
