confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.987201988697052,0.013351981528103352,True
total_gen,0.9853448867797852,0.015438485890626907,True
total_lmp_da,0.9650272727012634,0.03998033329844475,True
da_as_total_mw_primary_reserve,0.9466145038604736,0.05607512220740318,True
da_as_total_mw_synchronized_reserve,0.9100231528282166,0.09283466637134552,True
total_losses,0.7947381138801575,0.20493102073669434,True
da_as_total_mw_thirty_minutes_reserve,0.7922701835632324,0.21596276760101318,True
net_actual_interchange_mw,0.7520004510879517,0.25150901079177856,True
gross_actual_interchange_mw,0.7244081497192383,0.2871609330177307,True
marginal_loss_price_da,0.7001965045928955,0.29468637704849243,True
congestion_price_rt,0.5406709909439087,0.5138822793960571,True
congestion_price_da,0.3517923355102539,0.7042046189308167,True
