experiment,run_dir,architecture,best_test_loss_targets,final_test_mse_targets,final_test_mse_all,final_test_mse_excluded,excluded_targets,target_loss_weighting,r2_net_actual_interchange_mw,r2_gross_actual_interchange_mw,r2_congestion_price_da,r2_congestion_price_rt,r2_total_losses,r2_marginal_loss_price_da,r2_da_as_total_mw_thirty_minutes_reserve
temporal_window3_allloss_netgross16,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation21/outputs_temporal/run_20260524_063020_temporal_window3_allloss_netgross16,hybrid_bilinear_gated,0.4392273724079132,0.4392273724079132,0.4392273724079132,,,static,-0.8513569831848145,0.214704692363739,0.27050918340682983,0.4860497713088989,0.6871216893196106,0.47557783126831055,0.3344290256500244
temporal_window3_maskloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation21/outputs_temporal/run_20260524_062314_temporal_window3_maskloss,hybrid_bilinear_gated,0.3314376473426819,0.3314376473426819,0.5416432023048401,1.5926705598831177,"net_actual_interchange_mw,gross_actual_interchange_mw",static,-1.942467212677002,-0.5557624101638794,0.29962295293807983,0.467329204082489,0.6604825854301453,0.4472181797027588,0.3902893662452698
