数据集,目标,口径,字段,中文名,r2,M0,M1,M2,估计M2,见证
PJM,net_actual_interchange_mw,B,da_as_mcp_synchronized_reserve,日前同步备用价,0.009245366464581638,0.02971094846725464,0.0792090892791748,0.10570962727069855,0.08823017030954361,最新负荷预测 + 一级备用自供量
PJM,net_actual_interchange_mw,B,da_as_as_req_mw_primary_reserve,一级备用需求,0.162833635388364,0.41228747367858887,0.42856675386428833,0.42856675386428833,0.39678525924682617,日前一级备用价
PJM,net_actual_interchange_mw,B,da_as_as_req_mw_thirty_minutes_reserve,30分钟备用需求,0.1612408364830914,0.26297688484191895,0.28626659512519836,0.2957325577735901,0.3083661198616028,日前同步备用价 + 一级备用自供量
PJM,net_actual_interchange_mw,B,da_as_ss_mw_primary_reserve,一级备用自供量,0.0012408148857063568,0.07814312726259232,0.10143283009529114,0.11066660284996033,0.08114229142665863,自调度调频量 + 计划交换
PJM,net_actual_interchange_mw,B,da_as_nsr_mw_primary_reserve,一级非同步备用量,0.02279226822785853,0.24853463470935822,0.24853463470935822,0.2510639429092407,0.23308727145195007,一级备用自供量 + 日前系统电能价
PJM,net_actual_interchange_mw,B,system_energy_price_da,日前系统电能价,0.011591110846306159,0.103751540184021,0.26165664196014404,0.28961437940597534,0.28773126006126404,最新负荷预测 + 计划交换
PJM,net_actual_interchange_mw,B,total_lmp_rt,实时LMP,0.007766157351926772,0.036589860916137695,0.12219196557998657,0.1452805995941162,0.14487621188163757,日前负荷预测 + 计划交换
PJM,net_actual_interchange_mw,B,marginal_loss_price_rt,实时网损价,0.010202357521247074,0.038806796073913574,0.1588192582130432,0.20446902513504028,0.20666328072547913,日前负荷预测 + 计划交换
PJM,net_actual_interchange_mw,B,gross_sched_interchange_mw,计划交换,0.20094837833896695,0.23479187488555908,0.3037850856781006,0.31157809495925903,0.33081021904945374,日前一级备用价 + 实时网损价
CAISO,actual_load__mw__ca_iso_tac,A,dam_load_forecast__mw__pge_tac,日前负荷预测_pge,0.5660973159871358,0.6197412610054016,0.7733218669891357,0.7734134197235107,0.785048246383667,日前新能源预测_sp15_solar + EIM交换_export_banc_ranchoseco
CAISO,actual_load__mw__ca_iso_tac,A,dam_load_forecast__mw__sce_tac,日前负荷预测_sce,0.8166298350729767,0.8241048455238342,0.8552640080451965,0.8639594912528992,0.8546870946884155,实际新能源_sp15_wind + EIM交换_export_srp_pvwest
CAISO,actual_load__mw__ca_iso_tac,A,dam_load_forecast__mw__sdge_tac,日前负荷预测_sdge,0.3146517354634726,0.49478286504745483,0.7048230171203613,0.7048230171203613,0.7056390643119812,日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,A,dam_load_forecast__mw__ca_iso_tac,日前负荷预测_CAISO,0.7356256391782875,0.7609627842903137,0.8223363757133484,0.8348903656005859,0.8288958668708801,实际新能源_sp15_wind + EIM交换_export_srp_pvwest
CAISO,actual_load__mw__ca_iso_tac,A,actual_load__mw__pace,实际负荷_pace,0.4974957040146352,0.5298773050308228,0.5765631198883057,0.5842636823654175,0.5816349983215332,实时网损价_np15 + EIM交换_export_srp_pvwest
CAISO,actual_load__mw__ca_iso_tac,A,actual_load__mw__nevp,实际负荷_nevp,0.6258825325456048,0.6293482184410095,0.6984248161315918,0.7233388423919678,0.7225700616836548,实际新能源_sp15_wind + EIM交换_export_srp_pvwest
CAISO,actual_load__mw__ca_iso_tac,A,actual_load__mw__azps,实际负荷_azps,0.6217352483521675,0.625959038734436,0.6929343938827515,0.7211765050888062,0.7155374884605408,实际新能源_sp15_wind + EIM交换_export_srp_pvwest
CAISO,actual_load__mw__ca_iso_tac,A,actual_renewable_generation__mw__np15__solar,实际新能源_np15_solar,0.1146737534839828,0.2324228733778,0.43260806798934937,0.43260806798934937,0.42312952876091003,日前电能价_sp15
CAISO,actual_load__mw__ca_iso_tac,A,actual_renewable_generation__mw__np15__wind,实际新能源_np15_wind,0.0475309810521946,0.05148029327392578,0.12838071584701538,0.1819729208946228,0.17690110206604004,日前LMP_zp26 + 实际负荷_bpat
CAISO,actual_load__mw__ca_iso_tac,A,actual_renewable_generation__mw__sp15__solar,实际新能源_sp15_solar,0.08194957339322982,0.13746316730976105,0.41365236043930054,0.4181697368621826,0.41461044549942017,日前新能源预测_np15_wind + 日前负荷计划_south
CAISO,actual_load__mw__ca_iso_tac,A,actual_renewable_generation__mw__sp15__wind,实际新能源_sp15_wind,0.00011348198435356217,-0.0114670991897583,0.09890764951705933,0.13749152421951294,0.13549761474132538,日前LMP_zp26 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,A,actual_renewable_generation__mw__zp26__solar,实际新能源_zp26_solar,0.116056247893021,0.20854081213474274,0.4455781579017639,0.4455781579017639,0.3934243619441986,日前电能价_sp15
CAISO,actual_load__mw__ca_iso_tac,A,actual_renewable_generation__mw__zp26__wind,实际新能源_zp26_wind,0.011808343906786596,0.0020154714584350586,0.04354367405176163,0.06329447031021118,0.06853616237640381,日前新能源预测_zp26_wind + 实际负荷_bpat
CAISO,actual_load__mw__ca_iso_tac,A,dam_renewable_forecast__mw__np15__solar,日前新能源预测_np15_solar,0.07248115227651782,0.12494710832834244,0.40296870470046997,0.40314191579818726,0.39751216769218445,日前新能源预测_np15_wind + 日前LMP_np15
CAISO,actual_load__mw__ca_iso_tac,A,dam_renewable_forecast__mw__np15__wind,日前新能源预测_np15_wind,0.0523289489585927,0.0471455454826355,0.12789154052734375,0.1784551739692688,0.18298378586769104,日前LMP_zp26 + 实际负荷_bpat
CAISO,actual_load__mw__ca_iso_tac,A,dam_renewable_forecast__mw__sp15__solar,日前新能源预测_sp15_solar,0.06310885625045541,0.10083378106355667,0.4162226915359497,0.4162226915359497,0.4151141345500946,日前负荷计划_south
CAISO,actual_load__mw__ca_iso_tac,A,dam_renewable_forecast__mw__sp15__wind,日前新能源预测_sp15_wind,0.0013550680437060545,0.0019925290253013372,0.11094780266284943,0.15452930331230164,0.14342670142650604,日前LMP_zp26 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,A,dam_renewable_forecast__mw__zp26__solar,日前新能源预测_zp26_solar,0.06922995965024638,0.10841730982065201,0.3967118263244629,0.4046103358268738,0.40501126646995544,日前新能源预测_np15_wind + 日前电能价_sp15
CAISO,actual_load__mw__ca_iso_tac,A,dam_renewable_forecast__mw__zp26__wind,日前新能源预测_zp26_wind,0.021984814724988696,0.011854350566864014,0.06230354309082031,0.08847339451313019,0.09488064050674438,实际新能源_sp15_wind + 日前新能源预测_np15_solar
CAISO,actual_load__mw__ca_iso_tac,A,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,日前电能价_sp15,0.07483685625353648,0.13581222295761108,0.42998582124710083,0.5095149874687195,0.5041670799255371,日前新能源预测_np15_wind + 日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,A,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,日前LMP_np15,0.07730856922438585,0.09994655847549438,0.34113648533821106,0.40808409452438354,0.4175589680671692,日前新能源预测_np15_wind + 日前新能源预测_zp26_solar
CAISO,actual_load__mw__ca_iso_tac,A,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,日前LMP_zp26,0.028686669742795583,0.11293476819992065,0.37679436802864075,0.4390426278114319,0.4414917230606079,日前新能源预测_np15_wind + 日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,A,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,实时LMP_np15,0.07322879361103125,0.07677900791168213,0.22721990942955017,0.2614285945892334,0.25946736335754395,实际新能源_sp15_wind + 日前新能源预测_np15_solar
CAISO,actual_load__mw__ca_iso_tac,A,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,实时LMP_sp15,0.03953248295071491,0.08534657955169678,0.3036287724971771,0.33498743176460266,0.3314257860183716,实际新能源_sp15_wind + 日前新能源预测_zp26_solar
CAISO,actual_load__mw__ca_iso_tac,A,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,实时LMP_zp26,0.027234022049667787,0.07226234674453735,0.27347037196159363,0.3163655698299408,0.29977792501449585,实际新能源_sp15_wind + 日前新能源预测_zp26_solar
CAISO,actual_load__mw__ca_iso_tac,A,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,实时网损价_np15,0.005540626158812798,0.007322788238525391,0.16516117751598358,0.1815764605998993,0.16700291633605957,日前新能源预测_sp15_solar + EIM交换_export_banc_ranchoseco
CAISO,actual_load__mw__ca_iso_tac,A,actual_load__mw__bpat,实际负荷_bpat,0.06413514339351105,0.11453557014465332,0.21162104606628418,0.23783376812934875,0.2355661392211914,日前新能源预测_np15_wind + 辅助服务需求_spinning_reserve
CAISO,actual_load__mw__ca_iso_tac,A,dam_schedule__mw__load__tac_north,日前负荷计划_north,0.6197270216358607,0.6443901062011719,0.7627087831497192,0.7627087831497192,0.7728529572486877,日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,A,dam_schedule__mw__load__tac_ecntr,日前负荷计划_ecntr,0.8010120841254128,0.8028727769851685,0.8407493829727173,0.8507834672927856,0.8417789340019226,实际新能源_sp15_wind + EIM交换_export_srp_pvwest
CAISO,actual_load__mw__ca_iso_tac,A,dam_schedule__mw__load__tac_south,日前负荷计划_south,0.20205631464380405,0.3192877769470215,0.6346766948699951,0.6457073092460632,0.6406715512275696,实际新能源_sp15_wind + 日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,A,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,调频里程需求_up,0.02120349274389881,0.04687070846557617,0.10423827171325684,0.11371186375617981,0.11617276072502136,日前LMP_np15 + EIM交换_export_bcha_malin500
CAISO,actual_load__mw__ca_iso_tac,A,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,调频里程需求_down,0.08998329960458835,0.1675392985343933,0.2801479697227478,0.29397052526474,0.29126954078674316,实时LMP_sp15 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,A,dam_as_requirement__mw__as_caiso__regulation_up__minimum,辅助服务需求_regulation_up,0.021322200272029943,0.18673506379127502,0.26326560974121094,0.2681337893009186,0.18647664785385132,日前新能源预测_sp15_wind + 日前电能价_sp15
CAISO,actual_load__mw__ca_iso_tac,A,dam_as_requirement__mw__as_caiso__regulation_down__minimum,辅助服务需求_regulation_down,0.04747778640971702,0.4318386912345886,0.4845147132873535,0.5011366009712219,0.3751976191997528,日前新能源预测_sp15_wind + 辅助服务需求_regulation_up
CAISO,actual_load__mw__ca_iso_tac,A,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,辅助服务需求_spinning_reserve,0.463102568232894,0.42153990268707275,0.5608091354370117,0.5664845705032349,0.5599046945571899,实时LMP_np15 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,A,rtpd_eim_transfer__mw__export__bcha__malin500,EIM交换_export_bcha_malin500,0.0032539716507493945,0.04053148627281189,0.1296059489250183,0.1370021104812622,0.1256362795829773,实际新能源_np15_solar + EIM交换_import_nevp_eldorado230
CAISO,actual_load__mw__ca_iso_tac,A,rtpd_eim_transfer__mw__export__banc__ranchoseco,EIM交换_export_banc_ranchoseco,0.023795525142881666,0.01924753189086914,0.09713703393936157,0.10961049795150757,0.10204896330833435,实时LMP_np15 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,A,rtpd_eim_transfer__mw__import__nevp__eldorado230,EIM交换_import_nevp_eldorado230,0.0016972529137145086,-0.005653262138366699,0.04453383386135101,0.06910528242588043,0.10537946224212646,实际新能源_sp15_solar + EIM交换_export_bcha_malin500
CAISO,actual_load__mw__ca_iso_tac,A,rtpd_eim_transfer__mw__export__srp__pvwest,EIM交换_export_srp_pvwest,0.001850964641979654,-0.007579207420349121,0.12517379224300385,0.13348369300365448,0.12038309872150421,实际新能源_sp15_solar + 日前新能源预测_sp15_wind
CAISO,actual_load__mw__ca_iso_tac,A,rtpd_eim_transfer__mw__import__ladwp__sylmar,EIM交换_import_ladwp_sylmar,0.024152683430805597,0.04980260133743286,0.12246658653020859,0.1309989094734192,0.1188528835773468,日前新能源预测_zp26_solar + 实际负荷_bpat
CAISO,actual_load__mw__ca_iso_tac,A,rtpd_eim_transfer__mw__export__pge__malin500,EIM交换_export_pge_malin500,0.009836489367010693,0.05393744632601738,0.11859564483165741,0.14983683824539185,0.12676775455474854,实时LMP_np15 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,B,dam_load_forecast__mw__pge_tac,日前负荷预测_pge,0.5660973159871358,0.6197412610054016,0.7733218669891357,0.7733218669891357,0.7837212681770325,日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,B,dam_load_forecast__mw__sce_tac,日前负荷预测_sce,0.8166298350729767,0.8241048455238342,0.8551463484764099,0.8551463484764099,0.8487614989280701,实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,B,dam_load_forecast__mw__sdge_tac,日前负荷预测_sdge,0.3146517354634726,0.49478286504745483,0.7048230171203613,0.7048230171203613,0.7056390643119812,日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,B,dam_load_forecast__mw__ca_iso_tac,日前负荷预测_CAISO,0.7356256391782875,0.7609627842903137,0.8214918375015259,0.8214918375015259,0.8252559304237366,日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,B,dam_renewable_forecast__mw__np15__solar,日前新能源预测_np15_solar,0.07248115227651782,0.12494710832834244,0.40296870470046997,0.40314191579818726,0.39751216769218445,日前新能源预测_np15_wind + 日前LMP_np15
CAISO,actual_load__mw__ca_iso_tac,B,dam_renewable_forecast__mw__np15__wind,日前新能源预测_np15_wind,0.0523289489585927,0.0471455454826355,0.12789154052734375,0.16431337594985962,0.16132241487503052,日前新能源预测_sp15_solar + 日前LMP_np15
CAISO,actual_load__mw__ca_iso_tac,B,dam_renewable_forecast__mw__sp15__solar,日前新能源预测_sp15_solar,0.06310885625045541,0.10083378106355667,0.4162226915359497,0.4162226915359497,0.4151141345500946,日前负荷计划_south
CAISO,actual_load__mw__ca_iso_tac,B,dam_renewable_forecast__mw__sp15__wind,日前新能源预测_sp15_wind,0.0013550680437060545,0.0019925290253013372,0.11094780266284943,0.15452930331230164,0.14342670142650604,日前LMP_zp26 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,B,dam_renewable_forecast__mw__zp26__solar,日前新能源预测_zp26_solar,0.06922995965024638,0.10841730982065201,0.3967118263244629,0.4046103358268738,0.40501126646995544,日前新能源预测_np15_wind + 日前电能价_sp15
CAISO,actual_load__mw__ca_iso_tac,B,dam_renewable_forecast__mw__zp26__wind,日前新能源预测_zp26_wind,0.021984814724988696,0.011854350566864014,0.06230354309082031,0.08483728766441345,0.09488064050674438,日前新能源预测_np15_wind + 辅助服务需求_spinning_reserve
CAISO,actual_load__mw__ca_iso_tac,B,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,日前电能价_sp15,0.07483685625353648,0.13581222295761108,0.42998582124710083,0.5095149874687195,0.5041670799255371,日前新能源预测_np15_wind + 日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,B,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,日前LMP_np15,0.07730856922438585,0.09994655847549438,0.34113648533821106,0.40808409452438354,0.4147736430168152,日前新能源预测_np15_wind + 日前新能源预测_zp26_solar
CAISO,actual_load__mw__ca_iso_tac,B,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,日前LMP_zp26,0.028686669742795583,0.11293476819992065,0.37679436802864075,0.4390426278114319,0.44051676988601685,日前新能源预测_np15_wind + 日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,B,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,实时LMP_np15,0.07322879361103125,0.07677900791168213,0.22721990942955017,0.25707632303237915,0.25946736335754395,日前新能源预测_np15_wind + 日前新能源预测_zp26_solar
CAISO,actual_load__mw__ca_iso_tac,B,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,实时LMP_sp15,0.03953248295071491,0.08534657955169678,0.3036287724971771,0.33367425203323364,0.33109667897224426,日前新能源预测_np15_wind + 日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,B,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,实时LMP_zp26,0.027234022049667787,0.07226234674453735,0.27347037196159363,0.2966763377189636,0.2911265194416046,日前新能源预测_sp15_wind + 日前新能源预测_zp26_solar
CAISO,actual_load__mw__ca_iso_tac,B,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,实时网损价_np15,0.005540626158812798,0.007322788238525391,0.14494219422340393,0.1678435057401657,0.14775295555591583,日前新能源预测_sp15_wind + 日前新能源预测_zp26_solar
CAISO,actual_load__mw__ca_iso_tac,B,dam_schedule__mw__load__tac_north,日前负荷计划_north,0.6197270216358607,0.6443901062011719,0.7627087831497192,0.7627087831497192,0.766322910785675,日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,B,dam_schedule__mw__load__tac_ecntr,日前负荷计划_ecntr,0.8010120841254128,0.8028727769851685,0.8407493829727173,0.8407493829727173,0.8338820338249207,实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,B,dam_schedule__mw__load__tac_south,日前负荷计划_south,0.20205631464380405,0.3192877769470215,0.6346766948699951,0.63697350025177,0.635533332824707,日前新能源预测_np15_wind + 日前新能源预测_sp15_solar
CAISO,actual_load__mw__ca_iso_tac,B,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,调频里程需求_up,0.02120349274389881,0.04687070846557617,0.10423827171325684,0.1049618124961853,0.10097847878932953,日前LMP_zp26 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,B,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,调频里程需求_down,0.08998329960458835,0.1675392985343933,0.2801479697227478,0.29397052526474,0.29126954078674316,实时LMP_sp15 + 实时网损价_np15
CAISO,actual_load__mw__ca_iso_tac,B,dam_as_requirement__mw__as_caiso__regulation_up__minimum,辅助服务需求_regulation_up,0.021322200272029943,0.18673506379127502,0.26326560974121094,0.2681337893009186,0.18162429332733154,日前新能源预测_sp15_wind + 日前电能价_sp15
CAISO,actual_load__mw__ca_iso_tac,B,dam_as_requirement__mw__as_caiso__regulation_down__minimum,辅助服务需求_regulation_down,0.04747778640971702,0.4318386912345886,0.4845147132873535,0.5011366009712219,0.3690209984779358,日前新能源预测_sp15_wind + 辅助服务需求_regulation_up
CAISO,actual_load__mw__ca_iso_tac,B,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,辅助服务需求_spinning_reserve,0.463102568232894,0.42153990268707275,0.5608091354370117,0.5664845705032349,0.5599046945571899,实时LMP_np15 + 实时网损价_np15
