confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9520532712340355,0.06629477441310883,True
metered_load_mw,0.9402233622968197,0.02584793232381344,True
total_gen,0.8969125673174858,0.04715561494231224,True
da_as_total_mw_synchronized_reserve,0.8880010172724724,0.09432876855134964,True
total_lmp_da,0.8250024020671844,0.07600318640470505,True
congestion_price_rt,0.41839849948883057,0.9505151510238647,True
total_losses,0.38915127515792847,0.5362702012062073,True
marginal_loss_price_da,0.3588574528694153,0.35115039348602295,True
da_as_total_mw_thirty_minutes_reserve,0.31731271743774414,0.4899182915687561,True
congestion_price_da,0.1738261580467224,1.4002817869186401,True
gross_actual_interchange_mw,-0.6920766830444336,0.9879350662231445,False
net_actual_interchange_mw,-3.414933204650879,3.4330029487609863,False
