tag,seq,ours,one,head,ft,n3,speed,h_seq,min_ours
RTS-GMLC,56.06559088230133,0.06191344738006592,0.02066413402557373,0.0001870572566986084,0.2993996977806092,2047,905.5478778000107,31.87951792668634,2.112280446449916
NEM,41.8369080543518,0.06388664126396179,0.021305609941482544,0.0002022314071655273,0.24405137300491334,4525,654.8615990233915,52.586669151650526,4.818117528657118
PJM-load,14.470118498802186,0.04837905406951904,0.01607713580131531,0.0001769411563873291,0.22684080600738527,1793,299.0988306222177,7.2069229078756445,1.445727399110794
PJM-gen_ic,24.380378556251525,0.05330410718917847,0.017729644775390626,0.00016935348510742178,0.2446139097213745,2324,457.3827391897694,15.738888823535707,2.0646457517941794
CAISO-load,14.84256694316864,0.0615188729763031,0.020521235466003415,0.0001874709129333496,0.22845089435577395,7175,241.26851200420975,29.5820605047875,7.356631893416246
