experiment,run_dir,architecture,best_test_loss_targets,final_test_mse_targets,final_test_mse_all,final_test_mse_excluded,excluded_targets,r2_congestion_price_da,r2_congestion_price_rt,r2_total_losses,r2_marginal_loss_price_da,r2_da_as_total_mw_thirty_minutes_reserve
node_alpha_general_attention_allloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation12/outputs/run_20260523_034421_node_alpha_general_attention_allloss,hybrid_bilinear_gated,0.4845919907093048,0.4845919907093048,0.4845919907093048,,,0.23201411962509155,0.44084280729293823,0.6169327199459076,0.3935762643814087,0.3183334469795227
node_alpha_general_attention_maskloss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation12/outputs/run_20260523_033547_node_alpha_general_attention_maskloss,hybrid_bilinear_gated,0.36166536808013916,0.36166536808013916,0.5666933655738831,1.5918333530426025,"net_actual_interchange_mw,gross_actual_interchange_mw",0.2798277735710144,0.45626384019851685,0.5739071071147919,0.4116773009300232,0.2929356098175049
