confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9883846044540405,0.01211817841976881,True
total_gen,0.9847829341888428,0.016030510887503624,True
total_lmp_da,0.9772970080375671,0.025953728705644608,True
da_as_total_mw_primary_reserve,0.9461244344711304,0.05658988654613495,True
da_as_total_mw_synchronized_reserve,0.9101113677024841,0.09274362027645111,True
da_as_total_mw_thirty_minutes_reserve,0.8018717765808105,0.20598065853118896,True
total_losses,0.7929946780204773,0.20667165517807007,True
net_actual_interchange_mw,0.7587541341781616,0.24465975165367126,True
gross_actual_interchange_mw,0.7252269387245178,0.28630781173706055,True
marginal_loss_price_da,0.7246615886688232,0.2706388235092163,True
congestion_price_rt,0.5210531949996948,0.5358301401138306,True
congestion_price_da,0.34699732065200806,0.7094138860702515,True
