confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9437466524541378,0.07778013497591019,True
metered_load_mw,0.940569382160902,0.025698309764266014,True
total_gen,0.8968487977981567,0.0471847839653492,True
da_as_total_mw_synchronized_reserve,0.8960500732064247,0.08754962682723999,True
total_lmp_da,0.8447977602481842,0.06740585714578629,True
congestion_price_rt,0.45396703481674194,0.8923851847648621,True
total_losses,0.3989422917366028,0.5276746153831482,True
marginal_loss_price_da,0.38663727045059204,0.3359355330467224,True
da_as_total_mw_thirty_minutes_reserve,0.26815515756607056,0.525195300579071,True
congestion_price_da,0.16465646028518677,1.4158234596252441,True
gross_actual_interchange_mw,0.16415637731552124,0.4880152642726898,True
net_actual_interchange_mw,-0.8738690614700317,1.4570997953414917,True
