field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.961695671081543,-2.2098856270952276,False
gross_actual_interchange_mw,0.2460934792895835,-0.5536894798278809,-0.7997829591174643,False
total_gen,0.9906449538219424,0.9320068955421448,-0.05863805827979762,True
metered_load_mw,0.9762308832723112,0.9647433534264565,-0.011487529845854771,True
total_losses,0.6540839836602339,0.6993020176887512,0.04521803402851732,True
congestion_price_da,0.0475838272605031,0.27462559938430786,0.22704177212380477,True
congestion_price_rt,0.4561738508473963,0.4382684826850891,-0.0179053681623072,True
marginal_loss_price_da,0.4407231017762543,0.4960322976112366,0.05530919583498228,True
total_lmp_da,0.9299314144617218,0.8637280166149139,-0.06620339784680784,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9637052044272423,-0.011522614530519282,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9240480065345764,-0.01779510451107036,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.38144344091415405,-0.07546059709035002,True
