field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.9129373878240585,-0.07770756599788387,True
metered_load_mw,0.9762308832723112,0.9617807231843472,-0.01445016008796407,True
total_losses,0.6540839836602339,0.6408824920654297,-0.013201491594804216,True
congestion_price_da,0.0475838272605031,0.2817254662513733,0.2341416389908702,True
congestion_price_rt,0.4561738508473963,0.44570523500442505,-0.010468615842971263,True
marginal_loss_price_da,0.4407231017762543,0.43180280923843384,-0.008920292537820451,True
total_lmp_da,0.9299314144617218,0.8703040480613708,-0.059627366400350934,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9717930797487497,-0.003434739209011828,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9335935786366463,-0.008249532409000504,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.38756996393203735,-0.06933407407246672,True
