feature,gate,pearson,spearman,kendall,nmi,distance_corr
system_energy_price_da,0.70297456,0.8063002,0.55699974,0.3962082,0.2923238,0.666848
total_lmp_rt,0.6860641,0.58380866,0.5126012,0.35534334,0.44064906,0.5712761
forecast_load_mw_latest_available,0.68264234,0.56043667,0.5855537,0.41112438,0.25016594,0.5793073
marginal_loss_price_rt,0.67608356,0.5231615,0.48169208,0.31385627,0.3789102,0.5930826
forecast_load_mw_day_ahead,0.66581583,0.53619677,0.51549894,0.35413417,0.19002466,0.51100004
gen_fuel_nuclear_pct,0.66240346,0.48713735,0.52873594,0.36047858,0.17463148,0.50183684
gen_fuel_oil_mw,0.6609548,0.6787958,0.39930543,0.25117272,0.16900223,0.51664454
gen_fuel_coal_mw,0.64960486,0.4678166,0.41170296,0.32013062,0.14738691,0.5024053
gen_fuel_gas_mw,0.64439636,0.4517678,0.41736796,0.30281293,0.138207,0.45708564
da_as_mcp_synchronized_reserve,0.6435635,0.5806316,0.31301445,0.23857135,0.20980181,0.415699
gen_fuel_oil_pct,0.6419948,0.6065265,0.3211178,0.21456234,0.118072115,0.45584446
gen_fuel_other_renewables_pct,0.63880116,0.3939708,0.4376549,0.3343774,0.10339794,0.41338512
gen_fuel_hydro_mw,0.63406396,0.39269674,0.42838562,0.28221482,0.11061029,0.39231262
da_as_mcp_primary_reserve,0.6265142,0.48301688,0.23638737,0.20085351,0.17478105,0.40034184
total_pjm_rmccp_cr,0.61620164,0.2421178,0.23395255,0.14830585,0.42673215,0.3265687
gen_fuel_coal_pct,0.6108657,0.2992285,0.30824575,0.21862926,0.08742019,0.34265086
rmccp,0.6108109,0.28452808,0.25078434,0.19589204,0.14113179,0.38886136
gen_fuel_hydro_pct,0.6093757,0.25478676,0.3405599,0.23260644,0.07823819,0.3288068
gen_fuel_storage_mw,0.5969595,0.23668371,0.28448325,0.2181559,0.04730245,0.2641562
gen_fuel_nuclear_mw,0.5954878,0.22775486,0.24963896,0.16714235,0.15387368,0.24123222
gross_inadv_interchange_mw,0.5948724,0.28685668,0.22927667,0.14729924,0.05334995,0.29541156
total_pjm_loc_credit,0.5940752,0.25569242,0.21626024,0.16752665,0.080356255,0.28843877
gen_fuel_multiple_fuels_mw,0.5845506,0.27529436,0.17867783,0.10131428,0.07252675,0.23501305
total_pjm_reg_purchases,0.5834895,0.20770958,0.20703283,0.123447314,0.07768974,0.23580335
gen_fuel_gas_pct,0.5632952,0.13277608,0.12172247,0.08572778,0.06779052,0.15455157
total_pjm_assigned_reg,0.56313455,0.16142626,0.14250311,0.047808595,0.041900035,0.15678385
da_as_as_req_mw_primary_reserve,0.5628916,0.114409916,0.10491601,0.11362567,0.08806158,0.14342988
gen_fuel_solar_mw,0.5570611,0.032981988,0.14943883,0.11365782,0.055453073,0.12624966
da_as_as_req_mw_thirty_minutes_reserve,0.556636,0.12021512,0.10379704,0.085477255,0.056841265,0.102036305
da_as_as_req_mw_synchronized_reserve,0.55631745,0.13132825,0.115066186,0.06015002,0.060205393,0.09388777
gen_fuel_multiple_fuels_pct,0.55433327,0.12260737,0.058249135,0.050034393,0.040036805,0.15810117
da_as_ss_mw_thirty_minutes_reserve,0.5541716,0.04807586,0.093426324,0.07372919,0.09978678,0.1244173
gen_fuel_solar_pct,0.55399525,0.02898529,0.123756714,0.06897666,0.07286958,0.13713181
da_as_nsr_mw_primary_reserve,0.5534487,0.04707328,0.10598206,0.08636297,0.06234008,0.12342738
da_as_ss_mw_primary_reserve,0.5503432,0.058679607,0.079535306,0.06035328,0.06597589,0.11463962
gen_fuel_other_renewables_mw,0.55018866,0.06564351,0.058960307,0.062145792,0.05079927,0.13756041
da_as_ss_mw_synchronized_reserve,0.5500475,0.04887957,0.05747675,0.07144754,0.076238364,0.124541625
net_inadv_interchange_mw,0.54819435,0.09855652,0.07977849,0.047944155,0.003761926,0.10766414
rmpcp,0.5466602,0.07894251,0.07205267,0.061507586,0.02482576,0.0845821
gen_fuel_wind_pct,0.5456512,0.07650233,0.045342974,0.0561542,0.0221236,0.106907845
gross_sched_interchange_mw,0.5441551,0.050786175,0.065068,0.012731452,0.0017871853,0.14621295
total_pjm_rmpcp_cr,0.54409397,0.09479137,0.03052153,0.045867674,0.017413657,0.09480003
total_pjm_self_sched_reg,0.53705525,0.037572872,0.0057197446,0.028384766,0.018124849,0.09432423
gen_fuel_wind_mw,0.53365207,0.0073789223,0.043090023,0.001558335,0.011664476,0.06822315
