target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,6,1.686015009880066,0.9409828935389709
gross_actual_interchange_mw,8,1.8303611278533936,0.880217640730007
total_gen,12,2.401906728744507,0.9665983746107426
metered_load_mw,13,2.490121841430664,0.9708269031459835
total_losses,11,1.9227750301361084,0.8018594689884886
congestion_price_da,3,1.0271220207214355,0.9349267537928738
congestion_price_rt,9,1.8833427429199219,0.8571462208943481
marginal_loss_price_da,12,2.0936474800109863,0.8425457270958673
total_lmp_da,12,2.31064510345459,0.9298719948500771
da_as_total_mw_primary_reserve,6,1.4694005250930786,0.8200880477144299
da_as_total_mw_synchronized_reserve,5,1.2677297592163086,0.7876847869819376
da_as_total_mw_thirty_minutes_reserve,13,2.2771072387695312,0.887778634749781
