目标,字段,r2,M0,M1,M2,M3,估计M2,升级_M2减M0,K2见证
actual_load__mw__ca_iso_tac,dam_load_forecast__mw__pge_tac,0.5660973191261292,0.6202676296234131,0.7733907103538513,0.7733907103538513,0.7733907103538513,0.7830870747566223,0.15312308073043823,dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sce_tac,0.8166298270225525,0.8234397172927856,0.8543139696121216,0.8543139696121216,0.8543139696121216,0.8486802577972412,0.030874252319335938,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sdge_tac,0.3146517276763916,0.49176299571990967,0.6994761228561401,0.6994761228561401,0.6994761228561401,0.7037188410758972,0.20771312713623047,dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__solar,0.07248115539550781,0.12756556272506714,0.3929036259651184,0.3998967409133911,0.3998967409133911,0.3968508839607239,0.272331178188324,dam_renewable_forecast__mw__np15__wind + dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__wind,0.05232894793152809,0.04741150140762329,0.1286051869392395,0.16683918237686157,0.16683918237686157,0.15848055481910706,0.11942768096923828,dam_renewable_forecast__mw__sp15__solar + dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__solar,0.06310885399580002,0.10705053806304932,0.4169664978981018,0.4169664978981018,0.4169664978981018,0.41149139404296875,0.3099159598350525,dam_schedule__mw__load__tac_south
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,0.0013550680596381426,0.0,0.10000477731227875,0.14690563082695007,0.1729515790939331,0.13560351729393005,0.14690563082695007,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__solar,0.06922996044158936,0.12048467993736267,0.3953234553337097,0.40425896644592285,0.40425896644592285,0.4026273488998413,0.2837742865085602,dam_renewable_forecast__mw__np15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd
actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__wind,0.02198481559753418,0.012596845626831055,0.05730293691158295,0.09143787622451782,0.09143787622451782,0.07837942242622375,0.07884103059768677,dam_renewable_forecast__mw__np15__wind + dam_as_requirement__mw__as_caiso__spinning_reserve__minimum
actual_load__mw__ca_iso_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.0748368576169014,0.14035117626190186,0.426493763923645,0.5115524530410767,0.5115524530410767,0.506437361240387,0.3712012767791748,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,0.07730857282876968,0.10141581296920776,0.33829981088638306,0.40908411145210266,0.40908411145210266,0.41381627321243286,0.3076682984828949,dam_renewable_forecast__mw__np15__solar + dam_renewable_forecast__mw__np15__wind
actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,0.02868667058646679,0.11079883575439453,0.36379918456077576,0.4396868944168091,0.4396868944168091,0.44035959243774414,0.32888805866241455,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,0.07322879135608673,0.07886773347854614,0.22480052709579468,0.26035481691360474,0.26035481691360474,0.2557048797607422,0.1814870834350586,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,0.039532482624053955,0.0817614197731018,0.2873215079307556,0.3253631889820099,0.3253631889820099,0.3234468102455139,0.24360176920890808,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
