目标,字段,r2,M0,M1,M2,M3,估计M2,升级_M2减M0,K2见证
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,0.027234021574258804,0.07378792762756348,0.27168142795562744,0.28809481859207153,0.28988540172576904,0.290193647146225,0.21430689096450806,dam_renewable_forecast__mw__sp15__wind + dam_renewable_forecast__mw__zp26__solar
actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.005540626123547554,0.00816565752029419,0.14399662613868713,0.15311503410339355,0.15311503410339355,0.1404009312391281,0.14494937658309937,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_north,0.6197270154953003,0.6448208689689636,0.7547346353530884,0.7547346353530884,0.7547346353530884,0.7669767737388611,0.10991376638412476,dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_ecntr,0.8010120987892151,0.8043749332427979,0.8390948176383972,0.8390948176383972,0.8390948176383972,0.8335596919059753,0.034719884395599365,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_south,0.20205631852149963,0.3154284358024597,0.6253443956375122,0.6369319558143616,0.6369319558143616,0.6343066096305847,0.32150352001190186,dam_renewable_forecast__mw__np15__wind + dam_renewable_forecast__mw__sp15__solar
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.02120349183678627,0.049256086349487305,0.10905969142913818,0.11677797138690948,0.11677797138690948,0.10070458054542542,0.06752188503742218,dam_renewable_forecast__mw__sp15__wind + dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,0.08998329937458038,0.1670231819152832,0.2732510268688202,0.2941133975982666,0.2941133975982666,0.2869708836078644,0.1270902156829834,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd + rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__regulation_up__minimum,0.021322200074791908,0.15444767475128174,0.24990171194076538,0.25724440813064575,0.25724440813064575,0.16869047284126282,0.10279673337936401,dam_renewable_forecast__mw__sp15__wind + dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__regulation_down__minimum,0.047477785497903824,0.40157049894332886,0.4970245361328125,0.4973801374435425,0.4973801374435425,0.3565300405025482,0.09580963850021362,dam_renewable_forecast__mw__sp15__wind + dam_as_requirement__mw__as_caiso__regulation_up__minimum
actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,0.4631025791168213,0.4207041263580322,0.5600852370262146,0.5600852370262146,0.5600852370262146,0.5552717447280884,0.13938111066818237,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd
