数据集,目标,集合,真值V,不安全,相关性放行,单字段放行,预算放行,预算放行_估计,逐阶预算放行,直接估计放行
pjm,total_gen,gen_fuel_other_ren+rmccp+da_as_as_req_mw_pr,0.45384708046913147,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_p+total_pjm_self_sch+da_as_mcp_synchron,0.883193850517273,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_solar_mw+gross_sched_interc,0.2606116533279419,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_hydro_mw+forecast_load_mw_d+da_as_as_req_mw_th,0.9733012914657593,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_gas_pct+rmpcp,0.3903752267360687,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_gas_pct+system_energy_pric,0.5522770881652832,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+total_pjm_rmpcp_cr+system_energy_pric,0.5613526105880737,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+total_pjm_reg_purc+da_as_ss_mw_primar,0.6413784027099609,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_pct+total_pjm_rmccp_cr+marginal_loss_pric,0.5111658573150635,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+forecast_load_mw_l+da_as_mcp_synchron,0.9772474765777588,True,False,False,False,False,False,False
pjm,total_gen,forecast_load_mw_l+da_as_mcp_primary_+gross_sched_interc,0.9791102409362793,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_multiple_+net_inadv_intercha,0.35387110710144043,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_mw+total_pjm_reg_purc+da_as_mcp_synchron,0.39668720960617065,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_p+rmccp+da_as_as_req_mw_th,0.889001727104187,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_multiple_+rmccp+total_pjm_reg_purc,0.3451499938964844,False,True,True,False,False,True,True
pjm,total_gen,total_pjm_self_sch+total_pjm_rmpcp_cr+da_as_as_req_mw_th,0.2878371775150299,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_coal_pct+gen_fuel_multiple_,0.7057897448539734,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_hydro_mw+gen_fuel_other_ren,0.8591235876083374,True,False,False,False,False,False,False
pjm,total_gen,forecast_load_mw_d+total_pjm_rmpcp_cr+marginal_loss_pric,0.9703965783119202,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_oil_mw+gen_fuel_wind_mw,0.6134483218193054,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_storage_m+da_as_as_req_mw_pr,0.48767074942588806,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+forecast_load_mw_d+total_pjm_assigned,0.9716582298278809,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_pct+forecast_load_mw_d+total_pjm_loc_cred,0.9697089195251465,True,False,False,False,False,False,False
pjm,total_gen,forecast_load_mw_l+rmccp+system_energy_pric,0.9784040451049805,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_multiple_+da_as_nsr_mw_prima+total_lmp_rt,0.6783374547958374,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_pct+da_as_as_req_mw_th+total_lmp_rt,0.5426091551780701,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_coal_pct+total_pjm_assigned,0.6907386779785156,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+da_as_ss_mw_primar+gross_sched_interc,0.5974106788635254,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_multiple_+total_pjm_rmpcp_cr,0.6167089939117432,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+forecast_load_mw_l+total_pjm_assigned,0.9780224561691284,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+forecast_load_mw_l+da_as_as_req_mw_th,0.9792798757553101,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_multiple_+gen_fuel_other_ren+total_lmp_rt,0.6751297116279602,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_solar_pct+da_as_nsr_mw_prima,0.6095394492149353,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_pct+rmccp+total_pjm_rmpcp_cr,0.2784777283668518,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_wind_mw+gen_fuel_wind_pct+total_pjm_rmpcp_cr,0.934916079044342,True,True,True,False,False,False,False
pjm,total_gen,gen_fuel_multiple_+gen_fuel_solar_pct+da_as_nsr_mw_prima,0.5482253432273865,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_pct+gen_fuel_multiple_+rmccp,0.5509250164031982,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_oil_pct+total_lmp_rt,0.4926711320877075,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_hydro_pct+marginal_loss_pric,0.47900640964508057,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_nuclear_p+marginal_loss_pric,0.9239379167556763,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_pct+rmpcp+da_as_as_req_mw_th,0.577734649181366,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_hydro_pct+forecast_load_mw_d+total_pjm_reg_purc,0.9719143509864807,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_oil_pct+total_lmp_rt,0.8849908113479614,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_gas_pct+da_as_nsr_mw_prima,0.9963580369949341,True,False,False,False,False,False,False
pjm,total_gen,forecast_load_mw_l+da_as_mcp_primary_+system_energy_pric,0.9782147407531738,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_oil_pct+gross_inadv_interc,0.8279277682304382,True,False,True,False,False,False,False
pjm,total_gen,total_pjm_rmpcp_cr+da_as_nsr_mw_prima+total_lmp_rt,0.6509542465209961,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_oil_mw+forecast_load_mw_d,0.9774688482284546,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_wind_mw+da_as_as_req_mw_pr,0.3093820810317993,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+forecast_load_mw_l+rmccp,0.9754651188850403,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_oil_pct+forecast_load_mw_l,0.9822887182235718,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+total_pjm_rmpcp_cr+da_as_mcp_primary_,0.5927863717079163,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_pct+total_pjm_rmpcp_cr+da_as_as_req_mw_pr,0.6720014214515686,False,False,True,False,False,False,True
pjm,total_gen,forecast_load_mw_l+total_pjm_self_sch+gross_inadv_interc,0.9756972789764404,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+total_pjm_self_sch+net_inadv_intercha,0.13933521509170532,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_solar_mw+total_pjm_reg_purc+da_as_ss_mw_primar,0.35920190811157227,False,True,True,False,False,True,True
pjm,total_gen,total_pjm_reg_purc+total_pjm_rmccp_cr+da_as_mcp_primary_,0.23895633220672607,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_nuclear_p+gen_fuel_oil_pct+rmpcp,0.8928697109222412,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+da_as_mcp_synchron+da_as_ss_mw_primar,0.41914382576942444,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_hydro_pct+da_as_as_req_mw_pr,0.7176095843315125,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_oil_mw+gross_inadv_interc,0.6229851841926575,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_storage_m+forecast_load_mw_l+total_pjm_assigned,0.9768067598342896,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_pct+gen_fuel_wind_pct+total_pjm_self_sch,0.49388396739959717,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_nuclear_m+marginal_loss_pric,0.8512560725212097,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_wind_pct+rmpcp,0.8273782134056091,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_pct+gen_fuel_solar_pct+da_as_nsr_mw_prima,0.6988968849182129,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_storage_m+da_as_nsr_mw_prima,0.46526917815208435,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_coal_mw+total_pjm_loc_cred+total_pjm_self_sch,0.7749831676483154,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_pct+gen_fuel_solar_pct+total_pjm_rmccp_cr,0.570370078086853,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_solar_mw+da_as_mcp_synchron,0.7533272504806519,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_hydro_pct+gen_fuel_other_ren+da_as_nsr_mw_prima,0.752575695514679,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_gas_pct+rmpcp,0.44540220499038696,False,True,True,False,False,False,True
pjm,total_gen,forecast_load_mw_d+da_as_mcp_synchron+da_as_nsr_mw_prima,0.9729149341583252,True,False,False,False,False,False,False
pjm,total_gen,forecast_load_mw_l+da_as_mcp_primary_+gross_sched_interc,0.9791102409362793,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_wind_mw+rmccp+marginal_loss_pric,0.43664759397506714,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+total_pjm_self_sch+system_energy_pric,0.5658278465270996,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_oil_mw+da_as_as_req_mw_pr,0.8959401845932007,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_gas_pct+system_energy_pric,0.8764318823814392,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_wind_mw+total_pjm_loc_cred+da_as_as_req_mw_pr,0.3085560202598572,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_mw+da_as_mcp_primary_+gross_sched_interc,0.8776994347572327,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_solar_mw+da_as_ss_mw_primar,0.6557626724243164,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+total_pjm_loc_cred+da_as_as_req_mw_pr,0.38950619101524353,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_pct+rmccp+da_as_nsr_mw_prima,0.5718027353286743,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_pct+forecast_load_mw_d+total_lmp_rt,0.9695685505867004,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+da_as_as_req_mw_th+gross_sched_interc,0.3632473945617676,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_other_ren+total_pjm_rmccp_cr,0.5443850159645081,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_wind_pct+forecast_load_mw_d+total_pjm_reg_purc,0.9716114401817322,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_wind_mw+gen_fuel_gas_pct,0.4146083891391754,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+total_pjm_reg_purc+total_lmp_rt,0.612851083278656,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_nuclear_m+gen_fuel_wind_pct,0.8357234597206116,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_oil_pct+rmpcp+da_as_as_req_mw_th,0.577734649181366,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_storage_m+forecast_load_mw_d+da_as_ss_mw_primar,0.9702472686767578,True,False,False,False,False,False,False
pjm,total_gen,rmccp+total_pjm_reg_purc+da_as_ss_mw_primar,0.2932460606098175,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_coal_pct+marginal_loss_pric+net_inadv_intercha,0.5899753570556641,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+rmccp+total_pjm_rmpcp_cr,0.2533956468105316,False,True,True,False,False,True,True
pjm,total_gen,rmccp+total_pjm_assigned+gross_sched_interc,0.17987415194511414,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_hydro_pct+net_inadv_intercha+gross_sched_interc,0.2202034592628479,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_gas_pct+gen_fuel_nuclear_p,0.8957622051239014,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_nuclear_p+gen_fuel_solar_pct,0.8847079873085022,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_wind_mw+da_as_as_req_mw_th,0.6654926538467407,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+forecast_load_mw_l+da_as_mcp_synchron,0.9781382083892822,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_wind_mw+gen_fuel_coal_pct,0.9385175704956055,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_other_ren+rmccp,0.8939791917800903,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_hydro_pct+total_pjm_rmccp_cr,0.3568875789642334,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_wind_pct+da_as_nsr_mw_prima,0.7737346291542053,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_pct+forecast_load_mw_d+gross_inadv_interc,0.9698532819747925,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_nuclear_p+total_pjm_assigned,0.996235191822052,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+da_as_ss_mw_primar+system_energy_pric,0.876423716545105,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_wind_pct+rmccp,0.4317777752876282,False,True,True,False,False,False,True
pjm,total_gen,da_as_as_req_mw_pr+system_energy_pric+net_inadv_intercha,0.6345077157020569,False,False,True,False,False,False,True
pjm,total_gen,forecast_load_mw_l+rmpcp+system_energy_pric,0.9783276915550232,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_wind_mw+da_as_mcp_primary_+da_as_as_req_mw_pr,0.4141094386577606,False,True,True,False,False,True,True
pjm,total_gen,forecast_load_mw_l+da_as_ss_mw_primar+net_inadv_intercha,0.9752086400985718,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_gas_mw+da_as_mcp_synchron,0.9404496550559998,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_solar_pct+total_pjm_loc_cred,0.2611556053161621,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+total_pjm_loc_cred+total_pjm_assigned,0.2218625396490097,False,True,True,True,False,True,True
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_nuclear_p+rmpcp,0.892253577709198,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+total_pjm_rmccp_cr+da_as_as_req_mw_th,0.4704212248325348,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+forecast_load_mw_l+system_energy_pric,0.9795689582824707,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+system_energy_pric+marginal_loss_pric,0.8148548007011414,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_hydro_pct+total_pjm_reg_purc,0.6219294667243958,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_solar_pct+da_as_nsr_mw_prima,0.8667984008789062,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_pct+da_as_ss_mw_primar+system_energy_pric,0.5214444398880005,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_wind_pct+rmpcp,0.625774621963501,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_gas_pct+total_pjm_reg_purc,0.45294299721717834,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+da_as_mcp_synchron+da_as_as_req_mw_pr,0.6201071739196777,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_storage_m+forecast_load_mw_l+gross_sched_interc,0.9793540239334106,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_wind_pct+da_as_as_req_mw_pr,0.44727447628974915,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+rmccp+da_as_mcp_primary_,0.3386901021003723,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+total_pjm_assigned+total_lmp_rt,0.590330958366394,False,False,True,False,False,False,True
pjm,total_gen,forecast_load_mw_d+rmccp+total_lmp_rt,0.9687781929969788,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_other_ren+da_as_mcp_synchron,0.6230360269546509,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+rmpcp+system_energy_pric,0.5236238241195679,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_hydro_mw+gen_fuel_oil_mw,0.9049670696258545,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_pct+total_pjm_loc_cred+total_lmp_rt,0.3593798875808716,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_oil_mw+gen_fuel_wind_pct,0.8790781497955322,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_hydro_pct+gen_fuel_multiple_+total_pjm_loc_cred,0.2636565566062927,False,True,True,False,False,False,True
pjm,total_gen,total_pjm_rmccp_cr+da_as_as_req_mw_th+gross_sched_interc,0.2970791459083557,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_wind_mw+gen_fuel_oil_pct+gen_fuel_other_ren,0.6497033834457397,False,False,True,False,False,False,True
pjm,total_gen,total_pjm_loc_cred+total_pjm_self_sch+da_as_mcp_synchron,0.17484669387340546,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_multiple_+da_as_as_req_mw_pr,0.678473711013794,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_wind_mw+gen_fuel_gas_pct+gen_fuel_nuclear_p,0.8731806874275208,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_solar_pct+total_pjm_rmpcp_cr,0.8256160616874695,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_wind_mw+da_as_nsr_mw_prima,0.47626256942749023,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+total_pjm_self_sch+gross_sched_interc,0.5909525156021118,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_p+gen_fuel_solar_pct+forecast_load_mw_l,0.9797182679176331,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_nuclear_p+gen_fuel_solar_pct,0.8731035590171814,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_p+forecast_load_mw_l+total_pjm_reg_purc,0.9824061989784241,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_storage_m+forecast_load_mw_d+da_as_ss_mw_primar,0.9702472686767578,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_pct+total_pjm_self_sch+total_pjm_rmccp_cr,0.16839462518692017,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_solar_pct+total_pjm_rmccp_cr+da_as_as_req_mw_th,0.32904720306396484,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_coal_pct+da_as_mcp_primary_,0.6756479740142822,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_gas_mw+gen_fuel_other_ren,0.9434173107147217,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_multiple_+rmpcp,0.7538316249847412,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+total_pjm_rmccp_cr+da_as_as_req_mw_th,0.3905012011528015,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_multiple_+total_pjm_rmpcp_cr,0.8886082768440247,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_wind_mw+gen_fuel_hydro_pct+marginal_loss_pric,0.4341672658920288,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+da_as_mcp_synchron+system_energy_pric,0.49637389183044434,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_pct+da_as_mcp_primary_+net_inadv_intercha,0.2628685235977173,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_wind_mw+da_as_ss_mw_primar+gross_sched_interc,0.23483191430568695,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_coal_pct+gen_fuel_hydro_pct+forecast_load_mw_d,0.9722309112548828,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gross_sched_interc+gross_inadv_interc,0.6060069799423218,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_storage_m+gen_fuel_coal_pct+rmpcp,0.5505491495132446,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_hydro_pct+gross_inadv_interc,0.6966373324394226,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_gas_mw+total_pjm_self_sch,0.9397772550582886,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_p+rmccp+da_as_mcp_synchron,0.8802740573883057,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_multiple_+rmccp+total_pjm_loc_cred,0.20761334896087646,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_hydro_pct+gross_sched_interc,0.5993000864982605,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_storage_m+gen_fuel_wind_pct+da_as_mcp_synchron,0.3001585602760315,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_coal_mw+da_as_nsr_mw_prima+marginal_loss_pric,0.8543203473091125,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_hydro_pct+gen_fuel_nuclear_p,0.9055367112159729,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_solar_pct+total_pjm_loc_cred,0.552607536315918,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_wind_mw+rmpcp+total_pjm_assigned,0.20672251284122467,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_multiple_+total_pjm_loc_cred,0.23020976781845093,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_storage_m+total_pjm_reg_purc,0.3518671989440918,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_multiple_+rmccp+rmpcp,0.2154795527458191,False,True,True,False,False,True,True
pjm,total_gen,total_pjm_reg_purc+total_pjm_rmccp_cr+marginal_loss_pric,0.49978965520858765,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_m+total_pjm_loc_cred+da_as_as_req_mw_pr,0.6526288986206055,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_storage_m+gen_fuel_solar_pct,0.5782613754272461,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_wind_pct+forecast_load_mw_l+da_as_mcp_primary_,0.9755925536155701,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_pct+marginal_loss_pric+net_inadv_intercha,0.41846710443496704,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_multiple_+da_as_ss_mw_primar+da_as_nsr_mw_prima,0.6320372223854065,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_nuclear_m+gen_fuel_storage_m,0.8088188171386719,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+total_pjm_loc_cred+total_lmp_rt,0.7995765805244446,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_wind_pct+da_as_as_req_mw_pr,0.8435999751091003,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_storage_m+da_as_nsr_mw_prima,0.4645507335662842,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_storage_m+da_as_ss_mw_primar+marginal_loss_pric,0.395474374294281,False,True,True,True,False,True,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_oil_mw+total_pjm_loc_cred,0.8585764765739441,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+da_as_mcp_primary_+da_as_as_req_mw_th,0.5684447288513184,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_pct+da_as_ss_mw_primar+marginal_loss_pric,0.5078035593032837,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_storage_m+gen_fuel_wind_mw,0.5515052676200867,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_oil_mw+system_energy_pric,0.9046765565872192,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_pct+total_pjm_rmccp_cr+net_inadv_intercha,0.5074882507324219,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_hydro_pct+total_pjm_reg_purc,0.4642636775970459,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_p+gen_fuel_solar_pct+total_pjm_loc_cred,0.8688174486160278,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+rmpcp+system_energy_pric,0.6152191758155823,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+total_pjm_loc_cred+da_as_ss_mw_primar,0.18645575642585754,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_storage_m+forecast_load_mw_d+rmccp,0.9695149660110474,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_wind_mw+total_pjm_reg_purc+gross_sched_interc,0.3021993041038513,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_gas_pct+gross_inadv_interc,0.8417903184890747,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_coal_pct+rmccp,0.7385590076446533,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+total_pjm_assigned+total_pjm_rmpcp_cr,0.5564985871315002,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_pct+gen_fuel_wind_pct+gross_sched_interc,0.5335648059844971,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+total_pjm_loc_cred+total_pjm_rmpcp_cr,0.5243496894836426,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_gas_pct+da_as_ss_mw_primar,0.5072022080421448,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_solar_mw+total_lmp_rt,0.8354228138923645,True,False,True,False,False,False,False
