field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.784734845161438,-1.0329248011751224,True
gross_actual_interchange_mw,0.2460934792895835,0.24402457475662231,-0.0020689045329611855,True
total_gen,0.9906449538219424,0.9542908109724522,-0.036354142849490234,True
metered_load_mw,0.9762308832723112,0.9625796712934971,-0.013651211978814137,True
total_losses,0.6540839836602339,0.6710368990898132,0.01695291542957933,True
congestion_price_da,0.0475838272605031,0.2860226631164551,0.238438835855952,True
congestion_price_rt,0.4561738508473963,0.39939647912979126,-0.05677737171760505,True
marginal_loss_price_da,0.4407231017762543,0.4940669536590576,0.05334385188280333,True
total_lmp_da,0.9299314144617218,0.8605396747589111,-0.06939173970281065,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9734733700752258,-0.0017544488825357307,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9387029856443405,-0.0031401254013062596,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.36273032426834106,-0.09417371373616301,True
