k,DNN(44->12),gcn_noprior,gcn_static,gcn_dynamic(zero-mask),gcn_dynamic(masked)
1,0.15981000661849976,0.15981000661849976,0.15981000661849976,0.15981000661849976,0.0513080395758152
2,0.2486429661512375,0.2486429661512375,0.19711101055145264,0.2486429661512375,0.1802091747522354
3,0.28782346844673157,0.28782346844673157,0.28782346844673157,0.28782346844673157,0.2658388316631317
4,0.3535095155239105,0.2826991677284241,0.2826991677284241,0.3535095155239105,0.33816447854042053
5,0.39229461550712585,0.3242294490337372,0.3242294490337372,0.3443523943424225,0.39068785309791565
6,0.46765658259391785,0.3876815140247345,0.29335257411003113,0.3876815140247345,0.47052910923957825
7,0.543767511844635,0.4469086229801178,0.35687151551246643,0.4469086229801178,0.5114540457725525
8,0.5315605998039246,0.46970295906066895,0.4159323275089264,0.46970295906066895,0.5073440670967102
9,0.5926721692085266,0.4768151044845581,0.4391266405582428,0.4391266405582428,0.5480923652648926
10,0.6130273938179016,0.5241587162017822,0.44463062286376953,0.44463062286376953,0.5162306427955627
11,0.6214044094085693,0.4868263006210327,0.5045692324638367,0.5267786383628845,0.5735474824905396
12,0.6640529632568359,0.4918980300426483,0.5371221899986267,0.5596397519111633,0.6176162362098694
13,0.6547195911407471,0.5020222067832947,0.5506482720375061,0.599367618560791,0.6513665914535522
14,0.6607536673545837,0.5873576402664185,0.6391124129295349,0.60689377784729,0.6488868594169617
15,0.6669986844062805,0.6265764832496643,0.6422868371009827,0.6265764832496643,0.6587825417518616
16,0.7166294455528259,0.679068386554718,0.6477172374725342,0.679068386554718,0.6952271461486816
17,0.722237765789032,0.688974142074585,0.6599289774894714,0.6905152201652527,0.7137636542320251
18,0.7363190650939941,0.6958172917366028,0.6569274067878723,0.6958827972412109,0.7300671935081482
19,0.7548267245292664,0.6949929594993591,0.6939597725868225,0.7072799205780029,0.744873046875
20,0.7691952586174011,0.6968298554420471,0.7067481875419617,0.7534759640693665,0.7541378140449524
21,0.786413848400116,0.75295090675354,0.777310311794281,0.7371951937675476,0.7591479420661926
22,0.7971075177192688,0.7671499252319336,0.7894906997680664,0.7781623005867004,0.7687038779258728
23,0.8081011176109314,0.7774979472160339,0.8013080954551697,0.779202401638031,0.7660395503044128
24,0.8028228878974915,0.7892152667045593,0.8103287816047668,0.7924432158470154,0.7745805382728577
25,0.815013587474823,0.8021284937858582,0.818898618221283,0.7888315320014954,0.7833485007286072
26,0.8192150592803955,0.8170155882835388,0.8233954906463623,0.783103883266449,0.7956182956695557
27,0.8215048313140869,0.8285513520240784,0.8320310115814209,0.7959778308868408,0.7882224917411804
28,0.8353970646858215,0.8253881931304932,0.823096513748169,0.798945963382721,0.7897847294807434
29,0.8470421433448792,0.8211446404457092,0.8209392428398132,0.8126302361488342,0.8043767809867859
30,0.849141538143158,0.8335495591163635,0.8398820757865906,0.8148325085639954,0.8219668865203857
31,0.8531597256660461,0.83327716588974,0.8395642638206482,0.820303201675415,0.8374783396720886
32,0.8515552878379822,0.8357858061790466,0.8404828906059265,0.8251504302024841,0.8428976535797119
33,0.8540530800819397,0.8398263454437256,0.8440184593200684,0.8342298865318298,0.8549010753631592
34,0.8570656776428223,0.8428633809089661,0.8451898694038391,0.8339107036590576,0.8589183688163757
35,0.8604190945625305,0.8431549668312073,0.8479166030883789,0.8509114384651184,0.8609779477119446
36,0.8609225749969482,0.8565667271614075,0.8494541645050049,0.8513455390930176,0.8610241413116455
37,0.8624910712242126,0.8579599261283875,0.852329671382904,0.8610909581184387,0.8610909581184387
38,0.8632032871246338,0.8625478744506836,0.8530868887901306,0.8625361323356628,0.8625361323356628
39,0.8642551898956299,0.8654496669769287,0.8534453511238098,0.8632708191871643,0.863133430480957
40,0.864206075668335,0.8659024238586426,0.8547964692115784,0.8631956577301025,0.8647165894508362
41,0.864006519317627,0.8673691153526306,0.8655431866645813,0.8633100986480713,0.8650863766670227
42,0.8675864338874817,0.8681540489196777,0.8657081723213196,0.8668109774589539,0.8657002449035645
43,0.8674499988555908,0.8680819869041443,0.8654909729957581,0.8674499988555908,0.8654909729957581
44,0.8677632808685303,0.8677632808685303,0.8677632808685303,0.8677632808685303,0.8677632808685303
