k,DNN(44->12),gcn_noprior,gcn_static,gcn_dynamic(zero-mask),gcn_dynamic(masked)
1,0.13802887499332428,0.13802887499332428,0.13802887499332428,0.13802887499332428,0.042447637766599655
2,0.2164970487356186,0.2164970487356186,0.15284113585948944,0.2164970487356186,0.14981304109096527
3,0.2328842729330063,0.2328842729330063,0.2328842729330063,0.2328842729330063,0.23033519089221954
4,0.2883812487125397,0.3146330416202545,0.3146330416202545,0.2883812487125397,0.28595539927482605
5,0.3377944231033325,0.35248783230781555,0.35248783230781555,0.376079797744751,0.33578070998191833
6,0.3838244676589966,0.4241675138473511,0.38036155700683594,0.4241675138473511,0.38014742732048035
7,0.4057776927947998,0.43102705478668213,0.45837000012397766,0.43102705478668213,0.4169285297393799
8,0.47633591294288635,0.5088754296302795,0.46516814827919006,0.5088754296302795,0.4913989305496216
9,0.4787527620792389,0.5412073135375977,0.5415156483650208,0.5415156483650208,0.5471853613853455
10,0.5562000274658203,0.5815718770027161,0.5682849287986755,0.5682849287986755,0.5748112797737122
11,0.5664587616920471,0.6069751381874084,0.597932755947113,0.6114230751991272,0.5940262675285339
12,0.5907728672027588,0.6312263607978821,0.6381118893623352,0.6456149816513062,0.6112431883811951
13,0.6397796273231506,0.656517505645752,0.6656708121299744,0.6775456070899963,0.6323347687721252
14,0.7067380547523499,0.6857877373695374,0.6990030407905579,0.700838565826416,0.6466748714447021
15,0.7285327315330505,0.7189266681671143,0.7101029753684998,0.7189266681671143,0.7250462174415588
16,0.7621588706970215,0.7468505501747131,0.7266743779182434,0.7468505501747131,0.7523183822631836
17,0.7652010917663574,0.7644634246826172,0.7455733418464661,0.7497032284736633,0.7646558284759521
18,0.7847490906715393,0.7719843983650208,0.7528674006462097,0.7543185353279114,0.7867450714111328
19,0.7934946417808533,0.7873080372810364,0.7763258814811707,0.7710310816764832,0.796363353729248
20,0.8089078068733215,0.7932993769645691,0.7765659689903259,0.7867161631584167,0.818412721157074
21,0.8102865815162659,0.8205904364585876,0.8103070855140686,0.7988059520721436,0.8217862248420715
22,0.817529022693634,0.8271868824958801,0.8111549019813538,0.8236351013183594,0.824418842792511
23,0.822976291179657,0.831552267074585,0.8174554705619812,0.8268522620201111,0.8292860984802246
24,0.8325183987617493,0.8400086760520935,0.8234818577766418,0.8326303958892822,0.8332911133766174
25,0.8393635749816895,0.841413676738739,0.8280351758003235,0.837848424911499,0.8395800590515137
26,0.8404157757759094,0.8374243378639221,0.8319714665412903,0.842795193195343,0.8463819026947021
27,0.841447651386261,0.8386704921722412,0.8322049975395203,0.8439108729362488,0.8504374623298645
28,0.8376719355583191,0.843428909778595,0.8395376205444336,0.8588925004005432,0.8511341214179993
29,0.8402284979820251,0.8482159972190857,0.8440328240394592,0.8639273643493652,0.8543807864189148
30,0.8455823063850403,0.8485221862792969,0.8498058915138245,0.8644871711730957,0.8554919362068176
31,0.8482065796852112,0.8492531180381775,0.8507134318351746,0.8670446276664734,0.8521962761878967
32,0.8536936640739441,0.8497232794761658,0.8521223068237305,0.8677021861076355,0.8570287823677063
33,0.8542351722717285,0.8651496767997742,0.8662917017936707,0.8718795776367188,0.8572936654090881
34,0.8552114963531494,0.8663193583488464,0.8663579821586609,0.8726806044578552,0.8720395565032959
35,0.8704621195793152,0.8663296699523926,0.8691926598548889,0.8733755946159363,0.8729464411735535
36,0.8704443573951721,0.8692869544029236,0.8692300915718079,0.8733456134796143,0.87374347448349
37,0.8704870343208313,0.869276762008667,0.8699662089347839,0.8737390637397766,0.8737390637397766
38,0.8705164790153503,0.8737185597419739,0.8699941635131836,0.8738162517547607,0.8738162517547607
39,0.8705191016197205,0.8746137619018555,0.869999885559082,0.8738284111022949,0.8738479018211365
40,0.870628833770752,0.8746402859687805,0.8699970245361328,0.8738066554069519,0.8738213181495667
41,0.8705573678016663,0.8747187256813049,0.8737717270851135,0.8736900687217712,0.8737083077430725
42,0.8738348484039307,0.8747244477272034,0.8736572861671448,0.8746094107627869,0.8737111687660217
43,0.8745754361152649,0.8746962547302246,0.8736863732337952,0.8745754361152649,0.8736863732337952
44,0.874600350856781,0.874600350856781,0.874600350856781,0.874600350856781,0.874600350856781
